x	y
55	42
70	47
48	25
64	49
37	62
58	31
61	24
72	71
50	37
67	68
66	59
57	48
60	35
61	35
43	48
72	70
70	54
58	57
68	39
62	39
45	40
64	22
52	25
66	56
47	52
72	26
68	26
69	52
60	46
62	72
68	33
56	52
62	42
57	39
49	72
67	47
70	56
41	28
72	55
42	31
61	55
40	25
47	61
73	74
57	70
61	47
69	26
54	38
62	63
58	43
57	55
69	58
80	56
79	22
58	76
68	66
58	68
75	50
78	39
56	31
53	64
55	73
59	63
74	67
65	51
65	31
69	32
47	35
69	40
61	56
55	47
63	63
73	52
76	32
40	29
62	22
54	52
55	63
57	42
39	25
59	38
52	34
66	68
66	26
41	60
67	56
70	51
80	60
69	64
69	55
78	47
40	62
78	55
56	55
50	66
59	56
67	74
45	40
59	64
60	39
52	24
78	44
59	18
54	51
52	39
60	55
56	55
60	54
66	48
63	32
60	63
47	63
78	65
60	59
70	55
74	72
57	50
54	44
56	31
54	53
74	62
60	47
61	28
52	39
58	31
57	57
75	18
53	44
64	39
70	50
45	38
72	52
59	50
59	43
66	57
45	33
60	58
53	59
56	70
39	61
65	20
78	55
51	64
50	45
52	48
66	56
53	67
73	38
54	48
72	47
53	32
56	55
67	66
73	67
64	35
62	45
55	51
50	9
48	39
52	53
60	45
74	47
56	41
48	58
63	35
75	46
39	40
66	52
63	33
30	44
57	66
40	69
61	38
52	67
73	47
45	44
61	41
68	59
47	18
71	58
53	46
62	54
53	38
45	18
54	52
52	42
74	75
59	55
65	51
55	41
74	47
63	35
70	24
59	40
52	35
56	59
75	57
70	40
75	35
70	60
49	9
80	59
45	57
48	47
30	62
65	43
76	61
56	54
49	76
60	32
52	59
58	43
67	41
64	64
71	39
56	31
73	38
54	34
56	43
71	31
58	70
66	44
73	45
48	38
67	68
62	49
78	42
74	32
76	53
74	58
67	66
57	51
51	57
61	55
65	51
58	29
73	41
71	52
70	39
49	44
76	52
39	22
39	70
60	53
74	42
45	61
47	53
53	61
73	63
74	52
66	58
67	22
51	48
56	59
66	48
51	49
39	37
68	58
65	28
57	50
64	25
56	31
47	74
45	42
77	31
59	33
57	36
57	62
53	54
56	49
51	38
39	43
76	65
56	24
76	36
57	57
56	65
57	53
62	42
52	33
59	59
64	26
66	32
76	33
62	52
65	52
45	28
62	67
48	45
60	58
56	26
49	54
62	76
78	64
74	40
61	37
65	66
60	60
64	18
69	51
60	38
71	52
71	54
62	71
68	50
62	37
39	67
61	25
54	62
71	42
40	42
50	76
68	75
57	47
47	76
67	49
63	47
76	50
63	31
53	28
67	44
57	50
41	46
30	37
59	49
53	62
74	41
64	33
48	35
70	57
65	48
64	48
66	64
45	58
64	51
54	42
50	38
50	58
69	45
49	20
64	74
77	55
59	26
53	38
54	45
66	49
51	65
30	54
49	38
39	29
50	48
67	61
59	50
53	59
62	41
71	51
76	58
56	42
77	50
55	36
79	75
48	54
66	76
49	31
80	41
54	38
57	39
58	63
52	51
53	43
50	55
55	43
49	54
70	63
55	66
63	46
48	36
58	71
51	52
55	73
62	46
64	50
53	35
70	18
56	60
43	38
55	57
71	58
45	31
62	51
52	43
64	18
79	60
55	76
59	50
43	61
67	53
49	32
71	59
57	28
53	39
74	54
53	50
37	45
52	64
39	57
56	29
78	59
71	63
60	68
40	66
30	52
66	59
61	57
61	66
61	54
54	60
66	72
80	52
79	57
57	39
68	41
37	46
74	65
72	57
70	33
69	55
39	25
60	28
66	72
64	47
40	40
63	50
64	50
70	74
45	44
30	65
50	55
66	58
63	43
62	77
50	59
51	44
59	74
65	34
61	46
78	35
61	74
69	38
65	54
58	62
58	76
74	40
58	64
54	73
61	55
60	24
49	56
61	62
60	47
58	18
48	46
76	48
66	31
51	25
60	57
58	49
72	36
47	55
67	63
57	35
76	62
63	33
64	59
73	18
57	41
67	45
52	18
67	43
72	70
74	56
52	64
60	63
73	74
61	54
69	48
61	55
45	38
65	60
68	31
65	50
61	60
77	60
68	50
51	37
61	43
48	44
39	39
54	42
79	31
66	34
64	25
74	35
62	34
53	70
54	53
60	42
68	55
63	29
37	57
55	61
47	41
74	37
53	43
73	38
52	51
67	44
72	48
43	63
62	74
53	53
77	45
53	36
43	52
56	39
63	44
51	47
80	44
77	45
60	56
66	63
58	57
40	35
59	75
45	47
48	22
76	55
78	62
61	52
61	46
69	77
55	29
56	31
76	71
52	62
58	68
51	42
80	41
69	38
67	59
60	64
69	43
59	31
42	53
47	68
58	52
65	54
57	20
62	55
71	40
47	46
63	44
47	51
72	45
58	38
54	40
56	68
64	66
60	48
71	50
47	50
39	67
74	41
40	31
55	41
52	46
60	37
67	55
37	71
30	50
68	29
42	31
63	44
68	43
66	44
58	28
40	43
64	75
69	44
51	59
71	49
54	34
63	52
76	52
59	41
57	45
53	72
49	61
53	42
65	62
47	60
56	55
55	70
60	68
50	31
64	49
39	53
58	52
47	70
60	77
67	45
62	61
54	18
57	52
47	61
50	33
51	44
49	54
58	35
52	76
59	39
61	38
52	64
68	42
65	55
49	28
57	49
66	33
60	74
54	43
64	26
59	61
47	40
50	50
55	66
71	38
73	37
45	55
76	40
64	43
63	38
68	61
75	47
64	44
40	53
73	46
45	47
57	46
58	69
77	62
58	62
57	63
60	64
50	66
71	52
79	33
68	57
30	35
71	22
56	52
73	53
63	18
76	46
61	40
48	41
57	49
59	51
51	38
60	70
66	38
65	38
66	46
62	39
57	59
64	48
52	24
37	40
55	73
65	46
52	9
47	41
51	48
61	52
49	51
61	52
51	36
58	65
60	9
58	26
59	28
55	67
51	33
62	56
61	24
75	31
76	28
58	66
42	43
67	35
57	51
47	75
66	67
53	71
59	77
76	60
50	20
57	53
66	29
78	38
49	28
50	31
73	43
66	59
68	39
48	48
45	60
66	28
54	68
45	43
70	56
57	71
49	56
62	36
65	50
70	68
60	53
73	54
47	18
70	50
76	56
58	46
60	31
53	9
30	57
76	49
52	26
63	52
53	64
52	50
51	28
70	52
73	68
52	41
76	57
60	44
60	63
54	20
60	54
53	28
57	35
57	41
42	42
48	48
66	68
67	74
58	42
45	53
47	42
62	52
45	56
62	34
63	69
76	41
69	54
49	55
51	38
53	35
72	25
68	58
48	26
37	65
43	65
54	57
69	52
60	39
51	76
62	52
40	70
57	47
62	39
65	42
67	61
39	29
45	38
60	22
59	62
71	55
59	52
58	65
40	24
67	42
71	64
63	18
47	56
60	43
70	47
30	51
61	48
64	40
66	28
56	42
55	51
72	52
61	62
67	25
58	24
58	31
66	46
53	38
55	75
65	40
53	39
70	46
39	56
68	45
48	64
54	50
48	62
52	67
71	33
64	59
59	58
51	18
49	56
67	53
63	46
66	57
45	41
66	51
71	18
73	50
74	63
58	54
72	74
64	70
48	41
57	31
71	52
63	41
62	34
58	46
63	74
79	25
48	56
70	33
39	9
54	48
41	38
66	46
53	63
49	66
53	42
53	73
37	63
37	33
47	58
68	47
59	52
63	55
53	38
49	66
72	46
59	36
60	43
54	26
74	54
68	18
70	45
57	31
54	18
37	31
69	47
62	28
58	58
59	9
45	50
56	55
66	57
63	50
62	64
77	52
64	39
66	26
48	65
54	60
48	64
62	22
68	32
55	43
72	50
55	39
55	18
64	54
61	18
47	59
45	39
72	38
70	66
39	9
59	51
51	41
78	18
64	53
48	50
63	31
73	29
66	74
63	50
66	48
62	59
63	41
63	51
74	64
55	20
59	36
66	48
66	49
73	40
53	9
65	59
48	60
52	56
37	45
47	63
52	53
60	42
72	37
56	75
79	38
60	28
64	51
45	66
53	44
58	25
52	20
70	51
74	20
61	39
76	65
52	55
64	38
42	28
61	55
62	37
62	31
79	31
72	58
57	54
49	77
68	34
55	28
45	69
60	48
41	53
67	63
43	42
50	18
71	59
78	28
62	52
69	47
63	65
57	33
61	20
56	73
70	35
45	69
47	50
30	61
60	66
49	22
58	18
40	50
55	71
64	54
65	67
67	74
37	45
59	51
75	60
64	63
71	46
62	44
68	65
53	68
60	62
63	36
40	55
50	58
52	61
68	63
48	28
53	62
73	51
30	67
69	65
45	49
70	64
53	48
54	47
72	57
68	38
37	52
61	61
40	45
72	48
75	50
65	59
52	47
65	47
54	53
65	73
47	32
66	9
47	53
69	61
57	41
80	49
50	56
57	53
67	42
66	62
47	41
62	24
74	37
73	55
55	55
57	68
61	46
54	51
60	73
70	43
70	68
51	66
64	46
48	18
72	61
69	66
41	50
53	73
53	24
49	46
47	43
55	42
75	56
50	54
53	18
74	35
45	55
51	38
76	57
68	60
59	45
61	59
57	25
54	50
57	59
65	55
59	62
51	59
39	33
47	32
63	36
58	64
45	52
57	38
80	18
71	40
41	29
64	25
66	25
68	44
61	54
60	48
65	66
76	38
45	49
59	52
78	35
65	67
40	54
50	44
71	49
67	66
54	49
51	45
60	43
58	52
41	48
52	69
73	44
62	34
47	52
40	36
74	60
62	49
66	34
43	58
58	48
55	61
70	18
63	68
72	22
70	29
55	40
41	18
79	40
39	45
47	60
67	35
68	47
65	38
57	48
74	28
60	70
61	26
47	43
61	66
47	56
74	34
53	41
60	25
57	50
58	62
58	49
53	26
68	40
42	58
56	47
78	61
55	54
55	22
70	56
75	65
54	29
68	48
74	35
68	61
68	77
56	57
78	52
48	62
61	44
42	25
65	75
62	62
41	42
67	47
59	73
60	29
45	41
78	52
77	33
56	46
67	52
78	66
64	54
77	55
62	22
66	66
43	64
37	33
58	68
56	31
70	45
37	42
64	53
39	39
67	24
80	56
30	75
63	48
76	62
62	40
70	69
45	28
69	25
64	57
71	50
56	49
39	50
52	33
57	36
47	64
61	64
30	70
63	52
45	53
40	33
60	61
70	73
49	51
52	61
76	18
73	42
67	36
66	46
75	74
45	61
53	59
57	52
64	41
47	61
55	44
59	55
52	62
59	66
69	24
67	46
41	34
74	40
62	68
79	45
55	33
71	62
64	50
52	45
73	46
54	75
76	68
61	56
57	50
76	20
39	51
60	74
63	52
55	76
56	66
43	61
53	34
66	43
61	68
66	37
67	68
53	54
65	58
47	41
52	44
78	67
66	37
61	57
30	38
62	74
72	64
58	38
73	69
64	53
45	28
45	53
76	59
56	53
66	29
62	71
55	24
45	38
55	58
74	29
51	44
52	58
64	46
70	25
48	52
61	56
41	46
60	9
47	58
43	56
65	39
53	71
30	46
66	48
62	54
47	66
74	38
66	51
76	35
74	57
54	48
65	68
68	58
67	47
76	62
64	62
60	50
61	59
49	28
56	47
57	40
52	73
56	9
76	66
67	44
50	70
30	63
72	44
52	57
66	31
59	68
73	33
61	42
66	56
60	35
60	44
71	45
77	75
70	48
60	46
39	74
48	51
48	40
65	18
59	51
57	42
51	39
69	60
50	72
65	42
59	33
57	28
66	26
69	45
45	50
57	39
54	33
70	35
49	68
40	54
74	64
69	62
61	26
53	18
42	46
65	60
60	41
73	25
61	37
56	43
48	35
65	9
67	38
55	60
30	47
53	41
52	52
79	25
57	31
74	50
57	28
52	70
66	62
45	50
66	58
76	44
47	49
54	41
74	38
67	52
73	18
66	31
52	64
47	53
50	55
78	44
40	32
76	49
67	73
70	57
52	42
45	41
59	64
65	34
64	39
61	56
71	26
56	54
59	47
64	61
67	35
42	59
49	28
70	54
39	62
56	45
68	35
65	62
59	63
78	42
74	68
67	33
37	49
47	40
60	57
70	22
47	38
60	46
63	42
58	46
66	52
68	53
69	20
47	18
63	45
59	48
71	56
52	70
49	58
51	51
58	55
57	43
50	64
65	32
76	55
68	33
45	35
66	75
57	47
51	28
50	36
63	52
72	75
69	75
52	50
45	44
66	48
47	46
69	18
57	75
51	71
70	60
63	69
55	52
68	52
68	40
42	9
67	41
50	38
60	42
54	65
57	44
65	46
52	24
60	18
55	41
73	48
65	63
56	70
45	73
58	33
72	52
72	40
47	48
61	48
63	46
58	28
53	50
60	50
67	69
58	61
63	69
63	20
62	76
71	49
64	74
63	34
43	43
74	39
51	41
65	44
60	55
73	62
53	68
75	58
65	50
55	42
69	77
62	33
60	22
39	62
67	18
73	66
57	40
50	75
74	73
45	44
61	31
55	48
67	50
50	66
48	22
70	62
47	54
40	33
56	47
60	55
59	22
57	77
64	77
58	76
66	55
71	49
62	24
67	29
47	63
63	52
61	55
77	33
65	18
54	60
62	46
52	51
54	72
50	68
60	20
59	55
72	31
64	54
71	58
75	53
78	34
71	28
58	49
30	35
77	26
47	56
55	53
67	76
57	26
71	63
52	56
57	55
37	25
59	66
59	47
55	58
78	31
52	22
41	28
37	77
78	31
78	41
68	18
54	44
55	35
45	45
63	54
58	29
64	38
41	49
70	35
54	63
42	26
58	71
54	46
60	49
30	61
55	34
58	71
54	20
39	37
66	45
68	38
70	51
41	61
66	54
30	53
73	75
30	56
49	53
39	44
45	62
69	68
67	38
60	71
45	47
76	47
57	76
49	38
53	46
57	60
64	48
60	53
52	33
65	32
76	46
70	54
49	55
43	63
54	77
72	33
72	74
47	41
40	9
62	66
55	40
71	50
52	58
59	66
55	38
76	54
58	34
67	55
55	42
42	45
75	70
60	42
59	52
73	50
59	38
63	62
68	62
73	33
61	40
63	38
66	31
37	35
51	65
47	50
48	55
51	41
62	56
65	62
52	54
80	32
61	50
64	55
70	72
64	22
69	68
58	28
45	55
65	28
57	71
52	33
60	63
52	75
61	76
49	52
67	57
52	29
63	59
63	72
45	49
63	33
57	54
50	71
62	63
58	45
61	33
52	54
70	38
74	52
77	64
59	18
61	46
65	45
61	46
67	34
74	63
50	34
68	31
59	61
57	75
56	52
53	64
67	35
63	55
60	55
55	69
47	62
71	43
48	24
63	42
48	9
37	59
65	60
70	33
62	48
60	70
43	66
53	9
45	29
72	43
54	54
71	77
42	49
56	68
73	63
55	64
67	69
53	51
73	66
56	52
53	33
65	44
77	71
48	53
68	38
56	73
60	54
65	39
64	38
77	39
73	46
58	73
62	76
57	31
48	52
66	52
63	58
53	48
60	34
49	26
66	55
72	64
70	41
65	50
63	61
55	62
50	38
47	59
37	42
68	60
56	50
52	49
65	68
78	62
59	62
53	36
69	51
59	52
61	61
54	56
56	62
53	57
62	56
70	60
51	52
59	34
53	35
79	44
61	49
56	74
50	55
55	68
52	77
43	62
67	42
50	41
49	49
53	22
65	41
57	61
69	65
50	44
50	39
66	35
40	31
51	31
61	49
61	43
45	28
61	66
74	36
51	41
69	68
55	66
67	53
70	48
52	31
59	66
60	48
48	67
52	24
63	47
54	57
30	41
73	48
45	66
70	29
61	73
48	51
59	55
58	62
76	75
71	54
79	68
45	49
62	58
73	61
48	60
68	38
74	38
63	34
53	54
43	38
74	77
65	28
58	25
53	63
71	67
30	33
74	37
52	58
49	69
48	60
70	68
57	68
60	59
51	67
76	58
60	48
63	53
47	66
51	59
50	55
58	18
30	26
67	50
58	39
66	50
50	40
61	55
45	25
56	40
68	28
52	47
67	31
75	33
47	34
64	50
62	61
56	69
69	56
63	35
66	65
62	24
70	42
37	53
76	59
57	44
43	65
70	60
54	50
56	20
63	40
76	43
52	41
41	31
70	48
65	63
69	51
47	59
51	33
41	33
64	41
52	38
62	77
56	33
54	55
53	22
60	51
45	52
55	32
56	50
59	70
43	33
53	52
52	56
52	52
57	35
66	38
68	64
65	63
62	52
40	43
65	65
53	70
52	49
68	18
56	55
65	42
54	71
55	56
43	69
47	48
71	60
47	46
71	59
66	56
60	77
56	37
66	59
74	53
75	35
65	61
71	75
55	35
69	51
59	38
60	39
67	72
73	52
47	41
69	65
40	53
61	47
68	26
54	60
59	31
64	62
60	52
47	38
50	58
37	67
66	48
70	38
62	73
72	37
37	35
51	58
37	39
50	54
56	51
54	47
60	58
77	50
37	41
52	71
70	49
63	31
70	69
71	66
58	57
69	18
70	22
74	50
54	48
60	49
67	37
55	32
55	59
64	72
52	51
49	56
64	25
53	63
60	20
70	38
51	47
53	33
43	72
45	28
49	54
74	47
55	38
63	48
48	32
65	65
57	42
73	44
54	55
66	50
56	61
57	40
45	22
56	65
47	49
55	55
66	60
67	53
78	38
53	64
79	71
48	59
52	43
58	42
74	28
61	64
58	20
56	48
60	34
76	60
59	52
56	35
73	48
55	35
47	64
78	9
62	39
70	43
45	57
55	67
62	49
53	45
41	69
64	59
67	51
61	57
68	47
61	48
49	51
76	54
51	34
52	66
63	70
69	64
43	73
58	62
73	47
75	60
52	47
60	55
41	48
64	24
72	39
61	61
53	75
65	18
43	70
64	57
48	68
76	74
52	75
70	42
58	72
51	34
45	25
65	58
30	39
60	33
49	60
68	50
76	39
76	42
66	52
68	71
75	46
56	42
61	20
74	74
48	68
62	40
67	18
55	63
51	40
37	33
70	50
39	38
59	38
53	40
37	45
57	66
39	60
47	33
57	50
61	18
42	53
75	39
60	49
47	37
47	51
73	24
61	55
68	62
70	58
53	45
66	18
67	40
62	60
51	66
70	69
70	66
63	33
65	55
52	9
69	61
42	52
58	65
53	65
59	52
39	58
52	68
45	55
51	53
75	31
48	61
61	62
77	59
80	50
65	58
65	75
72	58
57	44
61	35
42	45
54	22
58	52
62	46
57	36
66	51
67	72
58	46
72	53
61	33
52	42
68	43
67	63
41	52
73	28
64	75
65	38
49	47
55	38
76	63
67	43
64	64
59	39
73	32
63	75
64	52
49	18
68	62
65	26
59	25
59	26
74	53
66	60
62	58
54	66
57	56
59	55
68	59
62	64
64	20
53	31
64	57
52	57
47	57
64	22
79	67
78	64
68	55
65	57
60	47
76	60
42	62
79	37
54	47
70	51
53	34
48	55
66	54
60	67
66	68
68	77
72	50
62	37
51	18
47	41
61	58
54	43
50	74
47	68
51	75
74	65
45	51
70	75
58	61
67	33
58	41
39	60
63	55
60	46
67	62
59	42
68	55
50	50
37	53
45	45
56	20
30	71
63	39
68	71
61	39
70	68
49	45
80	66
72	67
50	52
69	59
71	31
56	9
62	54
39	31
49	35
70	50
57	31
56	56
51	20
60	33
64	18
40	28
53	24
55	36
80	24
60	68
47	68
64	35
56	40
47	61
71	55
70	55
63	66
54	47
53	40
60	71
63	28
67	24
52	56
30	47
45	18
60	53
60	18
76	52
59	42
54	63
62	24
70	31
74	51
40	54
45	55
54	62
55	41
71	48
40	55
68	51
73	71
49	28
73	64
39	42
64	59
61	68
55	24
52	60
70	54
53	54
58	60
47	38
41	66
62	68
74	53
58	28
76	71
45	44
67	49
61	55
69	59
55	9
50	53
66	52
70	72
75	25
62	47
62	29
67	51
49	72
53	56
67	55
56	45
66	25
64	55
50	74
43	65
58	47
60	69
50	42
68	18
56	42
55	50
67	26
65	26
45	50
60	56
62	51
53	54
66	42
65	60
42	58
54	74
60	24
74	64
70	63
30	33
72	75
56	57
49	26
48	61
62	70
54	52
59	64
62	40
57	45
57	44
60	56
60	45
59	35
56	45
63	61
56	33
54	45
37	28
56	28
67	43
48	59
55	61
51	44
66	68
58	63
80	73
50	38
62	65
62	60
72	60
67	77
40	62
76	63
63	62
64	63
79	55
66	76
39	45
73	55
75	52
74	37
74	22
57	38
55	38
65	68
68	59
45	57
74	46
53	42
62	31
57	32
73	74
57	44
66	56
77	67
77	62
55	55
30	44
53	58
74	35
62	39
62	45
70	63
57	48
41	63
39	43
68	48
57	31
72	53
41	48
52	47
60	72
68	74
