x	y
45	56
37	70
34	69
45	77
30	60
49	72
45	45
31	73
49	70
42	83
43	76
24	86
42	86
35	45
50	73
42	77
33	79
44	79
31	82
30	76
45	77
37	83
52	57
59	74
37	74
26	66
51	60
27	69
36	81
33	60
30	82
12	63
37	51
37	74
32	67
44	75
35	68
27	81
62	51
21	81
65	51
43	80
35	59
58	71
34	73
42	71
37	57
14	75
26	73
41	69
34	62
19	82
33	84
49	51
35	69
12	69
44	82
35	67
51	69
34	61
38	76
29	85
46	45
31	78
22	69
45	84
45	67
31	59
51	76
65	69
55	68
22	79
27	82
55	81
42	76
45	71
47	57
24	76
54	66
31	59
55	79
47	72
42	70
21	66
61	62
39	68
36	78
49	60
34	73
37	74
29	72
48	78
57	52
46	54
47	72
30	79
42	69
26	67
36	69
27	69
45	81
45	59
26	69
53	75
30	51
41	67
38	77
43	58
30	76
45	79
33	76
47	72
47	61
65	78
30	67
21	62
53	65
21	70
44	67
45	71
43	69
54	54
43	59
14	71
27	65
48	67
56	83
43	65
41	75
19	68
33	45
46	60
36	82
27	74
46	67
49	57
39	74
52	76
56	77
43	72
47	82
35	72
35	68
53	86
42	81
34	68
57	73
44	54
14	71
34	61
35	73
21	79
31	71
63	74
5	68
42	73
46	59
36	72
27	59
38	67
37	61
65	78
61	79
47	64
5	57
32	74
60	61
29	65
30	67
36	81
50	78
17	54
37	60
45	81
56	64
56	67
37	76
48	74
49	80
26	76
52	66
33	70
30	72
43	70
12	65
54	81
36	69
52	80
16	54
65	71
37	72
37	66
49	75
31	60
59	60
33	74
47	70
33	70
27	76
30	68
32	63
40	52
17	78
12	65
17	74
56	61
63	76
24	68
53	51
50	54
33	72
39	61
45	63
35	69
32	76
51	65
42	65
34	70
58	81
24	71
48	67
28	61
47	60
40	71
53	75
26	61
31	80
45	81
37	52
30	76
47	51
54	67
50	77
55	71
24	83
57	56
53	69
12	66
57	73
30	69
53	63
53	51
55	74
63	77
37	68
30	85
17	65
53	64
48	76
19	57
26	67
40	70
49	84
56	58
59	62
52	79
21	81
42	78
47	60
24	77
31	71
33	67
14	62
27	82
44	74
50	83
29	62
24	82
24	69
44	65
48	74
51	79
60	72
33	79
49	66
56	75
33	59
40	70
31	65
32	71
5	69
12	72
35	66
47	63
37	75
21	68
22	69
45	72
24	57
43	51
52	68
33	71
40	70
53	61
45	54
62	68
62	56
24	67
48	66
63	62
36	51
54	78
53	64
51	71
26	70
56	55
38	69
47	68
27	69
36	51
35	73
30	64
55	68
50	59
57	70
63	83
45	68
53	51
26	85
33	69
33	63
42	76
43	59
27	57
29	62
43	68
51	73
57	56
50	69
45	73
55	74
37	66
30	54
30	66
22	70
40	79
52	65
42	74
16	54
27	73
44	68
26	81
12	74
40	81
44	72
52	62
55	61
24	75
51	57
14	71
42	65
54	68
36	75
59	66
30	69
40	68
22	45
35	63
36	63
37	65
49	67
26	51
37	78
54	70
12	75
45	77
38	62
55	77
37	76
26	51
59	77
32	75
28	76
43	68
35	82
24	71
58	84
37	72
35	80
44	61
41	57
19	75
57	57
50	80
56	80
61	64
18	82
55	65
22	66
40	63
41	75
59	70
48	70
35	78
54	63
24	70
22	62
47	67
36	73
38	68
39	74
30	69
19	56
41	72
53	59
36	78
38	63
52	60
47	75
40	72
55	73
41	85
43	80
35	77
30	75
37	81
56	78
59	69
40	61
51	63
42	57
49	59
59	66
14	63
59	45
30	63
16	63
49	54
41	68
43	59
42	66
33	63
57	74
30	69
56	69
31	66
24	72
37	55
21	56
17	65
52	74
50	57
42	81
50	73
27	81
36	69
21	73
40	60
42	65
34	57
39	69
33	61
52	63
31	51
16	76
34	54
19	54
38	86
18	68
60	75
40	83
49	84
19	78
38	77
16	78
27	75
48	66
22	52
21	79
61	62
55	76
49	77
62	74
36	59
37	73
47	67
34	79
37	84
29	70
48	70
27	74
48	78
57	54
43	65
56	75
45	56
40	51
55	52
45	71
50	72
5	80
44	69
61	76
39	69
21	69
31	68
46	71
33	69
56	71
42	71
47	73
29	67
12	79
39	77
33	67
31	72
43	69
45	82
42	86
51	71
42	69
45	79
49	77
43	73
53	52
21	59
30	69
24	65
63	64
33	65
39	72
26	71
40	72
45	77
22	73
47	68
37	67
50	75
56	77
33	79
51	80
41	71
57	59
12	71
43	45
30	73
30	86
57	77
16	62
53	79
12	65
60	59
14	62
24	81
57	74
38	52
30	76
40	86
16	45
37	73
56	66
60	51
32	79
35	64
14	69
40	70
60	76
38	59
36	62
52	74
40	76
45	76
29	65
19	82
65	86
49	85
35	85
49	67
30	70
40	77
35	74
30	77
37	82
31	78
41	65
65	76
37	69
49	64
41	82
32	84
33	81
42	69
40	67
52	61
12	79
24	74
59	75
26	54
31	84
47	84
61	82
24	68
58	72
48	76
21	79
43	73
14	51
47	72
63	80
29	86
24	76
48	80
47	80
39	67
55	61
21	60
54	72
12	60
50	67
36	71
41	51
50	84
59	45
45	81
38	72
31	81
50	64
48	70
34	71
36	76
52	71
61	74
22	64
26	78
43	68
35	51
62	54
50	71
50	76
57	59
48	72
40	67
59	72
12	60
50	51
50	68
40	67
29	68
37	80
40	73
58	75
47	67
40	82
27	63
5	64
42	52
14	67
47	63
29	45
24	71
34	72
39	74
49	62
59	73
62	70
22	59
39	51
39	67
50	68
33	60
55	59
49	72
48	77
40	63
14	74
45	66
36	74
31	86
63	63
31	68
42	75
12	69
36	83
37	79
33	55
17	77
58	64
17	57
36	66
30	51
24	51
24	60
33	73
26	73
51	57
24	75
26	63
33	69
41	86
37	78
44	67
46	65
37	72
55	78
32	68
45	45
26	70
40	73
42	81
42	66
48	56
44	67
54	70
59	76
19	82
41	77
45	82
27	70
40	85
36	76
51	66
63	83
32	56
40	64
30	74
17	52
53	67
40	54
19	75
24	75
33	66
52	71
51	55
61	57
57	68
50	72
60	62
26	79
24	83
19	72
41	60
31	85
49	80
44	76
51	57
43	75
47	57
42	54
27	81
54	63
40	65
59	75
56	65
27	67
56	77
30	64
40	76
17	63
29	72
21	79
21	64
30	69
27	51
46	65
46	78
47	61
30	52
12	82
19	81
35	61
33	64
60	65
51	81
62	69
65	84
58	70
53	83
50	45
18	67
54	81
43	62
35	69
52	76
37	77
47	84
29	51
35	76
48	64
32	82
56	84
40	73
40	81
51	63
26	72
26	59
38	59
45	65
33	61
37	73
40	51
59	69
35	70
33	72
40	74
24	71
65	67
53	73
30	68
21	65
40	58
45	62
63	66
34	68
56	77
49	76
55	51
12	52
35	78
61	71
43	56
38	70
41	65
33	70
38	73
50	76
14	80
41	63
33	80
24	66
62	68
37	74
28	64
17	69
37	84
32	81
58	82
39	68
54	51
49	79
61	65
54	64
47	54
52	70
44	61
52	67
55	57
50	63
29	79
47	73
22	60
54	65
31	64
43	75
24	77
61	64
5	69
35	67
33	81
30	59
47	69
24	78
50	68
16	78
55	65
52	57
50	74
42	79
27	71
41	78
40	59
36	56
24	61
31	59
33	60
24	77
26	78
29	72
53	58
37	77
44	62
36	60
31	81
30	57
59	64
42	84
40	64
50	80
45	79
35	81
31	73
34	61
33	80
38	59
41	52
46	78
28	71
49	80
17	76
45	54
62	69
34	45
29	72
35	78
37	79
54	70
53	75
63	55
34	75
48	71
63	80
24	65
55	63
57	82
18	78
24	72
50	72
19	71
34	81
52	73
27	59
16	73
65	71
56	84
59	62
46	82
5	79
40	76
36	74
55	63
49	85
33	63
38	62
61	65
40	69
48	74
38	75
43	56
33	57
22	84
55	82
65	78
55	78
30	65
44	73
62	60
33	45
45	65
44	68
28	72
45	86
53	71
36	64
54	71
47	72
55	51
33	84
35	76
19	73
63	77
37	51
42	74
28	51
21	65
57	65
17	45
47	63
26	69
5	81
38	79
33	64
33	72
27	80
48	86
53	73
30	64
33	59
24	69
16	72
62	74
21	73
24	61
36	78
42	78
30	76
47	83
35	67
54	74
44	60
38	59
38	73
43	72
33	74
51	66
30	71
49	68
43	68
37	63
41	73
40	63
43	67
26	52
24	84
22	69
34	72
21	79
40	73
59	65
62	51
26	82
55	65
46	63
51	61
59	81
42	52
37	68
28	73
35	66
26	66
26	69
46	67
16	45
35	55
46	76
44	78
56	71
33	66
50	59
39	63
43	76
43	64
43	70
12	66
41	56
47	51
29	70
43	54
54	72
45	72
22	64
45	76
22	74
33	75
36	72
54	59
32	82
47	63
24	65
12	72
19	64
45	54
33	65
28	80
24	59
56	64
34	69
29	72
39	69
58	59
42	63
45	80
29	66
35	83
38	80
33	72
21	79
26	66
39	68
12	66
33	86
21	66
35	77
56	63
59	45
30	71
43	71
50	62
21	86
28	67
63	72
40	78
35	82
47	84
24	64
21	63
37	81
42	78
61	71
57	80
48	73
56	81
5	64
51	79
14	76
27	81
43	75
39	74
41	67
51	79
44	63
30	70
59	72
27	81
33	63
43	65
55	84
42	86
47	85
33	72
27	71
46	63
17	67
51	84
14	71
41	84
42	64
41	45
33	67
27	79
55	76
35	85
50	68
50	77
42	71
47	61
41	80
51	74
50	75
18	69
55	72
43	67
50	70
46	81
24	60
12	71
33	78
57	72
35	70
55	54
24	78
18	54
27	69
31	66
47	67
35	70
36	63
63	73
16	45
12	81
44	69
37	45
26	84
46	65
43	76
40	84
24	45
14	77
30	63
42	65
32	77
47	77
21	57
59	72
29	70
40	76
31	62
39	74
36	65
53	61
53	69
50	54
46	55
34	72
40	71
60	77
24	52
50	67
48	51
21	63
59	84
35	63
56	79
35	73
21	74
52	61
55	54
17	80
44	57
40	63
30	78
12	81
21	56
51	79
56	69
26	66
49	76
56	59
27	67
22	75
34	59
29	73
44	80
51	64
35	61
50	59
62	45
34	60
26	79
18	80
40	69
12	74
30	70
60	86
35	74
40	82
39	82
41	69
44	75
44	73
53	77
49	77
44	67
63	82
44	52
63	60
36	81
59	83
35	74
29	71
37	70
26	70
36	58
31	76
17	59
46	51
53	55
5	62
43	60
24	63
47	79
33	54
56	51
53	57
65	71
26	54
47	56
54	78
40	45
56	74
33	78
38	68
18	68
26	59
52	82
16	65
43	76
14	56
18	78
48	68
26	62
39	69
55	77
40	68
50	73
26	80
49	45
26	81
39	81
48	85
49	71
28	60
24	60
43	63
35	57
37	86
50	70
56	73
33	75
58	51
33	72
51	64
63	59
57	71
54	73
36	86
50	79
17	71
45	65
49	72
52	66
24	75
46	66
30	63
55	73
58	59
36	71
24	70
19	69
16	75
59	82
42	59
54	80
55	81
33	75
30	72
12	59
43	64
33	64
24	86
31	62
32	45
57	76
21	82
52	60
49	71
41	63
59	72
43	45
29	73
41	70
53	64
37	62
44	61
43	61
27	73
22	75
50	45
55	73
16	79
27	74
52	71
14	66
41	69
33	59
48	59
26	68
34	78
49	80
45	65
59	70
17	75
5	75
29	79
37	69
52	55
45	75
57	51
19	63
32	68
27	57
45	60
48	67
42	59
26	54
29	72
56	64
45	65
39	55
40	73
38	83
53	65
35	79
27	82
33	80
37	57
46	73
46	56
41	58
58	81
40	81
52	76
31	74
30	62
45	61
21	76
57	74
16	81
27	67
46	71
56	73
31	68
24	81
43	68
12	60
58	83
21	84
35	76
56	73
48	45
37	60
12	75
5	60
31	67
61	69
48	80
26	85
59	77
48	59
47	80
60	81
33	68
38	78
38	82
19	67
51	70
47	75
37	63
26	74
49	65
46	64
29	59
36	65
39	64
29	72
39	76
35	70
59	77
33	84
42	83
19	78
40	85
22	56
48	77
5	59
5	67
44	75
12	70
47	71
63	74
5	84
47	82
33	58
33	52
37	65
40	76
46	70
53	78
45	54
42	72
38	77
33	81
46	83
33	70
31	78
40	64
22	74
43	68
35	75
50	63
34	73
12	78
42	75
22	81
55	59
35	77
51	77
29	86
16	79
45	85
47	52
43	77
26	84
41	66
39	63
56	63
59	69
22	62
29	65
46	74
14	78
48	81
43	69
26	54
34	78
63	65
46	69
17	73
27	45
37	61
50	54
39	72
62	64
49	51
45	74
43	74
65	76
49	56
46	57
29	66
57	69
46	65
42	64
58	73
30	73
37	81
53	63
14	62
46	74
17	73
33	68
52	57
16	74
29	79
17	62
40	54
37	71
51	68
24	73
22	59
40	74
26	80
37	59
50	67
54	68
33	62
22	76
37	74
22	72
29	81
51	77
17	66
26	54
42	74
30	76
45	65
12	68
49	63
30	70
17	69
61	74
29	69
44	84
38	68
40	77
45	77
29	63
33	65
31	72
46	68
57	61
24	73
40	69
24	70
33	75
42	62
60	81
30	65
48	75
27	66
45	63
43	72
39	76
44	76
33	72
39	68
61	69
12	84
36	65
35	73
50	78
43	69
36	59
50	52
30	51
45	63
58	85
50	59
50	66
39	58
48	70
18	61
43	70
12	45
31	66
47	57
31	81
52	84
21	73
59	60
44	70
46	72
29	59
59	64
46	75
39	78
58	59
32	69
37	68
43	81
30	68
44	69
35	74
47	54
18	63
39	55
35	76
12	81
52	62
59	52
45	76
49	74
51	70
52	69
35	72
17	67
40	61
27	73
50	57
62	63
50	73
37	68
53	75
18	76
35	57
35	59
21	59
33	72
51	68
62	84
14	66
19	79
34	60
36	69
43	76
54	66
49	57
35	73
18	65
40	67
24	74
38	74
26	69
50	68
36	82
39	65
38	71
31	82
27	71
65	56
17	63
32	69
29	67
34	65
30	45
47	65
37	78
40	62
30	65
60	67
48	63
21	72
60	73
5	79
43	60
18	71
65	45
43	81
46	68
55	67
18	73
38	76
21	73
35	79
48	72
33	77
33	57
51	86
19	59
27	79
26	70
18	79
31	68
50	67
37	77
61	71
38	64
55	71
30	80
30	67
19	72
31	76
48	57
24	66
55	70
34	74
63	60
38	59
62	68
58	69
59	80
14	63
21	78
42	75
47	76
40	71
12	65
59	84
17	64
5	68
45	76
30	62
33	81
30	64
45	78
33	72
35	67
47	61
39	72
26	71
24	81
55	57
24	86
39	59
42	54
34	67
35	77
41	66
40	75
37	73
41	80
26	60
52	74
47	79
39	67
33	75
18	79
28	59
40	85
16	78
30	73
54	86
40	71
14	78
12	81
26	67
34	72
50	74
45	67
51	75
40	79
54	60
49	60
42	59
44	86
40	64
12	71
47	75
34	79
17	73
47	64
48	74
47	63
50	78
38	76
45	62
21	61
22	75
47	65
42	72
31	52
62	83
21	73
40	83
30	75
54	74
42	76
48	51
39	68
32	80
40	64
37	69
56	73
42	45
56	81
35	58
44	63
62	78
31	74
48	82
59	71
29	74
30	68
27	66
47	71
24	71
65	75
24	57
16	74
56	73
40	67
43	70
26	70
24	68
12	65
33	78
40	54
18	67
50	73
30	76
5	63
37	84
35	76
47	65
24	80
29	68
27	80
43	61
33	68
59	69
62	66
40	78
40	51
12	76
29	77
42	71
27	79
28	57
24	69
47	61
27	71
26	54
52	86
33	70
45	82
40	59
16	69
33	70
21	72
35	67
30	65
5	45
39	61
29	70
35	59
32	67
36	78
35	64
52	75
42	71
33	82
46	76
39	76
30	83
42	79
56	72
35	51
5	67
51	80
12	74
54	60
31	74
45	84
45	84
50	62
42	66
24	58
63	64
33	77
33	65
37	72
41	68
45	71
33	54
50	76
42	59
49	72
32	77
50	73
35	70
48	51
32	82
29	81
34	64
39	55
40	55
54	75
59	73
45	65
44	75
62	76
24	68
48	59
33	72
46	81
24	55
12	77
33	67
59	73
53	82
42	78
21	58
40	65
24	69
40	80
18	71
62	59
39	81
33	68
40	55
40	78
36	71
47	74
48	70
33	67
45	65
45	71
45	61
45	86
36	77
45	60
48	65
56	63
43	57
48	76
49	73
42	65
40	64
42	84
63	81
16	80
50	70
59	77
53	63
30	63
50	73
31	71
59	78
33	69
53	80
40	57
52	65
45	77
26	86
51	67
37	84
40	68
24	68
62	45
38	57
62	63
48	64
33	59
28	66
5	64
57	75
53	72
46	52
28	77
56	56
26	61
30	65
45	54
56	81
50	45
33	76
42	57
55	77
41	81
45	65
55	61
34	70
49	45
59	72
47	71
27	59
51	71
33	72
36	84
65	74
50	67
33	63
45	74
19	79
33	75
31	79
37	79
44	63
42	55
49	57
47	68
50	68
54	63
48	80
28	77
34	68
35	65
24	70
35	66
60	75
34	61
31	74
35	66
31	81
24	60
42	80
5	74
29	68
12	57
59	81
51	76
31	70
54	74
28	64
12	57
41	74
60	81
30	70
36	79
37	83
47	80
47	86
39	63
61	68
34	71
43	64
55	79
26	67
49	57
49	70
5	77
29	69
52	82
41	71
37	84
27	51
53	54
34	57
14	66
42	51
55	71
33	71
42	59
24	74
59	60
49	71
16	56
43	70
43	64
26	73
27	70
59	79
34	72
62	62
50	51
62	75
27	54
52	54
26	73
50	84
21	75
40	66
51	74
21	61
54	77
30	57
40	70
21	51
38	59
42	76
22	70
52	75
46	64
42	63
50	69
29	78
26	65
35	51
17	72
37	79
42	67
39	63
53	60
50	63
30	75
55	57
24	66
63	77
39	74
12	84
51	54
29	66
16	67
12	70
30	75
19	86
50	72
39	59
53	78
24	64
47	61
51	76
54	54
40	82
33	74
60	51
38	78
43	57
65	75
45	60
52	77
37	74
40	71
37	61
45	55
40	61
42	76
42	63
57	68
45	82
30	64
46	61
43	74
52	72
45	62
51	76
33	86
30	69
38	67
19	63
49	65
36	56
52	73
53	72
47	73
38	74
47	78
47	45
48	57
48	78
60	71
53	71
27	80
46	60
54	72
56	66
49	62
62	65
34	64
27	66
42	86
30	78
56	75
26	75
48	71
45	71
37	58
62	84
21	78
35	58
18	67
43	72
41	51
36	45
35	69
35	72
36	54
33	45
26	72
40	69
42	56
17	68
22	51
27	63
38	85
33	59
46	68
37	61
55	64
14	78
60	71
37	75
41	72
52	51
17	77
40	62
12	67
35	54
31	72
39	66
19	74
21	63
51	86
42	61
33	63
24	68
58	77
42	71
14	73
21	79
26	72
56	72
59	57
30	69
31	81
56	59
53	72
56	81
33	80
38	70
29	63
34	62
50	54
30	68
48	62
16	62
28	57
40	86
33	69
35	68
24	63
