x	y
68	45
73	43
73	25
70	43
76	46
79	39
63	42
78	27
55	28
63	32
69	33
73	47
66	43
66	29
71	56
65	33
59	30
50	53
61	46
71	38
70	51
65	43
58	30
64	25
77	45
63	36
63	37
74	39
60	47
70	51
62	42
75	31
55	38
68	37
62	46
62	44
76	53
73	41
78	39
74	45
66	47
70	34
69	21
60	29
79	56
81	44
62	43
74	51
68	36
69	35
67	41
68	34
69	30
67	54
66	47
72	35
73	32
64	48
77	41
73	37
75	30
72	39
55	38
59	54
68	29
63	33
58	51
69	40
60	34
63	46
74	35
80	37
75	15
72	32
70	52
75	29
58	22
55	49
71	28
81	48
77	21
76	45
77	43
60	31
68	50
68	51
58	27
64	33
73	21
74	50
58	46
80	43
59	52
64	54
78	22
64	24
78	15
55	37
72	39
69	42
70	43
70	25
60	40
74	35
71	47
60	43
81	27
72	44
63	47
58	34
79	40
81	38
69	33
69	29
75	44
63	39
80	35
80	44
70	29
68	42
66	27
67	35
67	40
60	39
83	41
59	53
81	56
80	38
57	15
60	42
57	39
68	38
65	31
70	47
65	45
58	32
78	46
78	38
70	27
55	35
74	38
72	42
68	43
79	37
71	41
63	51
63	43
76	52
68	34
73	51
68	53
68	30
66	31
81	43
78	30
70	21
76	29
63	44
65	35
81	40
77	42
71	31
68	50
65	34
76	43
65	22
66	27
75	21
63	32
71	27
78	40
63	46
70	44
63	45
72	29
78	38
79	36
71	52
74	37
75	32
72	33
70	52
63	44
75	41
71	27
77	30
80	43
71	41
80	26
65	47
59	43
64	35
77	31
82	44
68	43
74	27
65	45
63	47
73	44
79	46
66	35
63	37
70	49
64	49
64	41
61	49
72	33
79	36
61	33
64	40
69	44
71	34
71	52
71	50
55	37
81	54
65	35
69	46
80	44
65	48
63	42
78	35
66	43
71	25
63	54
70	41
70	34
71	48
73	54
73	49
76	33
78	37
50	39
57	46
68	42
73	29
77	44
65	44
74	38
68	42
78	22
66	55
74	24
77	43
69	36
61	41
68	38
71	26
79	43
61	43
69	35
74	47
77	37
78	43
72	56
66	21
69	38
73	43
70	35
66	29
77	31
60	21
65	44
65	47
81	56
58	24
75	33
83	25
81	44
66	39
64	34
70	49
68	51
81	29
66	56
62	39
61	24
73	46
70	25
73	34
55	42
72	46
60	56
68	21
69	47
75	25
79	35
64	43
70	42
50	24
69	52
73	41
77	38
61	35
65	46
55	55
65	39
78	21
62	43
69	45
65	25
69	42
65	54
81	38
60	32
69	49
68	31
67	27
67	42
59	34
75	26
73	30
75	31
73	28
65	26
71	22
62	53
64	36
63	29
61	29
70	21
74	25
76	29
81	34
58	39
69	15
67	39
61	33
62	32
69	24
61	33
65	41
73	27
66	33
66	38
73	44
74	42
78	43
79	36
58	46
60	49
61	37
73	22
75	53
72	45
71	42
72	42
76	47
67	40
77	25
70	50
71	42
77	39
79	48
74	47
69	34
63	32
82	43
60	38
57	38
70	25
79	21
56	31
69	38
72	35
68	39
67	49
72	35
65	27
74	33
76	36
62	37
72	30
68	31
62	55
79	33
60	37
72	45
55	51
65	47
59	54
71	39
70	30
62	46
55	25
78	35
72	36
81	42
69	43
69	50
76	33
73	53
59	35
73	33
74	36
74	54
71	29
81	52
66	47
65	36
76	29
60	27
76	56
68	38
50	25
80	37
69	41
69	40
70	41
70	28
65	33
81	54
81	35
66	30
67	38
65	47
68	46
65	42
77	31
72	15
77	51
72	46
62	37
69	40
55	43
61	50
83	32
74	43
81	29
74	44
58	49
78	33
70	31
65	26
61	50
80	55
79	47
70	48
60	37
74	46
72	45
75	24
55	49
65	42
70	38
64	22
66	50
59	29
76	49
56	38
58	24
69	38
65	48
59	53
71	36
77	37
75	33
66	27
50	36
66	42
81	39
70	43
65	39
74	40
80	34
77	47
81	41
73	53
55	39
77	37
82	38
68	39
61	56
69	29
76	32
66	27
60	41
79	37
83	44
55	56
63	43
64	41
75	49
60	47
76	51
63	35
74	27
69	38
62	38
75	29
71	36
62	38
71	34
68	50
76	15
71	30
68	46
79	37
79	35
60	46
62	40
75	48
75	38
64	37
69	36
75	35
76	52
66	38
76	29
76	49
72	42
70	49
75	44
70	55
61	46
74	32
59	38
75	33
70	43
80	39
69	37
66	25
70	36
55	27
65	40
60	41
74	37
83	37
63	44
75	37
56	34
76	34
76	35
73	56
80	48
66	47
67	50
71	42
67	46
83	37
75	44
62	51
81	31
55	34
62	45
60	46
75	54
75	41
74	42
79	37
72	43
61	42
63	35
50	38
68	44
78	47
69	51
68	49
66	30
75	29
71	39
65	37
81	42
69	49
62	39
58	34
63	21
62	40
70	48
73	34
76	39
81	48
71	34
60	49
67	33
74	43
55	34
65	41
71	50
80	29
68	39
62	46
76	42
71	38
66	33
72	37
75	44
62	54
65	29
70	31
58	38
68	40
71	45
74	27
64	28
70	31
79	44
60	35
74	38
75	39
71	51
83	46
61	36
55	24
67	36
66	36
61	32
73	45
81	37
77	49
71	53
75	25
64	47
63	30
73	47
81	56
66	37
72	37
70	45
70	45
70	35
73	45
74	52
74	35
68	56
62	46
58	26
55	56
71	50
75	41
61	38
77	34
66	41
65	42
58	25
71	24
70	43
69	29
75	45
75	43
74	35
71	49
72	56
69	53
64	46
68	52
60	55
80	34
73	52
63	31
61	40
74	36
81	40
68	46
72	41
81	27
80	44
72	40
75	50
64	34
69	32
82	33
80	30
63	41
60	41
64	42
59	39
64	34
60	35
69	28
76	21
64	40
81	45
68	30
57	34
64	44
68	50
71	45
74	34
68	40
67	46
56	48
58	22
69	29
73	38
68	37
80	29
73	53
74	32
75	44
72	22
67	49
58	30
62	35
73	38
73	37
61	29
62	46
77	49
82	29
56	42
71	47
56	49
71	34
81	35
68	54
76	43
82	33
66	53
68	15
55	49
71	33
61	40
55	33
50	35
59	48
73	56
61	32
65	40
76	34
62	52
64	28
70	27
79	47
72	36
74	33
67	37
70	35
76	35
62	42
70	40
68	35
58	27
64	37
64	35
68	37
73	49
75	50
69	47
74	49
57	34
70	22
73	21
71	24
67	32
76	37
67	27
65	53
62	46
71	35
50	47
69	41
64	54
60	31
79	38
76	22
73	35
71	35
73	38
58	33
61	37
71	51
74	43
79	52
60	30
70	51
73	43
76	46
80	37
82	35
55	29
50	48
72	30
81	27
81	35
65	56
78	15
63	21
77	38
69	30
67	53
72	41
77	35
73	42
55	40
70	41
77	45
78	47
60	38
79	30
63	35
75	50
76	50
73	33
65	45
50	47
73	56
70	44
69	40
63	35
62	50
68	30
60	35
64	45
72	36
70	39
63	44
64	43
73	47
80	41
62	38
55	36
74	26
67	33
69	53
55	35
68	53
68	45
63	44
68	48
65	46
75	15
69	34
83	39
64	22
66	53
65	30
70	46
62	33
82	27
62	45
79	39
72	50
56	45
66	34
74	30
64	52
76	44
60	41
68	32
67	48
64	39
65	24
64	41
75	21
83	39
65	31
55	21
66	56
72	21
76	35
64	37
76	28
63	51
63	36
70	34
50	39
75	37
70	30
61	42
72	39
82	34
69	51
60	38
65	55
69	56
79	42
68	49
73	42
72	42
74	21
67	32
62	24
73	25
76	15
69	33
61	47
70	47
72	39
71	35
67	30
73	46
66	47
69	45
79	46
68	22
83	53
50	29
80	52
50	46
68	34
78	38
67	50
67	36
64	21
67	56
72	54
77	41
69	35
63	48
71	27
78	43
72	50
72	48
73	55
59	50
62	40
79	53
68	32
72	21
56	48
58	33
58	26
57	37
69	26
62	39
68	36
63	38
76	51
65	42
81	33
70	22
69	53
76	41
60	38
58	37
75	29
66	51
77	50
71	27
77	49
69	43
73	46
66	22
81	55
65	39
61	31
74	50
74	38
71	37
64	44
78	33
79	44
60	35
77	44
69	15
58	35
77	47
66	45
74	33
70	48
66	45
80	36
81	43
77	39
62	48
77	54
76	32
72	49
66	31
72	48
78	25
69	54
55	56
65	50
75	40
77	38
75	48
61	50
83	49
71	48
78	35
67	52
65	30
73	42
83	37
64	54
62	34
68	39
64	49
73	54
74	42
65	29
65	33
65	46
80	21
64	46
76	47
63	35
69	42
76	48
55	55
66	36
57	28
68	27
70	31
67	51
69	43
60	51
69	51
68	44
78	35
65	46
69	26
70	34
72	41
62	49
72	35
56	33
66	37
68	54
73	37
79	37
71	48
73	42
73	36
72	40
76	35
75	30
75	32
72	39
68	34
75	54
67	39
57	45
65	21
74	36
80	43
73	40
78	37
73	35
70	53
58	25
71	49
69	44
76	43
68	33
73	37
77	46
68	40
77	39
72	31
72	35
75	49
75	53
68	29
55	43
71	49
69	42
68	48
77	30
58	32
79	21
67	54
76	47
64	26
71	47
78	24
79	48
74	41
81	38
55	35
65	52
65	36
58	46
68	37
66	41
60	36
81	21
79	51
60	40
69	29
67	47
65	47
63	38
69	42
68	49
80	44
73	55
67	38
77	50
60	55
70	51
59	40
75	29
68	56
71	49
71	27
69	44
58	43
76	31
68	45
80	33
83	35
77	44
70	46
66	45
71	48
58	40
68	37
70	26
75	46
76	40
62	53
77	43
76	43
69	33
71	53
76	43
72	43
59	42
58	49
69	42
63	41
75	38
56	32
73	38
77	40
80	50
66	33
73	51
64	41
66	50
76	42
66	33
70	26
65	52
79	21
56	41
64	33
71	36
68	50
64	22
59	42
63	46
61	42
75	35
80	39
79	43
74	46
68	54
79	46
83	49
74	49
79	29
68	33
69	24
65	48
72	47
79	27
75	49
67	56
77	22
68	30
80	50
74	41
79	29
72	40
69	30
69	36
70	45
64	52
71	41
58	38
70	48
70	40
72	46
70	40
72	41
73	46
73	48
78	43
64	49
62	31
71	52
68	52
68	47
62	33
65	33
65	44
66	27
68	55
67	27
65	46
81	40
69	39
68	43
60	53
55	40
72	30
69	39
65	33
78	38
66	25
68	51
60	43
69	40
72	37
83	36
66	49
72	33
63	37
64	45
64	29
66	54
76	46
72	43
71	27
57	28
65	29
80	42
76	25
64	27
77	35
74	40
73	39
81	47
61	31
78	51
68	37
70	38
70	30
73	36
68	49
76	48
78	42
74	38
62	24
62	44
59	53
64	47
64	48
72	40
72	36
73	45
78	45
63	26
75	44
81	36
56	36
60	50
81	52
66	25
71	37
74	34
62	27
64	34
79	35
83	50
55	28
69	41
63	40
64	41
75	44
69	41
65	41
69	35
60	56
75	30
78	50
66	53
58	50
78	41
63	54
65	39
64	49
65	45
69	39
81	45
81	31
77	25
73	52
61	48
66	36
69	44
73	21
61	52
75	32
65	39
76	46
71	44
73	29
55	41
72	45
60	30
57	29
67	33
71	45
81	52
55	51
71	53
78	50
74	26
68	21
68	30
77	41
80	42
71	34
76	44
65	42
71	48
74	27
58	38
76	36
64	22
77	41
