Wavelength	Intensity
623.5	210.767
623.75	208.422
624	206.077
624.25	207.962
624.5	209.847
624.75	211.732
625	213.617
625.25	213.847
625.5	214.077
625.75	214.307
626	214.537
626.25	213.202
626.5	211.867
626.75	210.532
627	209.197
627.25	210.117
627.5	211.037
627.75	211.957
628	212.877
628.25	210.6695
628.5	208.462
628.75	206.2545
629	204.047
629.25	203.8645
629.5	203.682
629.75	203.4995
630	203.317
630.25	204.4195
630.5	205.522
630.75	206.6245
631	207.727
631.25	207.9345
631.5	208.142
631.75	208.3495
632	208.557
632.25	208.7645
632.5	208.972
632.75	209.1795
633	209.387
633.25	207.4995
633.5	205.612
633.75	203.7245
634	201.837
634.25	202.067
634.5	202.297
634.75	202.527
635	202.757
635.25	202.252
635.5	201.747
635.75	201.242
636	200.737
636.25	199.312
636.5	197.887
636.75	196.462
637	195.037
637.25	194.852
637.5	194.667
637.75	194.482
638	194.297
638.25	194.297
638.5	194.297
638.75	194.297
639	194.297
639.25	191.722
639.5	189.147
639.75	186.572
640	183.997
640.25	185.607
640.5	187.217
640.75	188.827
641	190.437
641.25	189.837
641.5	189.237
641.75	188.637
642	188.037
642.25	186.2895
642.5	184.542
642.75	182.7945
643	181.047
643.25	182.842
643.5	184.637
643.75	186.432
644	188.227
644.25	187.6295
644.5	187.032
644.75	186.4345
645	185.837
645.25	186.2045
645.5	186.572
645.75	186.9395
646	187.307
646.25	187.997
646.5	188.687
646.75	189.377
647	190.067
647.25	189.9295
647.5	189.792
647.75	189.6545
648	189.517
648.25	189.9295
648.5	190.342
648.75	190.7545
649	191.167
649.25	193.697
649.5	196.227
649.75	198.757
650	201.287
650.25	201.012
650.5	200.737
650.75	200.462
651	200.187
651.25	201.337
651.5	202.487
651.75	203.637
652	204.787
652.25	207.6845
652.5	210.582
652.75	213.4795
653	216.377
653.25	216.0545
653.5	215.732
653.75	215.4095
654	215.087
654.25	216.7445
654.5	218.402
654.75	220.0595
655	221.717
655.25	224.3395
655.5	226.962
655.75	229.5845
656	232.207
656.25	233.3095
656.5	234.412
656.75	235.5145
657	236.617
657.25	239.147
657.5	241.677
657.75	244.207
658	246.737
658.25	250.187
658.5	253.637
658.75	257.087
659	260.537
659.25	261.5495
659.5	262.562
659.75	263.5745
660	264.587
660.25	267.2095
660.5	269.832
660.75	272.4545
661	275.077
661.25	278.6195
661.5	282.162
661.75	285.7045
662	289.247
662.25	289.91325
662.5	290.5795
662.75	291.24575
663	291.912
663.25	292.57825
663.5	293.2445
663.75	293.91075
664	294.577
664.25	297.6145
664.5	300.652
664.75	303.6895
665	306.727
665.25	310.452
665.5	314.177
665.75	317.902
666	321.627
666.25	323.0545
666.5	324.482
666.75	325.9095
667	327.337
667.25	329.727
667.5	332.117
667.75	334.507
668	336.897
668.25	340.762
668.5	344.627
668.75	348.492
669	352.357
669.25	353.6445
669.5	354.932
669.75	356.2195
670	357.507
670.25	361.3245
670.5	365.142
670.75	368.9595
671	372.777
671.25	377.6095
671.5	382.442
671.75	387.2745
672	392.107
672.25	393.762
672.5	395.417
672.75	397.072
673	398.727
673.25	403.282
673.5	407.837
673.75	412.392
674	416.947
674.25	420.487
674.5	424.027
674.75	427.567
675	431.107
675.25	434.557
675.5	438.007
675.75	441.457
676	444.907
676.25	447.852
676.5	450.797
676.75	453.742
677	456.687
677.25	461.932
677.5	467.177
677.75	472.422
678	477.667
678.25	480.3345
678.5	483.002
678.75	485.6695
679	488.337
679.25	492.202
679.5	496.067
679.75	499.932
680	503.797
680.25	510.742
680.5	517.687
680.75	524.632
681	531.577
681.25	533.417
681.5	535.257
681.75	537.097
682	538.937
682.25	544.1345
682.5	549.332
682.75	554.5295
683	559.727
683.25	566.582
683.5	573.437
683.75	580.292
684	587.147
684.25	590.4595
684.5	593.772
684.75	597.0845
685	600.397
685.25	606.792
685.5	613.187
685.75	619.582
686	625.977
686.25	634.992
686.5	644.007
686.75	653.022
687	662.037
687.25	668.937
687.5	675.837
687.75	682.737
688	689.637
688.25	696.8145
688.5	703.992
688.75	711.1695
689	718.347
689.25	728.467
689.5	738.587
689.75	748.707
690	758.827
690.25	764.347
690.5	769.867
690.75	775.387
691	780.907
691.25	788.1745
691.5	795.442
691.75	802.7095
692	809.977
692.25	820.4195
692.5	830.862
692.75	841.3045
693	851.747
693.25	857.4045
693.5	863.062
693.75	868.7195
694	874.377
694.25	878.4245
694.5	882.472
694.75	886.5195
695	890.567
695.25	894.29325
695.5	898.0195
695.75	901.74575
696	905.472
696.25	909.19825
696.5	912.9245
696.75	916.65075
697	920.377
697.25	924.1495
697.5	927.922
697.75	931.6945
698	935.467
698.25	940.712
698.5	945.957
698.75	951.202
699	956.447
699.25	960.0795
699.5	963.712
699.75	967.3445
700	970.977
700.25	972.727
700.5	974.477
700.75	976.227
701	977.977
701.25	978.3445
701.5	978.712
701.75	979.0795
702	979.447
702.25	983.632
702.5	987.817
702.75	992.002
703	996.187
703.25	993.9795
703.5	991.772
703.75	989.5645
704	987.357
704.25	988.7845
704.5	990.212
704.75	991.6395
705	993.067
705.25	989.937
705.5	986.807
705.75	983.677
706	980.547
706.25	979.167
706.5	977.787
706.75	976.407
707	975.027
707.25	972.4045
707.5	969.782
707.75	967.1595
708	964.537
708.25	961.1345
708.5	957.732
708.75	954.3295
709	950.927
709.25	944.3495
709.5	937.772
709.75	931.1945
710	924.617
710.25	922.177
710.5	919.737
710.75	917.297
711	914.857
711.25	909.337
711.5	903.817
711.75	898.297
712	892.777
712.25	885.7395
712.5	878.702
712.75	871.6645
713	864.627
713.25	854.967
713.5	845.307
713.75	835.647
714	825.987
714.25	821.157
714.5	816.327
714.75	811.497
715	806.667
715.25	796.317
715.5	785.967
715.75	775.617
716	765.267
716.25	757.677
716.5	750.087
716.75	742.497
717	734.907
717.25	726.5345
717.5	718.162
717.75	709.7895
718	701.417
718.25	692.677
718.5	683.937
718.75	675.197
719	666.457
719.25	658.5895
719.5	650.722
719.75	642.8545
720	634.987
720.25	629.6045
720.5	624.222
720.75	618.8395
721	613.457
721.25	605.0395
721.5	596.622
721.75	588.2045
722	579.787
722.25	573.117
722.5	566.447
722.75	559.777
723	553.107
723.25	547.357
723.5	541.607
723.75	535.857
724	530.107
724.25	525.782
724.5	521.457
724.75	517.132
725	512.807
725.25	508.7595
725.5	504.712
725.75	500.6645
726	496.617
726.25	495.6045
726.5	494.592
726.75	493.5795
727	492.567
727.25	489.302
727.5	486.037
727.75	482.772
728	479.507
728.25	479.8745
728.5	480.242
728.75	480.6095
729	480.977
729.25	482.082
729.5	483.187
729.75	484.292
730	485.397
730.25	485.46575
730.5	485.5345
730.75	485.60325
731	485.672
731.25	485.74075
731.5	485.8095
731.75	485.87825
732	485.947
732.25	488.1095
732.5	490.272
732.75	492.4345
733	494.597
733.25	500.0695
733.5	505.542
733.75	511.0145
734	516.487
734.25	519.8445
734.5	523.202
734.75	526.5595
735	529.917
735.25	535.0695
735.5	540.222
735.75	545.3745
736	550.527
736.25	555.6795
736.5	560.832
736.75	565.9845
737	571.137
737.25	576.657
737.5	582.177
737.75	587.697
738	593.217
738.25	598.922
738.5	604.627
738.75	610.332
739	616.037
739.25	623.812
739.5	631.587
739.75	639.362
740	647.137
740.25	651.8745
740.5	656.612
740.75	661.3495
741	666.087
741.25	673.8145
741.5	681.542
741.75	689.2695
742	696.997
742.25	704.082
742.5	711.167
742.75	718.252
743	725.337
743.25	731.547
743.5	737.757
743.75	743.967
744	750.177
744.25	756.662
744.5	763.147
744.75	769.632
745	776.117
745.25	784.997
745.5	793.877
745.75	802.757
746	811.637
746.25	814.5795
746.5	817.522
746.75	820.4645
747	823.407
747.25	832.2395
747.5	841.072
747.75	849.9045
748	858.737
748.25	864.8545
748.5	870.972
748.75	877.0895
749	883.207
749.25	888.407
749.5	893.607
749.75	898.807
750	904.007
750.25	908.5595
750.5	913.112
750.75	917.6645
751	922.217
751.25	929.717
751.5	937.217
751.75	944.717
752	952.217
752.25	953.687
752.5	955.157
752.75	956.627
753	958.097
753.25	965.182
753.5	972.267
753.75	979.352
754	986.437
754.25	989.5645
754.5	992.692
754.75	995.8195
755	998.947
755.25	1002.4445
755.5	1005.942
755.75	1009.4395
756	1012.937
756.25	1013.7195
756.5	1014.502
756.75	1015.2845
757	1016.067
757.25	1019.6545
757.5	1023.242
757.75	1026.8295
758	1030.417
758.25	1028.8995
758.5	1027.382
758.75	1025.8645
759	1024.347
759.25	1028.6695
759.5	1032.992
759.75	1037.3145
760	1041.637
760.25	1039.522
760.5	1037.407
760.75	1035.292
761	1033.177
761.25	1031.6595
761.5	1030.142
761.75	1028.6245
762	1027.107
762.25	1025.082
762.5	1023.057
762.75	1021.032
763	1019.007
763.25	1018.132
763.5	1017.257
763.75	1016.382
764	1015.507
764.25	1011.6895
764.5	1007.872
764.75	1004.0545
765	1000.237
765.25	998.0295
765.5	995.822
765.75	993.6145
766	991.407
766.25	987.8645
766.5	984.322
766.75	980.7795
767	977.237
767.25	971.302
767.5	965.367
767.75	959.432
768	953.497
768.25	950.647
768.5	947.797
768.75	944.947
769	942.097
769.25	938.187
769.5	934.277
769.75	930.367
770	926.457
770.25	922.63825
770.5	918.8195
770.75	915.00075
771	911.182
771.25	907.36325
771.5	903.5445
771.75	899.72575
772	895.907
772.25	895.0795
772.5	894.252
772.75	893.4245
773	892.597
773.25	886.5245
773.5	880.452
773.75	874.3795
774	868.307
774.25	862.0045
774.5	855.702
774.75	849.3995
775	843.097
775.25	838.4045
775.5	833.712
775.75	829.0195
776	824.327
776.25	819.222
776.5	814.117
776.75	809.012
777	803.907
777.25	797.742
777.5	791.577
777.75	785.412
778	779.247
778.25	775.337
778.5	771.427
778.75	767.517
779	763.607
779.25	758.822
779.5	754.037
779.75	749.252
780	744.467
780.25	740.4195
780.5	736.372
780.75	732.3245
781	728.277
781.25	723.4945
781.5	718.712
781.75	713.9295
782	709.147
782.25	705.8345
782.5	702.522
782.75	699.2095
783	695.897
783.25	688.397
783.5	680.897
783.75	673.397
784	665.897
784.25	663.737
784.5	661.577
784.75	659.417
785	657.257
785.25	653.852
785.5	650.447
785.75	647.042
786	643.637
786.25	640.187
786.5	636.737
786.75	633.287
787	629.837
787.25	626.617
787.5	623.397
787.75	620.177
788	616.957
788.25	616.267
788.5	615.577
788.75	614.887
789	614.197
789.25	608.722
789.5	603.247
789.75	597.772
790	592.297
790.25	592.5745
790.5	592.852
790.75	593.1295
791	593.407
791.25	591.5195
791.5	589.632
791.75	587.7445
792	585.857
792.25	584.8445
792.5	583.832
792.75	582.8195
793	581.807
793.25	581.302
793.5	580.797
793.75	580.292
794	579.787
794.25	581.4895
794.5	583.192
794.75	584.8945
795	586.597
795.25	586.7795
795.5	586.962
795.75	587.1445
796	587.327
796.25	589.9045
796.5	592.482
796.75	595.0595
797	597.637
797.25	601.4095
797.5	605.182
797.75	608.9545
798	612.727
798.25	615.3945
798.5	618.062
798.75	620.7295
799	623.397
799.25	627.767
799.5	632.137
799.75	636.507
800	640.877
800.25	647.732
800.5	654.587
800.75	661.442
801	668.297
801.25	671.747
801.5	675.197
801.75	678.647
802	682.097
802.25	689.917
802.5	697.737
802.75	705.557
803	713.377
803.25	719.587
803.5	725.797
803.75	732.007
804	738.217
804.25	745.302
804.5	752.387
804.75	759.472
805	766.557
805.25	774.697
805.5	782.837
805.75	790.977
806	799.117
806.25	810.3895
806.5	821.662
806.75	832.9345
807	844.207
807.25	851.4745
807.5	858.742
807.75	866.0095
808	873.277
808.25	886.387
808.5	899.497
808.75	912.607
809	925.717
809.25	934.7795
809.5	943.842
809.75	952.9045
810	961.967
810.25	972.732
810.5	983.497
810.75	994.262
811	1005.027
811.25	1014.687
811.5	1024.347
811.75	1034.007
812	1043.667
812.25	1054.4295
812.5	1065.192
812.75	1075.9545
813	1086.717
813.25	1093.987
813.5	1101.257
813.75	1108.527
814	1115.797
814.25	1127.1595
814.5	1138.522
814.75	1149.8845
815	1161.247
815.25	1164.44325
815.5	1167.6395
815.75	1170.83575
816	1174.032
816.25	1177.22825
816.5	1180.4245
816.75	1183.62075
817	1186.817
817.25	1195.6495
817.5	1204.482
817.75	1213.3145
818	1222.147
818.25	1228.127
818.5	1234.107
818.75	1240.087
819	1246.067
819.25	1253.197
819.5	1260.327
819.75	1267.457
820	1274.587
820.25	1277.6245
820.5	1280.662
820.75	1283.6995
821	1286.737
821.25	1292.5795
821.5	1298.422
821.75	1304.2645
822	1310.107
822.25	1312.3595
822.5	1314.612
822.75	1316.8645
823	1319.117
823.25	1324.177
823.5	1329.237
823.75	1334.297
824	1339.357
824.25	1340.0945
824.5	1340.832
824.75	1341.5695
825	1342.307
825.25	1346.307
825.5	1350.307
825.75	1354.307
826	1358.307
826.25	1355.4095
826.5	1352.512
826.75	1349.6145
827	1346.717
827.25	1350.2595
827.5	1353.802
827.75	1357.3445
828	1360.887
828.25	1356.702
828.5	1352.517
828.75	1348.332
829	1344.147
829.25	1343.5945
829.5	1343.042
829.75	1342.4895
830	1341.937
830.25	1338.6245
830.5	1335.312
830.75	1331.9995
831	1328.687
831.25	1328.042
831.5	1327.397
831.75	1326.752
832	1326.107
832.25	1317.1845
832.5	1308.262
832.75	1299.3395
833	1290.417
833.25	1288.392
833.5	1286.367
833.75	1284.342
834	1282.317
834.25	1275.7395
834.5	1269.162
834.75	1262.5845
835	1256.007
835.25	1250.1195
835.5	1244.232
835.75	1238.3445
836	1232.457
836.25	1224.8645
836.5	1217.272
836.75	1209.6795
837	1202.087
837.25	1196.522
837.5	1190.957
837.75	1185.392
838	1179.827
838.25	1170.7195
838.5	1161.612
838.75	1152.5045
839	1143.397
839.25	1137.3695
839.5	1131.342
839.75	1125.3145
840	1119.287
840.25	1111.0545
840.5	1102.822
840.75	1094.5895
841	1086.357
841.25	1080.422
841.5	1074.487
841.75	1068.552
842	1062.617
842.25	1053.8295
842.5	1045.042
842.75	1036.2545
843	1027.467
843.25	1022.867
843.5	1018.267
843.75	1013.667
844	1009.067
844.25	999.407
844.5	989.747
844.75	980.087
845	970.427
845.25	965.9195
845.5	961.412
845.75	956.9045
846	952.397
846.25	944.4395
846.5	936.482
846.75	928.5245
847	920.567
847.25	914.7245
847.5	908.882
847.75	903.0395
848	897.197
848.25	890.527
848.5	883.857
848.75	877.187
849	870.517
849.25	865.1345
849.5	859.752
849.75	854.3695
850	848.987
850.25	843.1445
850.5	837.302
850.75	831.4595
851	825.617
851.25	822.167
851.5	818.717
851.75	815.267
852	811.817
852.25	805.4695
852.5	799.122
852.75	792.7745
853	786.427
853.25	781.412
853.5	776.397
853.75	771.382
854	766.367
854.25	761.722
854.5	757.077
854.75	752.432
855	747.787
855.25	743.277
855.5	738.767
855.75	734.257
856	729.747
856.25	722.802
856.5	715.857
856.75	708.912
857	701.967
857.25	700.862
857.5	699.757
857.75	698.652
858	697.547
858.25	692.212
858.5	686.877
858.75	681.542
859	676.207
859.25	672.3895
859.5	668.572
859.75	664.7545
860	660.937
860.25	658.497
860.5	656.057
860.75	653.617
861	651.177
861.25	645.7045
861.5	640.232
861.75	634.7595
862	629.287
862.25	626.342
862.5	623.397
862.75	620.452
863	617.507
863.25	616.6795
863.5	615.852
863.75	615.0245
864	614.197
864.25	610.747
864.5	607.297
864.75	603.847
865	600.397
865.25	597.682
865.5	594.967
865.75	592.252
866	589.537
866.25	588.6645
866.5	587.792
866.75	586.9195
867	586.047
867.25	585.0795
867.5	584.112
867.75	583.1445
868	582.177
868.25	580.062
868.5	577.947
868.75	575.832
869	573.717
869.25	577.167
869.5	580.617
869.75	584.067
870	587.517
870.25	586.34325
870.5	585.1695
870.75	583.99575
871	582.822
871.25	581.64825
871.5	580.4745
871.75	579.30075
872	578.127
872.25	579.692
872.5	581.257
872.75	582.822
873	584.387
873.25	586.687
873.5	588.987
873.75	591.287
874	593.587
874.25	595.472
874.5	597.357
874.75	599.242
875	601.127
875.25	601.772
875.5	602.417
875.75	603.062
876	603.707
876.25	608.8595
876.5	614.012
876.75	619.1645
877	624.317
877.25	627.307
877.5	630.297
877.75	633.287
878	636.277
878.25	640.3245
878.5	644.372
878.75	648.4195
879	652.467
879.25	657.3895
879.5	662.312
879.75	667.2345
880	672.157
880.25	675.6545
880.5	679.152
880.75	682.6495
881	686.147
881.25	691.482
881.5	696.817
881.75	702.152
882	707.487
882.25	713.652
882.5	719.817
882.75	725.982
883	732.147
883.25	736.4695
883.5	740.792
883.75	745.1145
884	749.437
884.25	758.4545
884.5	767.472
884.75	776.4895
885	785.507
885.25	791.3945
885.5	797.282
885.75	803.1695
886	809.057
886.25	815.3595
886.5	821.662
886.75	827.9645
887	834.267
887.25	841.442
887.5	848.617
887.75	855.792
888	862.967
888.25	871.5695
888.5	880.172
888.75	888.7745
889	897.377
889.25	903.267
889.5	909.157
889.75	915.047
890	920.937
890.25	931.4695
890.5	942.002
890.75	952.5345
891	963.067
891.25	970.657
891.5	978.247
891.75	985.837
892	993.427
892.25	1001.847
892.5	1010.267
892.75	1018.687
893	1027.107
893.25	1033.2695
893.5	1039.432
893.75	1045.5945
894	1051.757
894.25	1062.292
894.5	1072.827
894.75	1083.362
895	1093.897
895.25	1101.212
895.5	1108.527
895.75	1115.842
896	1123.157
896.25	1132.9545
896.5	1142.752
896.75	1152.5495
897	1162.347
897.25	1171.272
897.5	1180.197
897.75	1189.122
898	1198.047
898.25	1207.937
898.5	1217.827
898.75	1227.717
899	1237.607
899.25	1244.092
899.5	1250.577
899.75	1257.062
900	1263.547
900.25	1277.302
900.5	1291.057
900.75	1304.812
901	1318.567
901.25	1325.697
901.5	1332.827
901.75	1339.957
902	1347.087
902.25	1359.8745
902.5	1372.662
902.75	1385.4495
903	1398.237
903.25	1405.6445
903.5	1413.052
903.75	1420.4595
904	1427.867
904.25	1438.0795
904.5	1448.292
904.75	1458.5045
905	1468.717
905.25	1477.502
905.5	1486.287
905.75	1495.072
906	1503.857
906.25	1516.647
906.5	1529.437
906.75	1542.227
907	1555.017
907.25	1559.617
907.5	1564.217
907.75	1568.817
908	1573.417
908.25	1583.6745
908.5	1593.932
908.75	1604.1895
909	1614.447
909.25	1620.9795
909.5	1627.512
909.75	1634.0445
910	1640.577
910.25	1647.062
910.5	1653.547
910.75	1660.032
911	1666.517
911.25	1671.027
911.5	1675.537
911.75	1680.047
912	1684.557
912.25	1693.157
912.5	1701.757
912.75	1710.357
913	1718.957
913.25	1716.7495
913.5	1714.542
913.75	1712.3345
914	1710.127
914.25	1714.1295
914.5	1718.132
914.75	1722.1345
915	1726.137
915.25	1725.5845
915.5	1725.032
915.75	1724.4795
916	1723.927
916.25	1725.3545
916.5	1726.782
916.75	1728.2095
917	1729.637
917.25	1725.127
917.5	1720.617
917.75	1716.107
918	1711.597
918.25	1712.8395
918.5	1714.082
918.75	1715.3245
919	1716.567
919.25	1709.207
919.5	1701.847
919.75	1694.487
920	1687.127
920.25	1684.8745
920.5	1682.622
920.75	1680.3695
921	1678.117
921.25	1672.227
921.5	1666.337
921.75	1660.447
922	1654.557
922.25	1649.5445
922.5	1644.532
922.75	1639.5195
923	1634.507
923.25	1624.247
923.5	1613.987
923.75	1603.727
924	1593.467
924.25	1591.122
924.5	1588.777
924.75	1586.432
925	1584.087
925.25	1569.872
925.5	1555.657
925.75	1541.442
926	1527.227
926.25	1519.912
926.5	1512.597
926.75	1505.282
927	1497.967
927.25	1488.447
927.5	1478.927
927.75	1469.407
928	1459.887
928.25	1450.6845
928.5	1441.482
928.75	1432.2795
929	1423.077
929.25	1410.1045
929.5	1397.132
929.75	1384.1595
930	1371.187
930.25	1361.252
930.5	1351.317
930.75	1341.382
931	1331.447
931.25	1317.002
931.5	1302.557
931.75	1288.112
932	1273.667
932.25	1261.5245
932.5	1249.382
932.75	1237.2395
933	1225.097
933.25	1213.917
933.5	1202.737
933.75	1191.557
934	1180.377
934.25	1167.542
934.5	1154.707
934.75	1141.872
935	1129.037
935.25	1117.447
935.5	1105.857
935.75	1094.267
936	1082.677
936.25	1074.257
936.5	1065.837
936.75	1057.417
937	1048.997
937.25	1035.4745
937.5	1021.952
937.75	1008.4295
938	994.907
938.25	986.1195
938.5	977.332
938.75	968.5445
939	959.757
939.25	950.742
939.5	941.727
939.75	932.712
940	923.697
940.25	916.887
940.5	910.077
940.75	903.267
941	896.457
941.25	887.027
941.5	877.597
941.75	868.167
942	858.737
942.25	856.0245
942.5	853.312
942.75	850.5995
943	847.887
943.25	840.4795
943.5	833.072
943.75	825.6645
944	818.257
944.25	815.037
944.5	811.817
944.75	808.597
945	805.377
945.25	800.6845
945.5	795.992
945.75	791.2995
946	786.607
946.25	785.457
946.5	784.307
946.75	783.157
947	782.007
947.25	780.857
947.5	779.707
947.75	778.557
948	777.407
948.25	775.0145
948.5	772.622
948.75	770.2295
949	767.837
949.25	766.3195
949.5	764.802
949.75	763.2845
950	761.767
950.25	759.422
950.5	757.077
950.75	754.732
951	752.387
951.25	751.327
951.5	750.267
951.75	749.207
952	748.147
952.25	747.687
952.5	747.227
952.75	746.767
953	746.307
953.25	745.9395
953.5	745.572
953.75	745.2045
954	744.837
954.25	744.147
954.5	743.457
954.75	742.767
955	742.077
955.25	745.712
955.5	749.347
955.75	752.982
956	756.617
956.25	754.547
956.5	752.477
956.75	750.407
957	748.337
957.25	750.7295
957.5	753.122
957.75	755.5145
958	757.907
958.25	758.642
958.5	759.377
958.75	760.112
959	760.847
959.25	762.687
959.5	764.527
959.75	766.367
960	768.207
960.25	769.4495
960.5	770.692
960.75	771.9345
961	773.177
961.25	776.442
961.5	779.707
961.75	782.972
962	786.237
962.25	786.147
962.5	786.057
962.75	785.967
963	785.877
963.25	789.0045
963.5	792.132
963.75	795.2595
964	798.387
964.25	800.732
964.5	803.077
964.75	805.422
965	807.767
965.25	809.332
965.5	810.897
965.75	812.462
966	814.027
966.25	816.2795
966.5	818.532
966.75	820.7845
967	823.037
967.25	824.0495
967.5	825.062
967.75	826.0745
968	827.087
968.25	825.9845
968.5	824.882
968.75	823.7795
969	822.677
969.25	825.6195
969.5	828.562
969.75	831.5045
970	834.447
970.25	835.1845
970.5	835.922
970.75	836.6595
971	837.397
971.25	837.8095
971.5	838.222
971.75	838.6345
972	839.047
972.25	839.047
972.5	839.047
972.75	839.047
973	839.047
973.25	840.337
973.5	841.627
973.75	842.917
974	844.207
974.25	842.3195
974.5	840.432
974.75	838.5445
975	836.657
975.25	837.4395
975.5	838.222
975.75	839.0045
976	839.787
976.25	838.682
976.5	837.577
976.75	836.472
977	835.367
977.25	832.8845
977.5	830.402
977.75	827.9195
978	825.437
978.25	825.942
978.5	826.447
978.75	826.952
979	827.457
979.25	826.492
979.5	825.527
979.75	824.562
980	823.597
980.25	819.777
980.5	815.957
980.75	812.137
981	808.317
981.25	807.9045
981.5	807.492
981.75	807.0795
982	806.667
982.25	804.412
982.5	802.157
982.75	799.902
983	797.647
983.25	796.452
983.5	795.257
983.75	794.062
984	792.867
984.25	789.3695
984.5	785.872
984.75	782.3745
985	778.877
985.25	779.1545
985.5	779.432
985.75	779.7095
986	779.987
986.25	774.237
986.5	768.487
986.75	762.737
987	756.987
987.25	757.262
987.5	757.537
987.75	757.812
988	758.087
988.25	753.027
988.5	747.967
988.75	742.907
989	737.847
989.25	736.007
989.5	734.167
989.75	732.327
990	730.487
990.25	728.602
990.5	726.717
