Wavelength	Intensity
645	199.1
645.25	197.845
645.5	196.59
645.75	195.335
646	194.08
646.25	196.7775
646.5	199.475
646.75	202.1725
647	204.87
647.25	203.365
647.5	201.86
647.75	200.355
648	198.85
648.25	201.11
648.5	203.37
648.75	205.63
649	207.89
649.25	210.715
649.5	213.54
649.75	216.365
650	219.19
650.25	220.57
650.5	221.95
650.75	223.33
651	224.71
651.25	226.2175
651.5	227.725
651.75	229.2325
652	230.74
652.25	234.57
652.5	238.4
652.75	242.23
653	246.06
653.25	248.695
653.5	251.33
653.75	253.965
654	256.6
654.25	258.7975
654.5	260.995
654.75	263.1925
655	265.39
655.25	270.4125
655.5	275.435
655.75	280.4575
656	285.48
656.25	286.61
656.5	287.74
656.75	288.87
657	290
657.25	293.58
657.5	297.16
657.75	300.74
658	304.32
658.25	309.845
658.5	315.37
658.75	320.895
659	326.42
659.25	328.24
659.5	330.06
659.75	331.88
660	333.7
660.25	336.275
660.5	338.85
660.75	341.425
661	344
661.25	347.0125
661.5	350.025
661.75	353.0375
662	356.05
662.25	357.4
662.5	358.75
662.75	360.1
663	361.45
663.25	362.8
663.5	364.15
663.75	365.5
664	366.85
664.25	368.355
664.5	369.86
664.75	371.365
665	372.87
665.25	376.9525
665.5	381.035
665.75	385.1175
666	389.2
666.25	391.9625
666.5	394.725
666.75	397.4875
667	400.25
667.25	399.7475
667.5	399.245
667.75	398.7425
668	398.24
668.25	400.6875
668.5	403.135
668.75	405.5825
669	408.03
669.25	409.3475
669.5	410.665
669.75	411.9825
670	413.3
670.25	412.8
670.5	412.3
670.75	411.8
671	411.3
671.25	413.685
671.5	416.07
671.75	418.455
672	420.84
672.25	421.845
672.5	422.85
672.75	423.855
673	424.86
673.25	425.8
673.5	426.74
673.75	427.68
674	428.62
674.25	429.2475
674.5	429.875
674.75	430.5025
675	431.13
675.25	430.315
675.5	429.5
675.75	428.685
676	427.87
676.25	426.615
676.5	425.36
676.75	424.105
677	422.85
677.25	423.665
677.5	424.48
677.75	425.295
678	426.11
678.25	424.73
678.5	423.35
678.75	421.97
679	420.59
679.25	420.4625
679.5	420.335
679.75	420.2075
680	420.08
680.25	418.95
680.5	417.82
680.75	416.69
681	415.56
681.25	415.2475
681.5	414.935
681.75	414.6225
682	414.31
682.25	410.355
682.5	406.4
682.75	402.445
683	398.49
683.25	398.74
683.5	398.99
683.75	399.24
684	399.49
684.25	396.1
684.5	392.71
684.75	389.32
685	385.93
685.25	385.6175
685.5	385.305
685.75	384.9925
686	384.68
686.25	382.67
686.5	380.66
686.75	378.65
687	376.64
687.25	377.52
687.5	378.4
687.75	379.28
688	380.16
688.25	378.59
688.5	377.02
688.75	375.45
689	373.88
689.25	373.44
689.5	373
689.75	372.56
690	372.12
690.25	371.8075
690.5	371.495
690.75	371.1825
691	370.87
691.25	370.805
691.5	370.74
691.75	370.675
692	370.61
692.25	369.1675
692.5	367.725
692.75	366.2825
693	364.84
693.25	363.4575
693.5	362.075
693.75	360.6925
694	359.31
694.25	360.3775
694.5	361.445
694.75	362.5125
695	363.58
695.25	363.8
695.5	364.02
695.75	364.24
696	364.46
696.25	364.68
696.5	364.9
696.75	365.12
697	365.34
697.25	364.21
697.5	363.08
697.75	361.95
698	360.82
698.25	360.82
698.5	360.82
698.75	360.82
699	360.82
699.25	361.635
699.5	362.45
699.75	363.265
700	364.08
700.25	365.84
700.5	367.6
700.75	369.36
701	371.12
701.25	368.6075
701.5	366.095
701.75	363.5825
702	361.07
702.25	361.8225
702.5	362.575
702.75	363.3275
703	364.08
703.25	363.58
703.5	363.08
703.75	362.58
704	362.08
704.25	363.3975
704.5	364.715
704.75	366.0325
705	367.35
705.25	363.7725
705.5	360.195
705.75	356.6175
706	353.04
706.25	353.29
706.5	353.54
706.75	353.79
707	354.04
707.25	354.04
707.5	354.04
707.75	354.04
708	354.04
708.25	354.605
708.5	355.17
708.75	355.735
709	356.3
709.25	352.9725
709.5	349.645
709.75	346.3175
710	342.99
710.25	342.8025
710.5	342.615
710.75	342.4275
711	342.24
711.25	340.105
711.5	337.97
711.75	335.835
712	333.7
712.25	333.0725
712.5	332.445
712.75	331.8175
713	331.19
713.25	328.74
713.5	326.29
713.75	323.84
714	321.39
714.25	321.265
714.5	321.14
714.75	321.015
715	320.89
715.25	317.5625
715.5	314.235
715.75	310.9075
716	307.58
716.25	306.765
716.5	305.95
716.75	305.135
717	304.32
717.25	302.75
717.5	301.18
717.75	299.61
718	298.04
718.25	297.5375
718.5	297.035
718.75	296.5325
719	296.03
719.25	294.085
719.5	292.14
719.75	290.195
720	288.25
720.25	289.945
720.5	291.64
720.75	293.335
721	295.03
721.25	293.0825
721.5	291.135
721.75	289.1875
722	287.24
722.25	285.7325
722.5	284.225
722.75	282.7175
723	281.21
723.25	282.3425
723.5	283.475
723.75	284.6075
724	285.74
724.25	283.7925
724.5	281.845
724.75	279.8975
725	277.95
725.25	279.52
725.5	281.09
725.75	282.66
726	284.23
726.25	285.61
726.5	286.99
726.75	288.37
727	289.75
727.25	290.63
727.5	291.51
727.75	292.39
728	293.27
728.25	294.1475
728.5	295.025
728.75	295.9025
729	296.78
729.25	298.475
729.5	300.17
729.75	301.865
730	303.56
730.25	305.22375
730.5	306.8875
730.75	308.55125
731	310.215
731.25	311.87875
731.5	313.5425
731.75	315.20625
732	316.87
732.25	319.3825
732.5	321.895
732.75	324.4075
733	326.92
733.25	330.1225
733.5	333.325
733.75	336.5275
734	339.73
734.25	344.94
734.5	350.15
734.75	355.36
735	360.57
735.25	364.21
735.5	367.85
735.75	371.49
736	375.13
736.25	379.525
736.5	383.92
736.75	388.315
737	392.71
737.25	396.6025
737.5	400.495
737.75	404.3875
738	408.28
738.25	413.1775
738.5	418.075
738.75	422.9725
739	427.87
739.25	433.52
739.5	439.17
739.75	444.82
740	450.47
740.25	453.9225
740.5	457.375
740.75	460.8275
741	464.28
741.25	469.555
741.5	474.83
741.75	480.105
742	485.38
742.25	492.0975
742.5	498.815
742.75	505.5325
743	512.25
743.25	517.2725
743.5	522.295
743.75	527.3175
744	532.34
744.25	537.11
744.5	541.88
744.75	546.65
745	551.42
745.25	559.8325
745.5	568.245
745.75	576.6575
746	585.07
746.25	590.345
746.5	595.62
746.75	600.895
747	606.17
747.25	611.38
747.5	616.59
747.75	621.8
748	627.01
748.25	631.405
748.5	635.8
748.75	640.195
749	644.59
749.25	651.935
749.5	659.28
749.75	666.625
750	673.97
750.25	678.93
750.5	683.89
750.75	688.85
751	693.81
751.25	699.835
751.5	705.86
751.75	711.885
752	717.91
752.25	723.185
752.5	728.46
752.75	733.735
753	739.01
753.25	746.5425
753.5	754.075
753.75	761.6075
754	769.14
754.25	772.97
754.5	776.8
754.75	780.63
755	784.46
755.25	790.11
755.5	795.76
755.75	801.41
756	807.06
756.25	810.3875
756.5	813.715
756.75	817.0425
757	820.37
757.25	823.95
757.5	827.53
757.75	831.11
758	834.69
758.25	838.2675
758.5	841.845
758.75	845.4225
759	849
759.25	854.965
759.5	860.93
759.75	866.895
760	872.86
760.25	871.9175
760.5	870.975
760.75	870.0325
761	869.09
761.25	871.6
761.5	874.11
761.75	876.62
762	879.13
762.25	881.9575
762.5	884.785
762.75	887.6125
763	890.44
763.25	893.075
763.5	895.71
763.75	898.345
764	900.98
764.25	899.035
764.5	897.09
764.75	895.145
765	893.2
765.25	896.025
765.5	898.85
765.75	901.675
766	904.5
766.25	903.1175
766.5	901.735
766.75	900.3525
767	898.97
767.25	898.28
767.5	897.59
767.75	896.9
768	896.21
768.25	894.4525
768.5	892.695
768.75	890.9375
769	889.18
769.25	887.925
769.5	886.67
769.75	885.415
770	884.16
770.25	881.7425
770.5	879.325
770.75	876.9075
771	874.49
771.25	872.0725
771.5	869.655
771.75	867.2375
772	864.82
772.25	862.31
772.5	859.8
772.75	857.29
773	854.78
773.25	852.52
773.5	850.26
773.75	848
774	845.74
774.25	841.47
774.5	837.2
774.75	832.93
775	828.66
775.25	825.5825
775.5	822.505
775.75	819.4275
776	816.35
776.25	812.3325
776.5	808.315
776.75	804.2975
777	800.28
777.25	796.075
777.5	791.87
777.75	787.665
778	783.46
778.25	778.8775
778.5	774.295
778.75	769.7125
779	765.13
779.25	760.295
779.5	755.46
779.75	750.625
780	745.79
780.25	742.2125
780.5	738.635
780.75	735.0575
781	731.48
781.25	728.2775
781.5	725.075
781.75	721.8725
782	718.67
782.25	712.14
782.5	705.61
782.75	699.08
783	692.55
783.25	685.5825
783.5	678.615
783.75	671.6475
784	664.68
784.25	663.235
784.5	661.79
784.75	660.345
785	658.9
785.25	655.0075
785.5	651.115
785.75	647.2225
786	643.33
786.25	637.0525
786.5	630.775
786.75	624.4975
787	618.22
787.25	615.2075
787.5	612.195
787.75	609.1825
788	606.17
788.25	601.0825
788.5	595.995
788.75	590.9075
789	585.82
789.25	584.0625
789.5	582.305
789.75	580.5475
790	578.79
790.25	574.6475
790.5	570.505
790.75	566.3625
791	562.22
791.25	560.085
791.5	557.95
791.75	555.815
792	553.68
792.25	552.11
792.5	550.54
792.75	548.97
793	547.4
793.25	545.705
793.5	544.01
793.75	542.315
794	540.62
794.25	542.1275
794.5	543.635
794.75	545.1425
795	546.65
795.25	545.205
795.5	543.76
795.75	542.315
796	540.87
796.25	542.44
796.5	544.01
796.75	545.58
797	547.15
797.25	546.9625
797.5	546.775
797.75	546.5875
798	546.4
798.25	548.66
798.5	550.92
798.75	553.18
799	555.44
799.25	559.08
799.5	562.72
799.75	566.36
800	570
800.25	574.6475
800.5	579.295
800.75	583.9425
801	588.59
801.25	592.4825
801.5	596.375
801.75	600.2675
802	604.16
802.25	607.8
802.5	611.44
802.75	615.08
803	618.72
803.25	625.8775
803.5	633.035
803.75	640.1925
804	647.35
804.25	652.185
804.5	657.02
804.75	661.855
805	666.69
805.25	672.59
805.5	678.49
805.75	684.39
806	690.29
806.25	699.0175
806.5	707.745
806.75	716.4725
807	725.2
807.25	730.3475
807.5	735.495
807.75	740.6425
808	745.79
808.25	756.3375
808.5	766.885
808.75	777.4325
809	787.98
809.25	794.9475
809.5	801.915
809.75	808.8825
810	815.85
810.25	823.95
810.5	832.05
810.75	840.15
811	848.25
811.25	855.2175
811.5	862.185
811.75	869.1525
812	876.12
812.25	884.4075
812.5	892.695
812.75	900.9825
813	909.27
813.25	914.92
813.5	920.57
813.75	926.22
814	931.87
814.25	940.47
814.5	949.07
814.75	957.67
815	966.27
815.25	968.845
815.5	971.42
815.75	973.995
816	976.57
816.25	979.145
816.5	981.72
816.75	984.295
817	986.87
817.25	992.9575
817.5	999.045
817.75	1005.1325
818	1011.22
818.25	1011.85
818.5	1012.48
818.75	1013.11
819	1013.74
819.25	1019.765
819.5	1025.79
819.75	1031.815
820	1037.84
820.25	1039.4725
820.5	1041.105
820.75	1042.7375
821	1044.37
821.25	1049.3925
821.5	1054.415
821.75	1059.4375
822	1064.46
822.25	1065.59
822.5	1066.72
822.75	1067.85
823	1068.98
823.25	1071.0525
823.5	1073.125
823.75	1075.1975
824	1077.27
824.25	1076.705
824.5	1076.14
824.75	1075.575
825	1075.01
825.25	1077.8975
825.5	1080.785
825.75	1083.6725
826	1086.56
826.25	1083.86
826.5	1081.16
826.75	1078.46
827	1075.76
827.25	1076.2625
827.5	1076.765
827.75	1077.2675
828	1077.77
828.25	1074.505
828.5	1071.24
828.75	1067.975
829	1064.71
829.25	1062.765
829.5	1060.82
829.75	1058.875
830	1056.93
830.25	1052.66
830.5	1048.39
830.75	1044.12
831	1039.85
831.25	1039.035
831.5	1038.22
831.75	1037.405
832	1036.59
832.25	1030.625
832.5	1024.66
832.75	1018.695
833	1012.73
833.25	1008.525
833.5	1004.32
833.75	1000.115
834	995.91
834.25	990.635
834.5	985.36
834.75	980.085
835	974.81
835.25	969.035
835.5	963.26
835.75	957.485
836	951.71
836.25	945.8075
836.5	939.905
836.75	934.0025
837	928.1
837.25	925.0875
837.5	922.075
837.75	919.0625
838	916.05
838.25	906.695
838.5	897.34
838.75	887.985
839	878.63
839.25	876.37
839.5	874.11
839.75	871.85
840	869.59
840.25	862.245
840.5	854.9
840.75	847.555
841	840.21
841.25	834.12
841.5	828.03
841.75	821.94
842	815.85
842.25	812.335
842.5	808.82
842.75	805.305
843	801.79
843.25	797.6475
843.5	793.505
843.75	789.3625
844	785.22
844.25	778.8775
844.5	772.535
844.75	766.1925
845	759.85
845.25	757.7775
845.5	755.705
845.75	753.6325
846	751.56
846.25	744.655
846.5	737.75
846.75	730.845
847	723.94
847.25	721.3675
847.5	718.795
847.75	716.2225
848	713.65
848.25	710.635
848.5	707.62
848.75	704.605
849	701.59
849.25	698.075
849.5	694.56
849.75	691.045
850	687.53
850.25	684.3275
850.5	681.125
850.75	677.9225
851	674.72
851.25	672.1475
851.5	669.575
851.75	667.0025
852	664.43
852.25	661.165
852.5	657.9
852.75	654.635
853	651.37
853.25	649.7375
853.5	648.105
853.75	646.4725
854	644.84
854.25	640.195
854.5	635.55
854.75	630.905
855	626.26
855.25	627.1375
855.5	628.015
855.75	628.8925
856	629.77
856.25	623.305
856.5	616.84
856.75	610.375
857	603.91
857.25	606.4825
857.5	609.055
857.75	611.6275
858	614.2
858.25	611.375
858.5	608.55
858.75	605.725
859	602.9
859.25	600.955
859.5	599.01
859.75	597.065
860	595.12
860.25	594.68
860.5	594.24
860.75	593.8
861	593.36
861.25	593.36
861.5	593.36
861.75	593.36
862	593.36
862.25	590.535
862.5	587.71
862.75	584.885
863	582.06
863.25	584.195
863.5	586.33
863.75	588.465
864	590.6
864.25	590.5375
864.5	590.475
864.75	590.4125
865	590.35
865.25	591.6675
865.5	592.985
865.75	594.3025
866	595.62
866.25	598.5075
866.5	601.395
866.75	604.2825
867	607.17
867.25	610.685
867.5	614.2
867.75	617.715
868	621.23
868.25	623.5525
868.5	625.875
868.75	628.1975
869	630.52
869.25	635.48
869.5	640.44
869.75	645.4
870	650.36
870.25	653.53125
870.5	656.7025
870.75	659.87375
871	663.045
871.25	666.21625
871.5	669.3875
871.75	672.55875
872	675.73
872.25	679.4325
872.5	683.135
872.75	686.8375
873	690.54
873.25	700.0825
873.5	709.625
873.75	719.1675
874	728.71
874.25	736.8725
874.5	745.035
874.75	753.1975
875	761.36
875.25	765.8175
875.5	770.275
875.75	774.7325
876	779.19
876.25	790.1125
876.5	801.035
876.75	811.9575
877	822.88
877.25	832.9875
877.5	843.095
877.75	853.2025
878	863.31
878.25	873.1675
878.5	883.025
878.75	892.8825
879	902.74
879.25	912.9725
879.5	923.205
879.75	933.4375
880	943.67
880.25	957.23
880.5	970.79
880.75	984.35
881	997.91
881.25	1007.0775
881.5	1016.245
881.75	1025.4125
882	1034.58
882.25	1047.45
882.5	1060.32
882.75	1073.19
883	1086.06
883.25	1094.66
883.5	1103.26
883.75	1111.86
884	1120.46
884.25	1135.78
884.5	1151.1
884.75	1166.42
885	1181.74
885.25	1192.035
885.5	1202.33
885.75	1212.625
886	1222.92
886.25	1237.8
886.5	1252.68
886.75	1267.56
887	1282.44
887.25	1286.0175
887.5	1289.595
887.75	1293.1725
888	1296.75
888.25	1307.485
888.5	1318.22
888.75	1328.955
889	1339.69
889.25	1348.7925
889.5	1357.895
889.75	1366.9975
890	1376.1
890.25	1385.9575
890.5	1395.815
890.75	1405.6725
891	1415.53
891.25	1420.3
891.5	1425.07
891.75	1429.84
892	1434.61
892.25	1446.0375
892.5	1457.465
892.75	1468.8925
893	1480.32
893.25	1482.58
893.5	1484.84
893.75	1487.1
894	1489.36
894.25	1497.7725
894.5	1506.185
894.75	1514.5975
895	1523.01
895.25	1522.2575
895.5	1521.505
895.75	1520.7525
896	1520
896.25	1527.72
896.5	1535.44
896.75	1543.16
897	1550.88
897.25	1551.8225
897.5	1552.765
897.75	1553.7075
898	1554.65
898.25	1556.785
898.5	1558.92
898.75	1561.055
899	1563.19
899.25	1560.5525
899.5	1557.915
899.75	1555.2775
900	1552.64
900.25	1556.03
900.5	1559.42
900.75	1562.81
901	1566.2
901.25	1564.1925
901.5	1562.185
901.75	1560.1775
902	1558.17
902.25	1557.04
902.5	1555.91
902.75	1554.78
903	1553.65
903.25	1548.0625
903.5	1542.475
903.75	1536.8875
904	1531.3
904.25	1531.865
904.5	1532.43
904.75	1532.995
905	1533.56
905.25	1526.15
905.5	1518.74
905.75	1511.33
906	1503.92
906.25	1501.535
906.5	1499.15
906.75	1496.765
907	1494.38
907.25	1487.4125
907.5	1480.445
907.75	1473.4775
908	1466.51
908.25	1461.0475
908.5	1455.585
908.75	1450.1225
909	1444.66
909.25	1437.6275
909.5	1430.595
909.75	1423.5625
910	1416.53
910.25	1411.1325
910.5	1405.735
910.75	1400.3375
911	1394.94
911.25	1386.5275
911.5	1378.115
911.75	1369.7025
912	1361.29
912.25	1354.9475
912.5	1348.605
912.75	1342.2625
913	1335.92
913.25	1325.375
913.5	1314.83
913.75	1304.285
914	1293.74
914.25	1288.1525
914.5	1282.565
914.75	1276.9775
915	1271.39
915.25	1263.1025
915.5	1254.815
915.75	1246.5275
916	1238.24
916.25	1232.275
916.5	1226.31
916.75	1220.345
917	1214.38
917.25	1205.9675
917.5	1197.555
917.75	1189.1425
918	1180.73
918.25	1175.4575
918.5	1170.185
918.75	1164.9125
919	1159.64
919.25	1148.275
919.5	1136.91
919.75	1125.545
920	1114.18
920.25	1108.4675
920.5	1102.755
920.75	1097.0425
921	1091.33
921.25	1084.3625
921.5	1077.395
921.75	1070.4275
922	1063.46
922.25	1057.1825
922.5	1050.905
922.75	1044.6275
923	1038.35
923.25	1028.1775
923.5	1018.005
923.75	1007.8325
924	997.66
924.25	994.46
924.5	991.26
924.75	988.06
925	984.86
925.25	974.815
925.5	964.77
925.75	954.725
926	944.68
926.25	940.0325
926.5	935.385
926.75	930.7375
927	926.09
927.25	917.05
927.5	908.01
927.75	898.97
928	889.93
928.25	886.73
928.5	883.53
928.75	880.33
929	877.13
929.25	867.9
929.5	858.67
929.75	849.44
930	840.21
930.25	835.815
930.5	831.42
930.75	827.025
931	822.63
931.25	814.4075
931.5	806.185
931.75	797.9625
932	789.74
932.25	783.9
932.5	778.06
932.75	772.22
933	766.38
933.25	759.5375
933.5	752.695
933.75	745.8525
934	739.01
934.25	734.3
934.5	729.59
934.75	724.88
935	720.17
935.25	713.955
935.5	707.74
935.75	701.525
936	695.31
936.25	689.41
936.5	683.51
936.75	677.61
937	671.71
937.25	666.185
937.5	660.66
937.75	655.135
938	649.61
938.25	647.2875
938.5	644.965
938.75	642.6425
939	640.32
939.25	635.36
939.5	630.4
939.75	625.44
940	620.48
940.25	618.8475
940.5	617.215
940.75	615.5825
941	613.95
941.25	610.3725
941.5	606.795
941.75	603.2175
942	599.64
942.25	599.2
942.5	598.76
942.75	598.32
943	597.88
943.25	591.9775
943.5	586.075
943.75	580.1725
944	574.27
944.25	575.3375
944.5	576.405
944.75	577.4725
945	578.54
945.25	579.23
945.5	579.92
945.75	580.61
946	581.3
946.25	580.045
946.5	578.79
946.75	577.535
947	576.28
947.25	575.025
947.5	573.77
947.75	572.515
948	571.26
948.25	571.385
948.5	571.51
948.75	571.635
949	571.76
949.25	572.0125
949.5	572.265
949.75	572.5175
950	572.77
950.25	571.765
950.5	570.76
950.75	569.755
951	568.75
951.25	569.6275
951.5	570.505
951.75	571.3825
952	572.26
952.25	572.7
952.5	573.14
952.75	573.58
953	574.02
953.25	573.645
953.5	573.27
953.75	572.895
954	572.52
954.25	575.0925
954.5	577.665
954.75	580.2375
955	582.81
955.25	584.5675
955.5	586.325
955.75	588.0825
956	589.84
956.25	591.2225
956.5	592.605
956.75	593.9875
957	595.37
957.25	597.505
957.5	599.64
957.75	601.775
958	603.91
958.25	605.4775
958.5	607.045
958.75	608.6125
959	610.18
959.25	610.9975
959.5	611.815
959.75	612.6325
960	613.45
960.25	616.4625
960.5	619.475
960.75	622.4875
961	625.5
961.25	627.635
961.5	629.77
961.75	631.905
962	634.04
962.25	635.61
962.5	637.18
962.75	638.75
963	640.32
963.25	644.2125
963.5	648.105
963.75	651.9975
964	655.89
964.25	656.705
964.5	657.52
964.75	658.335
965	659.15
965.25	661.16
965.5	663.17
965.75	665.18
966	667.19
966.25	668.445
966.5	669.7
966.75	670.955
967	672.21
967.25	674.1575
967.5	676.105
967.75	678.0525
968	680
968.25	681.505
968.5	683.01
968.75	684.515
969	686.02
969.25	685.895
969.5	685.77
969.75	685.645
970	685.52
970.25	686.2725
970.5	687.025
970.75	687.7775
971	688.53
971.25	690.4775
971.5	692.425
971.75	694.3725
972	696.32
972.25	695.2525
972.5	694.185
972.75	693.1175
973	692.05
973.25	693.6825
973.5	695.315
973.75	696.9475
974	698.58
974.25	696.13
974.5	693.68
974.75	691.23
975	688.78
975.25	690.6025
975.5	692.425
975.75	694.2475
976	696.07
976.25	692.24
976.5	688.41
976.75	684.58
977	680.75
977.25	681.2525
977.5	681.755
977.75	682.2575
978	682.76
978.25	681.755
978.5	680.75
978.75	679.745
979	678.74
979.25	677.4225
979.5	676.105
979.75	674.7875
980	673.47
980.25	670.8325
980.5	668.195
980.75	665.5575
981	662.92
981.25	663.2975
981.5	663.675
981.75	664.0525
982	664.43
982.25	660.975
982.5	657.52
982.75	654.065
983	650.61
983.25	648.415
983.5	646.22
983.75	644.025
984	641.83
984.25	640.4475
984.5	639.065
984.75	637.6825
985	636.3
985.25	633.16
985.5	630.02
985.75	626.88
986	623.74
986.25	622.4225
986.5	621.105
986.75	619.7875
987	618.47
987.25	615.33
987.5	612.19
987.75	609.05
988	605.91
988.25	602.4575
988.5	599.005
988.75	595.5525
989	592.1
989.25	590.845
989.5	589.59
989.75	588.335
990	587.08
990.25	583.1875
990.5	579.295
990.75	575.4025
991	571.51
991.25	570.4425
991.5	569.375
991.75	568.3075
992	567.24
992.25	563.975
992.5	560.71
992.75	557.445
993	554.18
993.25	552.925
993.5	551.67
