Wavelength,Amplitude
1108,356.895
1109,388.983
1110,398.209
1111,405.13
1112,434.023
1113,441.178
1114,453.483
1115,469.365
1116,487.183
1117,501.954
1118,507.434
1119,525.809
1120,539.806
1121,559.932
1122,577.476
1123,595.27
1124,605.043
1125,625.119
1126,631.499
1127,642.044
1128,657.971
1129,670.424
1130,689.742
1131,688.897
1132,700.664
1133,719.383
1134,720.996
1135,732.611
1136,745.888
1137,748.41
1138,756.673
1139,769.721
1140,776.592
1141,776.245
1142,781.957
1143,780.789
1144,778.57
1145,789.316
1146,786.801
1147,791.809
1148,793.223
1149,789.402
1150,790.671
1151,778.417
1152,787.557
1153,772.887
1154,781.376
1155,765.107
1156,756.572
1157,766.765
1158,748.013
1159,741.758
1160,737.639
1161,721.716
1162,712.103
1163,705.597
1164,694.304
1165,675.862
1166,668.803
1167,669.219
1168,636.497
1169,629.423
1170,610.827
1171,600.89
1172,589.938
1173,578.847
1174,559.514
1175,552.79
1176,536.229
1177,517.217
1178,498.169
1179,484.517
1180,470.284
1181,461.68
1182,441.889
1183,428.587
1184,412
1185,398.563
1186,379.326
1187,363.527
1188,360.636
1189,338.035
1190,325.816
1191,311.999
1192,300.243
1193,280.778
1194,277.061
1195,262.747
1196,247.372
1197,236.227
1198,235.148
1199,212.557
1200,219.072
1201,185.478
1202,183.185
1203,178.145
1204,158.921
1205,173.711
1206,136.854
1207,141.426
1208,123.311
1209,122.021
1210,114.543
1211,104.309
1212,107.378
1213,102.556
1214,85.65
1215,84.824
1216,79.481
1217,77.691
1218,59.412
1219,67.426
1220,55.491
1221,53.673
1222,49.422
1223,52.046
1224,44.976
1225,35.967
1226,32.799
1227,37.764
1228,35.251
1229,24.08
1230,28.397
1231,22.532
1232,31.031
1233,25.108
1234,18.762
1235,10.884
1236,18.263
1237,14.96
1238,13.116
1239,9.318
1240,17.917
1241,19.206
1242,13.803
1243,15.204
1244,6.589
1245,9.839
1246,-4.85
1247,-0.235
1248,11.849
1249,0.695
1250,-1.109
1251,-1.419
1252,7.017
1253,-2.443
1254,1.573
1255,4.84
1256,-6.556
1257,-1.914
1258,1.024
1259,2.169
1260,5.191
1261,-0.019
1262,1.045
1263,-2.812
1264,-1.257
1265,-2.719
1266,4.596
1267,5.532
1268,-1.133
1269,-1.074
1270,6.331
1271,7.399
1272,1.873
1273,1.195
1274,1.352
1275,4.123
1276,7.242
1277,2.84
1278,-9.594
1279,-1.611
1280,-0.322
1281,-0.302
1282,5.462
1283,3.12
1284,5.553
1285,1.573
1286,3.003
1287,3.146
1288,1.835
1289,-6.404
1290,2.181
1291,-4.591
1292,-0.612
1293,-0.293
1294,2.85
1295,4.423
1296,5.595
1297,-10.359
1298,-0.837
1299,9.719
1300,-0.311
1301,9.36
1302,-3.728
1303,-4.078
1304,-3.883
1305,0.269
1306,5.946
1307,1.368
1308,-15.6
1309,2.441
1310,1.517
1311,-0.125
1312,3.26
1313,-3.066
1314,0.496
1315,-9.086
1316,3.986
1317,3.201
1318,-2.078
1319,-3.33
1320,4.071
1321,5.256
1322,7.066
1323,-3.573
1324,0.58
1325,2.531
1326,1.782
1327,-11.026
1328,-5.532
1329,0.848
1330,7.491
1331,8.301
1332,-0.267
1333,-1.405
1334,-4.493
1335,1.668
1336,-5.041
1337,0.966
1338,14.077
1339,-0.199
1340,-6.422
1341,-3.412
1342,-3.58
1343,2.646
1344,-5.15
1345,-5.974
1346,4.582
