Wavelength,Amplitude
1154,317.246
1155,296.018
1156,276.62
1157,255.66
1158,258.595
1159,239.929
1160,222.285
1161,214.171
1162,208.545
1163,201.425
1164,184.535
1165,160.964
1166,153.952
1167,145.253
1168,145.074
1169,121.633
1170,126.494
1171,114.856
1172,105.098
1173,97.847
1174,96.97
1175,94.566
1176,88.458
1177,80.893
1178,74.145
1179,69.004
1180,58.8
1181,50.438
1182,53.463
1183,47.764
1184,45.44
1185,46.006
1186,38.907
1187,39.923
1188,31.933
1189,37.678
1190,18.675
1191,27.968
1192,18.177
1193,26.693
1194,11.788
1195,23.677
1196,11.6
1197,16.028
1198,8.782
1199,17.041
1200,18.102
1201,5.203
1202,3.151
1203,13.779
1204,8.881
1205,6.03
1206,2.389
1207,8.365
1208,8.946
1209,-1.82
1210,11.657
1211,2.33
1212,-0.063
1213,6.783
1214,-4.453
1215,4.255
1216,1.069
1217,5.439
1218,-0.415
1219,9.269
1220,-2.305
1221,0.897
1222,-5.256
1223,6.325
1224,-0.12
1225,-1.747
1226,5.956
1227,4.497
1228,0.158
1229,8.986
1230,-2.34
1231,-1.716
1232,-8.162
1233,3.856
1234,-4.521
1235,-0.448
1236,-4.411
1237,3.69
1238,-6.6
1239,2.658
1240,2.445
1241,-0.578
1242,5.941
1243,3.755
1244,-8.763
1245,-5.313
1246,6.268
1247,3.04
1248,-0.626
1249,-2.428
1250,-2.601
1251,3.442
1252,-1.87
1253,-4.249
1254,0.858
1255,-5.266
1256,3.644
1257,-2.332
1258,12.925
1259,6.137
1260,-3.935
1261,-1.991
1262,-6.879
1263,-9.583
1264,8.343
1265,-4.769
1266,-7.448
1267,3.939
1268,1.127
1269,7.887
1270,1.443
1271,2.966
1272,-2.498
1273,2.006
1274,1.452
1275,-1.505
1276,1.426
1277,1.468
1278,3.627
1279,-1.645
1280,-4.992
1281,-3.688
1282,-1.1
1283,1.802
1284,-2.992
1285,2.896
1286,4.402
1287,-2.699
1288,-5.801
1289,-6.041
1290,3.892
1291,2.084
1292,-1.782
1293,2.356
1294,2.67
1295,-7.45
1296,4.408
1297,2.801
1298,-10.163
1299,-0.488
1300,-2.227
1301,1.365
1302,1.907
1303,3.271
1304,-4.073
1305,6.197
1306,-0.64
1307,3.32
1308,8.899
1309,1.194
1310,6.428
1311,-5.535
1312,3.218
1313,8.888
1314,8.194
1315,7.422
1316,6.639
1317,-0.792
1318,-4.86
1319,-5.54
1320,-3.275
1321,-0.182
1322,3.819
1323,7.448
1324,-0.091
1325,-3.694
1326,2.124
1327,-0.331
1328,-4.376
1329,-2.036
1330,-3.002
1331,4.056
1332,12.242
1333,0.469
1334,1.611
1335,-0.251
1336,6.25
1337,1.578
1338,-2.309
1339,2.035
1340,-4.748
1341,0.434
1342,-7.807
1343,1.413
1344,2.13
1345,-5.722
1346,-5.002
