Wavelength,Amplitude
1323,3.977
1324,-7.773
1325,-4.405
1326,-1.496
1327,1.611
1328,-8.997
1329,3.569
1330,5.59
1331,10.571
1332,4.374
1333,4
1334,-8.52
1335,-3.481
1336,1.286
1337,1.326
1338,9.12
1339,7.959
1340,-8.433
1341,4.473
1342,-4.755
1343,-7.56
1344,-6.397
1345,3.268
1346,1.581
