Wavelength,Amplitude
1114,1.779
1115,17.732
1116,13.543
1117,6.178
1118,14.906
1119,12.921
1120,15.348
1121,11.69
1122,18.783
1123,23.018
1124,25.441
1125,19.609
1126,27.926
1127,22.71
1128,28.268
1129,27.487
1130,37.349
1131,21.846
1132,33.844
1133,40.944
1134,44.956
1135,41.051
1136,44.746
1137,57.1
1138,48.215
1139,55.651
1140,61.648
1141,58.886
1142,72.769
1143,71.355
1144,80.116
1145,82.356
1146,80.745
1147,87.685
1148,95.708
1149,105.161
1150,123.116
1151,108.019
1152,116.723
1153,121.472
1154,124.305
1155,130.539
1156,138.992
1157,149.604
1158,153.654
1159,156.439
1160,174.138
1161,178.992
1162,183.01
1163,192.243
1164,198.732
1165,209.069
1166,227.838
1167,233.8
1168,238.338
1169,259.315
1170,260.061
1171,260.4
1172,281.93
1173,291.512
1174,305.512
1175,314.056
1176,320.643
1177,337.246
1178,346.728
1179,360.574
1180,362.047
1181,381.539
1182,390.818
1183,410.959
1184,418.21
1185,425.58
1186,437.435
1187,436.695
1188,462.775
1189,465.149
1190,487.43
1191,491.366
1192,501.342
1193,516.157
1194,524.138
1195,535.998
1196,554.066
1197,553.516
1198,561.104
1199,575.518
1200,590.447
1201,588.812
1202,602.039
1203,605.867
1204,624.877
1205,627.03
1206,634.564
1207,648.128
1208,645.274
1209,646.568
1210,641.397
1211,671.54
1212,672.359
1213,672.213
1214,677.955
1215,675.845
1216,686.18
1217,675.649
1218,688.041
1219,675.595
1220,689.135
1221,688.49
1222,686.164
1223,674.264
1224,697.098
1225,689.846
1226,692.808
1227,678.286
1228,668.262
1229,675.818
1230,670.769
1231,667.723
1232,660.25
1233,653.051
1234,648.293
1235,639.778
1236,629.212
1237,619.597
1238,627.99
1239,610.757
1240,604.02
1241,595.138
1242,586.661
1243,570.915
1244,562.722
1245,558.735
1246,553.537
1247,536.532
1248,520.786
1249,515.659
1250,500.866
1251,502.017
1252,482.873
1253,475.162
1254,459.61
1255,454.417
1256,435.539
1257,427.161
1258,412.568
1259,406.467
1260,381.537
1261,381.816
1262,373.998
1263,359.113
1264,337.075
1265,342.178
1266,319.201
1267,312.738
1268,299.396
1269,291.635
1270,285.716
1271,277.526
1272,271.814
1273,255.249
1274,238.19
1275,226.247
1276,216.165
1277,219.39
1278,217.555
1279,190.659
1280,186.223
1281,187.938
1282,171.468
1283,163.547
1284,152.207
1285,149.248
1286,150.716
1287,130.095
1288,130.969
1289,124.858
1290,116.622
1291,99.642
1292,103.016
1293,96.789
1294,92.776
1295,100.598
1296,81.42
1297,75.301
1298,67.337
1299,70.355
1300,60.639
1301,63.777
1302,62.512
1303,50.923
1304,52.683
1305,52.522
1306,55.296
1307,49.177
1308,40.406
1309,40.004
1310,32.21
1311,39.603
1312,24.975
1313,31.616
1314,28.496
1315,28.322
1316,28.543
1317,35.109
1318,17.508
1319,18.683
1320,17.202
1321,15.659
1322,18.033
1323,19.365
1324,7.873
1325,18.41
1326,20.406
1327,21.101
1328,13.418
1329,9.349
1330,5.957
1331,7.894
1332,3.581
1333,6.14
1334,3.41
1335,2.178
1336,2.92
1337,7.245
1338,7.392
1339,5.63
1340,1.217
1341,-5.082
1342,6.058
1343,4.295
1344,-6.05
1345,-4.444
1346,7.137
