Wavelength,Amplitude
1222,2.868
1223,1.42
1224,-0.043
1225,0.43
1226,-0.672
1227,2.082
1228,2.363
1229,5.257
1230,-6.351
1231,1.279
1232,5.765
1233,1.663
1234,-9.84
1235,0.49
1236,4.03
1237,-8.752
1238,10.93
1239,-0.225
1240,-2.406
1241,2.796
1242,-4.112
1243,-1.83
1244,-2.55
1245,2.826
1246,-1.832
1247,4.249
1248,7.428
1249,3.315
1250,-4.826
1251,5.559
1252,-12.513
1253,5.617
1254,-2.714
1255,-5.407
1256,-0.792
1257,-0.943
1258,-3.312
1259,-0.26
1260,-0.757
1261,0.558
1262,1.995
1263,4.336
1264,0.998
1265,3.276
1266,-4.01
1267,2.098
1268,4.524
1269,-0.149
1270,1.937
1271,3.457
1272,2.165
1273,7.937
1274,10.269
1275,-0.51
1276,5.54
1277,2.441
1278,1.503
1279,1.19
1280,2.711
1281,0.198
1282,0.21
1283,3.487
1284,-1.353
1285,0.906
1286,-4.905
1287,-7.124
1288,0.824
1289,8.378
1290,-2.214
1291,1.719
1292,-0.715
1293,-7.637
1294,0.645
1295,-3.576
1296,0.256
1297,3.765
1298,-0.066
1299,-10.251
1300,0.887
1301,0.967
1302,-1.106
1303,0.736
1304,-2.709
1305,-2.959
1306,-2.021
1307,6.009
1308,-0.002
1309,2.79
1310,-5.135
1311,7.229
1312,-7.685
1313,7.009
1314,-5.732
1315,0.515
1316,5.992
1317,-0.438
1318,-3.937
1319,-1.613
1320,3.603
1321,-7.386
1322,-0.113
1323,-2.533
1324,-1.417
1325,0.689
1326,-1.287
1327,5.388
1328,-2.214
1329,0.046
1330,-1.669
1331,2.033
1332,-0.611
1333,1.315
1334,-7.762
1335,-1.949
1336,-9.277
1337,2.559
1338,-2.206
1339,-0.225
1340,8.804
1341,6.555
1342,2.588
1343,1.304
1344,-10.866
1345,-1.865
1346,8.768
