Wavelength,Amplitude
1228,6.012
1229,-0.392
1230,-1.265
1231,-3.57
1232,-7.676
1233,-3.651
1234,5.666
1235,-3.144
1236,6.128
1237,-5.818
1238,-1.661
1239,-4.189
1240,5.496
1241,3.788
1242,0.966
1243,-3.515
1244,-4.305
1245,-2.136
1246,2.038
1247,-4.611
1248,-4.249
1249,2.789
1250,4.937
1251,6.942
1252,-0.483
1253,-4.878
1254,-1.913
1255,1.047
1256,3.244
1257,-4.563
1258,3.402
1259,0.667
1260,-1.131
1261,-4.53
1262,6.078
1263,2.738
1264,5.114
1265,1.056
1266,4.687
1267,-1.968
1268,9.045
1269,6.692
1270,-1.777
1271,9.351
1272,-3.332
1273,-1.117
1274,-2.317
1275,10.473
1276,8.607
1277,-9.18
1278,-3.398
1279,5.807
1280,4.784
1281,-5.29
1282,4.256
1283,-2.821
1284,-5.252
1285,13.4
1286,1.224
1287,-10.928
1288,2.495
1289,7.25
1290,-1.781
1291,0.312
1292,-4.247
1293,-5.955
1294,-2.145
1295,9.107
1296,-9.27
1297,1.814
1298,4.491
1299,-8.374
1300,-5.41
1301,-0.053
1302,4.86
1303,-2.015
1304,-1.325
1305,-8.997
1306,-4.381
1307,-1.94
1308,0.882
1309,-0.379
1310,1.83
1311,2.222
1312,-4.063
1313,2.474
1314,6.218
1315,-3.133
1316,-4.384
1317,9.684
1318,9.991
1319,-2.321
1320,5.975
1321,1.782
1322,-8.01
1323,-1.938
1324,-4.696
1325,3.387
1326,-11.998
1327,-0.865
1328,-7.393
1329,3.665
1330,3.889
1331,-0.085
1332,1.196
1333,-0.7
1334,-5.631
1335,-3.932
1336,-2.329
1337,-2.553
1338,1.185
1339,-4.164
1340,1.611
1341,-2.779
1342,2.63
1343,2.051
1344,7.752
1345,-1.268
1346,7.541
