Time	Intensity
423	80.0157240756762
424	65.8091119537984
425	61.4438805700262
426	60.7755850609961
427	56.5311207624069
428	49.420457529879
429	44.8712154094984
430	40.8311169670844
431	39.4118928728715
432	31.6932123156783
433	29.904384194287
434	28.4035919242453
435	22.9742688572235
436	24.971711771574
437	21.5258983526615
438	18.7217861474405
439	15.2322732590499
440	19.1041469547882
441	14.411409567078
442	11.7927675620836
443	12.9650464952679
444	8.03703410164085
445	6.1944513159687
446	5.43491699529844
447	10.7772957593256
448	6.12609087191926
449	11.4739841211003
450	6.7786032323699
451	9.68965741491159
452	1.49964660261357
453	1.30891025304985
454	0.455297383452934
455	1.3342036156806
456	7.47861563296372
457	4.37566524511801
458	1.58339910623026
459	5.53754566648329
460	0.213501618632205
461	2.37022942426174
462	-0.184798782969669
463	4.52400921459967
464	-0.876777042892282
465	0.892064309750351
466	5.0178543015684
467	4.92995051141098
468	1.38645057211908
469	-0.393914031152736
470	4.04419767113167
471	4.92742787654734
472	-5.04656705837087
473	3.51678451696355
474	6.80521352301628
475	1.48665862432288
476	-2.44231038154216
477	4.49755648257235
478	1.1380622868781
479	-4.53138605330136
480	5.26527951912608
481	-5.1550137572518
482	2.10508779901038
483	-0.060075460583015
484	-0.571036526628891
485	-1.95255993846501
486	1.76305367069208
487	2.56196676071332
488	-0.477440430355592
489	1.92562694071024
490	-2.97987251799374
491	0.611303654152463
492	0.583049666288932
493	0.411314056489616
494	5.80601729306194
495	-0.0292098048958051
496	-2.19662035284017
497	-6.23083382671667
498	1.79949149881368
499	-4.19961686881458
500	1.46231289370168
