Time	Normalized Value
3.0167	1.5334
3.0333	1.5304
3.05	1.5285
3.0667	1.5272
3.0833	1.5238
3.1	1.5206
3.1167	1.5197
3.1333	1.5218
3.15	1.5256
3.1667	1.5264
3.1833	1.5262
3.2	1.525
3.2167	1.5216
3.2333	1.5183
3.25	1.5164
3.2667	1.5185
3.2833	1.5212
3.3	1.5202
3.3167	1.5181
3.3333	1.5183
3.35	1.5174
3.3667	1.5155
3.3833	1.5151
3.4	1.5169
3.4167	1.5164
3.4333	1.5139
3.45	1.5133
3.4667	1.5118
3.4833	1.5128
3.5	1.5144
3.5167	1.5142
3.5333	1.5144
3.55	1.5139
3.5667	1.5135
3.5833	1.5129
3.6	1.5129
3.6167	1.5123
3.6333	1.5088
3.65	1.5075
3.6667	1.5085
3.6833	1.5096
3.7	1.5117
3.7167	1.5128
3.7333	1.5107
3.75	1.509
3.7667	1.5074
3.7833	1.5057
3.8	1.5071
3.8167	1.5081
3.8333	1.5051
3.85	1.5032
3.8667	1.5033
3.8833	1.5028
3.9	1.501
3.9167	1.4991
3.9333	1.4983
3.95	1.4982
3.9667	1.4989
3.9833	1.5013
4	1.5033
4.0167	1.5013
4.0333	1.4978
4.05	1.4971
4.0667	1.498
4.0833	1.498
4.1	1.4954
4.1167	1.4965
4.1333	1.4998
4.15	1.4993
4.1667	1.4974
4.1833	1.4957
4.2	1.4951
4.2167	1.4944
4.2333	1.4934
4.25	1.4933
4.2667	1.4931
4.2833	1.4914
4.3	1.4906
4.3167	1.4907
4.3333	1.4886
4.35	1.4867
4.3667	1.4873
4.3833	1.4887
4.4	1.4898
4.4167	1.4882
4.4333	1.4851
4.45	1.4845
4.4667	1.4849
4.4833	1.4857
4.5	1.4869
4.5167	1.487
4.5333	1.4843
4.55	1.4817
4.5667	1.4831
4.5833	1.4845
4.6	1.4838
4.6167	1.4849
4.6333	1.4854
4.65	1.483
4.6667	1.48
4.6833	1.4786
4.7	1.479
4.7167	1.4792
4.7333	1.4785
4.75	1.4783
4.7667	1.4792
4.7833	1.4814
4.8	1.481
4.8167	1.4787
4.8333	1.4795
4.85	1.478
4.8667	1.4754
4.8833	1.4758
4.9	1.4762
4.9167	1.4747
4.9333	1.4729
4.95	1.4717
4.9667	1.4722
4.9833	1.4747
5	1.4756
5.0167	1.4743
5.0333	1.4723
5.05	1.4711
5.0667	1.4705
5.0833	1.4696
5.1	1.468
5.1167	1.4667
5.1333	1.466
5.15	1.465
5.1667	1.4648
5.1833	1.4656
5.2	1.4666
5.2167	1.4693
5.2333	1.4719
5.25	1.4704
5.2667	1.4672
5.2833	1.4667
5.3	1.4675
5.3167	1.4676
5.3333	1.4659
5.35	1.4619
5.3667	1.4594
5.3833	1.4603
5.4	1.4612
5.4167	1.4604
5.4333	1.46
5.45	1.46
5.4667	1.4588
5.4833	1.4589
5.5	1.4591
5.5167	1.4578
5.5333	1.4564
5.55	1.456
5.5667	1.4571
5.5833	1.4577
5.6	1.4567
5.6167	1.4565
5.6333	1.4582
5.65	1.4598
5.6667	1.4596
5.6833	1.4589
5.7	1.4569
5.7167	1.4535
5.7333	1.4516
5.75	1.4525
5.7667	1.4547
5.7833	1.4548
5.8	1.4536
5.8167	1.454
5.8333	1.4538
5.85	1.4516
5.8667	1.4508
5.8833	1.4503
5.9	1.4488
5.9167	1.4492
5.9333	1.4502
5.95	1.4486
5.9667	1.4478
5.9833	1.4476
6	1.4468
6.0167	1.4455
6.0333	1.4438
6.05	1.4439
6.0667	1.4451
6.0833	1.4445
6.1	1.4426
6.1167	1.4419
6.1333	1.443
6.15	1.4439
6.1667	1.4428
6.1833	1.442
6.2	1.4429
6.2167	1.4423
6.2333	1.4408
6.25	1.4406
6.2667	1.4392
6.2833	1.4408
6.3	1.4439
6.3167	1.4428
6.3333	1.441
6.35	1.4414
6.3667	1.4412
6.3833	1.4394
6.4	1.4394
6.4167	1.4391
6.4333	1.4379
6.45	1.4377
6.4667	1.4378
6.4833	1.4364
6.5	1.4354
6.5167	1.4363
6.5333	1.4365
6.55	1.4368
6.5667	1.4371
6.5833	1.4367
6.6	1.4352
6.6167	1.4354
6.6333	1.435
6.65	1.4331
6.6667	1.4345
6.6833	1.4362
6.7	1.4351
6.7167	1.4331
6.7333	1.4316
6.75	1.4306
6.7667	1.432
6.7833	1.4336
6.8	1.4327
6.8167	1.4317
6.8333	1.4312
6.85	1.4297
6.8667	1.4295
6.8833	1.4309
6.9	1.4316
6.9167	1.4312
6.9333	1.43
6.95	1.4278
6.9667	1.4259
6.9833	1.4254
7	1.4254
7.0167	1.4248
7.0333	1.4237
7.05	1.4242
7.0667	1.4261
7.0833	1.4276
7.1	1.4264
7.1167	1.4238
7.1333	1.423
7.15	1.4229
7.1667	1.4235
7.1833	1.424
7.2	1.4239
7.2167	1.4242
7.2333	1.4249
7.25	1.4254
7.2667	1.425
7.2833	1.4245
7.3	1.4236
7.3167	1.4232
7.3333	1.4228
7.35	1.4217
7.3667	1.4218
7.3833	1.422
7.4	1.4226
7.4167	1.4237
7.4333	1.4242
7.45	1.4232
7.4667	1.422
7.4833	1.4225
7.5	1.4232
7.5167	1.4216
7.5333	1.4201
7.55	1.4202
7.5667	1.4189
7.5833	1.4175
7.6	1.4177
7.6167	1.4166
7.6333	1.4158
7.65	1.4175
7.6667	1.4182
7.6833	1.417
7.7	1.4157
7.7167	1.4154
7.7333	1.4158
7.75	1.4165
7.7667	1.4177
7.7833	1.4179
7.8	1.4174
7.8167	1.4181
7.8333	1.4171
7.85	1.4153
7.8667	1.4142
7.8833	1.4125
7.9	1.4124
7.9167	1.4131
7.9333	1.4129
7.95	1.4125
7.9667	1.4128
7.9833	1.4137
8	1.4127
8.0167	1.4102
8.0333	1.4093
8.05	1.4097
8.0667	1.4089
8.0833	1.4082
8.1	1.4089
8.1167	1.4087
8.1333	1.4089
8.15	1.4093
8.1667	1.4085
8.1833	1.4081
8.2	1.4084
8.2167	1.4073
8.2333	1.4064
8.25	1.4074
8.2667	1.4086
8.2833	1.4086
8.3	1.4093
8.3167	1.4103
8.3333	1.4098
8.35	1.408
8.3667	1.4058
8.3833	1.4051
8.4	1.4061
8.4167	1.4075
8.4333	1.408
8.45	1.4073
8.4667	1.4056
8.4833	1.405
8.5	1.4063
8.5167	1.4068
8.5333	1.4057
8.55	1.4056
8.5667	1.4056
8.5833	1.4043
8.6	1.4032
8.6167	1.4041
8.6333	1.4049
8.65	1.4042
8.6667	1.404
8.6833	1.4038
8.7	1.4028
8.7167	1.4021
8.7333	1.4029
8.75	1.4024
8.7667	1.401
8.7833	1.4008
8.8	1.4019
8.8167	1.402
8.8333	1.4014
8.85	1.4018
8.8667	1.4029
8.8833	1.4036
8.9	1.4023
8.9167	1.401
8.9333	1.4007
8.95	1.4013
8.9667	1.4013
8.9833	1.4007
9	1.3998
9.0167	1.3994
9.0333	1.4001
9.05	1.4004
9.0667	1.4006
9.0833	1.4015
9.1	1.4008
9.1167	1.3993
9.1333	1.4005
9.15	1.4026
9.1667	1.4031
9.1833	1.4039
9.2	1.4046
9.2167	1.4043
9.2333	1.404
9.25	1.404
9.2667	1.4052
9.2833	1.4083
9.3	1.4101
9.3167	1.4098
9.3333	1.41
9.35	1.4102
9.3667	1.4101
9.3833	1.4097
9.4	1.4113
9.4167	1.4141
9.4333	1.415
9.45	1.4166
9.4667	1.4179
9.4833	1.4175
9.5	1.4166
9.5167	1.4156
9.5333	1.4163
9.55	1.4176
9.5667	1.4181
9.5833	1.419
9.6	1.4204
9.6167	1.4215
9.6333	1.4217
9.65	1.4209
9.6667	1.4216
9.6833	1.425
9.7	1.4285
9.7167	1.4303
9.7333	1.4306
9.75	1.4287
9.7667	1.4277
9.7833	1.4299
9.8	1.4329
9.8167	1.4335
9.8333	1.4322
9.85	1.4314
9.8667	1.4303
9.8833	1.4309
9.9	1.4322
9.9167	1.4326
9.9333	1.435
9.95	1.4396
9.9667	1.4417
9.9833	1.4399
10	1.4387
10.0167	1.4397
10.0333	1.4408
10.05	1.4434
10.0667	1.4471
10.0833	1.4476
10.1	1.4487
10.1167	1.4527
10.1333	1.4564
10.15	1.4591
10.1667	1.4628
10.1833	1.4682
10.2	1.4744
10.2167	1.4797
10.2333	1.4849
10.25	1.491
10.2667	1.4963
10.2833	1.5007
10.3	1.5063
10.3167	1.516
10.3333	1.5257
10.35	1.531
10.3667	1.5404
10.3833	1.5539
10.4	1.5605
10.4167	1.5676
10.4333	1.5818
10.45	1.6021
10.4667	1.6265
10.4833	1.6455
10.5	1.6602
10.5167	1.6798
10.5333	1.7019
10.55	1.7244
10.5667	1.7512
10.5833	1.7753
10.6	1.7965
10.6167	1.8241
10.6333	1.8606
10.65	1.9028
10.6667	1.9347
10.6833	1.9597
10.7	1.9945
10.7167	2.0396
10.7333	2.0885
10.75	2.1363
10.7667	2.1825
10.7833	2.2265
10.8	2.2637
10.8167	2.3066
10.8333	2.3758
10.85	2.4504
10.8667	2.509
10.8833	2.5531
10.9	2.6196
10.9167	2.7155
10.9333	2.7849
10.95	2.8153
10.9667	2.864
10.9833	2.9549
11	3.032
11.0167	3.098
11.0333	3.1942
11.05	3.2891
11.0667	3.3496
11.0833	3.4105
11.1	3.4957
11.1167	3.558
11.1333	3.6025
11.15	3.6651
11.1667	3.7416
11.1833	3.8198
11.2	3.8916
11.2167	3.9536
11.2333	4.03
11.25	4.135
11.2667	4.2181
11.2833	4.2776
11.3	4.3547
11.3167	4.4347
11.3333	4.4884
11.35	4.5522
11.3667	4.6587
11.3833	4.751
11.4	4.8014
11.4167	4.8698
11.4333	4.9314
11.45	4.9728
11.4667	5.0489
11.4833	5.1232
11.5	5.1748
11.5167	5.249
11.5333	5.3612
11.55	5.4352
11.5667	5.4522
11.5833	5.4905
11.6	5.5691
11.6167	5.6532
11.6333	5.7164
11.65	5.7534
11.6667	5.8101
11.6833	5.9292
11.7	6.0427
11.7167	6.1006
11.7333	6.135
11.75	6.1847
11.7667	6.2623
11.7833	6.3434
11.8	6.4186
11.8167	6.4866
11.8333	6.5677
11.85	6.6403
11.8667	6.6597
11.8833	6.6547
11.9	6.7072
11.9167	6.8751
11.9333	7.0369
11.95	7.033
11.9667	6.9644
11.9833	6.9905
12	7.0659
12.0167	7.1131
12.0333	7.1955
12.05	7.2972
12.0667	7.316
12.0833	7.3153
12.1	7.3707
12.1167	7.4195
12.1333	7.4233
12.15	7.4992
12.1667	7.5942
12.1833	7.6357
12.2	7.716
12.2167	7.7838
12.2333	7.8256
12.25	7.8714
12.2667	7.9084
12.2833	7.962
12.3	8.0481
12.3167	8.1169
12.3333	8.1514
12.35	8.1444
12.3667	8.1427
12.3833	8.2034
12.4	8.2792
12.4167	8.348
12.4333	8.379
12.45	8.3792
12.4667	8.4133
12.4833	8.4742
12.5	8.5077
12.5167	8.5399
12.5333	8.603
12.55	8.6729
12.5667	8.7236
12.5833	8.7123
12.6	8.6789
12.6167	8.6737
12.6333	8.6965
12.65	8.7658
12.6667	8.8579
12.6833	8.9351
12.7	8.9672
12.7167	8.8977
12.7333	8.8667
12.75	8.9991
12.7667	9.1042
12.7833	9.0953
12.8	9.0511
12.8167	9.0216
12.8333	9.0047
12.85	9.048
12.8667	9.186
12.8833	9.263
12.9	9.2547
12.9167	9.2362
12.9333	9.0495
12.95	8.5643
12.9667	7.983
12.9833	7.5865
13	7.4029
13.0167	7.3322
13.0333	7.3123
13.05	7.3521
13.0667	7.4043
13.0833	7.388
13.1	7.3627
13.1167	7.3538
13.1333	7.3158
13.15	7.2638
13.1667	7.2437
13.1833	7.2406
13.2	7.2293
13.2167	7.2487
13.2333	7.3295
13.25	7.3966
13.2667	7.4119
13.2833	7.5133
13.3	7.6803
13.3167	7.7638
13.3333	7.7605
13.35	7.7285
13.3667	7.7326
13.3833	7.7179
13.4	7.6153
13.4167	7.5107
13.4333	7.4243
13.45	7.3437
13.4667	7.2429
13.4833	7.1271
13.5	7.0566
13.5167	7.0152
13.5333	7.0033
13.55	7.0286
13.5667	7.0747
13.5833	7.1149
13.6	7.1594
13.6167	7.2495
13.6333	7.3795
13.65	7.5097
13.6667	7.6084
13.6833	7.6742
13.7	7.7385
13.7167	7.7957
13.7333	7.8622
13.75	7.9463
13.7667	8.019
13.7833	8.045
13.8	7.9872
13.8167	7.8741
13.8333	7.7685
13.85	7.6703
13.8667	7.5089
13.8833	7.3055
13.9	7.0771
13.9167	6.8254
13.9333	6.6101
13.95	6.4406
13.9667	6.2911
13.9833	6.1324
14	5.9969
14.0167	5.9278
14.0333	5.906
14.05	5.927
14.0667	6.0249
14.0833	6.2101
14.1	6.4802
14.1167	6.8501
14.1333	7.2907
14.15	7.7965
14.1667	8.3392
14.1833	8.8696
14.2	9.4363
14.2167	10.036
14.2333	10.5255
14.25	10.7971
14.2667	10.8027
14.2833	10.6167
14.3	10.3232
14.3167	9.8871
14.3333	9.3196
14.35	8.6507
14.3667	7.9557
14.3833	7.313
14.4	6.7533
14.4167	6.2881
14.4333	5.8761
14.45	5.4782
14.4667	5.153
14.4833	4.9261
14.5	4.7314
14.5167	4.5733
14.5333	4.4667
14.55	4.3874
14.5667	4.3206
14.5833	4.2509
14.6	4.1987
14.6167	4.2191
14.6333	4.2988
14.65	4.391
14.6667	4.4881
14.6833	4.5804
14.7	4.6323
14.7167	4.6436
14.7333	4.7127
14.75	4.8378
14.7667	5.0003
14.7833	5.2468
14.8	5.5491
14.8167	5.9347
14.8333	6.3735
14.85	6.7768
14.8667	7.0978
14.8833	7.3357
14.9	7.5671
14.9167	7.8191
14.9333	8.0432
14.95	8.2157
14.9667	8.335
14.9833	8.3856
15	8.3601
15.0167	8.2611
15.0333	8.0863
15.05	7.8387
15.0667	7.5602
15.0833	7.2611
15.1	6.9192
15.1167	6.5951
15.1333	6.334
15.15	6.1173
15.1667	5.9689
15.1833	5.9088
15.2	5.9172
15.2167	6.0015
15.2333	6.2006
15.25	6.4381
15.2667	6.618
15.2833	6.717
15.3	6.6617
15.3167	6.4699
15.3333	6.1967
15.35	5.8103
15.3667	5.3273
15.3833	4.8192
15.4	4.365
15.4167	3.9751
15.4333	3.611
15.45	3.3004
15.4667	3.0812
15.4833	2.9331
15.5	2.8241
15.5167	2.7667
15.5333	2.7543
15.55	2.7502
15.5667	2.753
15.5833	2.7778
15.6	2.8129
15.6167	2.8436
15.6333	2.8642
15.65	2.8669
15.6667	2.8512
15.6833	2.8195
15.7	2.7707
15.7167	2.7176
15.7333	2.6666
15.75	2.6065
15.7667	2.5409
15.7833	2.4896
15.8	2.4648
15.8167	2.4561
15.8333	2.448
15.85	2.446
15.8667	2.4596
15.8833	2.4907
15.9	2.552
15.9167	2.6433
15.9333	2.7232
15.95	2.7857
15.9667	2.8599
15.9833	2.9302
16	2.9731
16.0167	2.98
16.0333	2.9503
16.05	2.9073
16.0667	2.8692
16.0833	2.8104
16.1	2.7125
16.1167	2.5926
16.1333	2.471
16.15	2.3488
16.1667	2.2271
16.1833	2.1108
16.2	2.004
16.2167	1.9096
16.2333	1.8257
16.25	1.7619
16.2667	1.7205
16.2833	1.6924
16.3	1.6706
16.3167	1.6602
16.3333	1.6699
16.35	1.7
16.3667	1.7476
16.3833	1.8219
16.4	1.9449
16.4167	2.1374
16.4333	2.4663
16.45	3.0614
16.4667	4.0805
16.4833	5.8389
16.5	8.7511
16.5167	13.1432
16.5333	19.2815
16.55	27.253
16.5667	36.6533
16.5833	46.57
16.6	55.6855
16.6167	62.4903
16.6333	66.2405
16.65	66.4181
16.6667	63.0779
16.6833	57.268
16.7	49.6528
16.7167	40.9478
16.7333	32.2109
16.75	24.3122
16.7667	17.8088
16.7833	12.8155
16.8	9.1521
16.8167	6.5938
16.8333	4.8653
16.85	3.7326
16.8667	3.004
16.8833	2.5321
16.9	2.2397
16.9167	2.0536
16.9333	1.9172
16.95	1.8185
16.9667	1.7449
16.9833	1.6896
17	1.6444
17.0167	1.6071
17.0333	1.5792
17.05	1.557
17.0667	1.5379
17.0833	1.5216
17.1	1.5077
17.1167	1.495
17.1333	1.4828
17.15	1.4715
17.1667	1.462
17.1833	1.4547
17.2	1.4477
17.2167	1.4417
17.2333	1.4368
17.25	1.4316
17.2667	1.4278
17.2833	1.4242
17.3	1.4202
17.3167	1.4168
17.3333	1.4132
17.35	1.4099
17.3667	1.408
17.3833	1.4063
17.4	1.4032
17.4167	1.3997
17.4333	1.3971
17.45	1.3965
17.4667	1.3958
17.4833	1.3948
17.5	1.3949
17.5167	1.3952
17.5333	1.3957
17.55	1.3957
17.5667	1.3951
17.5833	1.3944
17.6	1.3936
17.6167	1.3927
17.6333	1.3937
17.65	1.3936
17.6667	1.3922
17.6833	1.3912
17.7	1.3893
17.7167	1.3861
17.7333	1.3842
17.75	1.3853
17.7667	1.387
17.7833	1.3876
17.8	1.3867
17.8167	1.3842
17.8333	1.3816
17.85	1.3792
17.8667	1.3776
17.8833	1.3778
17.9	1.3783
17.9167	1.3773
17.9333	1.3766
17.95	1.3765
17.9667	1.3761
17.9833	1.3748
18	1.3733
18.0167	1.3724
18.0333	1.3716
18.05	1.3714
18.0667	1.3709
18.0833	1.3698
18.1	1.3701
18.1167	1.3711
18.1333	1.3708
18.15	1.3714
18.1667	1.3717
18.1833	1.3713
18.2	1.3712
18.2167	1.3695
18.2333	1.3689
18.25	1.3697
18.2667	1.3698
18.2833	1.3695
18.3	1.3695
18.3167	1.3697
18.3333	1.3697
18.35	1.3693
18.3667	1.3685
18.3833	1.3685
18.4	1.3693
18.4167	1.3688
18.4333	1.3673
18.45	1.3672
18.4667	1.366
18.4833	1.3655
18.5	1.3666
18.5167	1.3662
18.5333	1.3658
18.55	1.3654
18.5667	1.3656
18.5833	1.366
18.6	1.3669
18.6167	1.3684
18.6333	1.3675
18.65	1.3662
18.6667	1.3663
18.6833	1.3657
18.7	1.3656
18.7167	1.3652
18.7333	1.3644
18.75	1.3646
18.7667	1.365
18.7833	1.3643
18.8	1.3639
18.8167	1.363
18.8333	1.3625
18.85	1.3638
18.8667	1.3642
18.8833	1.3639
18.9	1.3634
18.9167	1.363
18.9333	1.3632
18.95	1.3634
18.9667	1.3637
18.9833	1.3639
19	1.3636
19.0167	1.3633
19.0333	1.3645
19.05	1.3666
19.0667	1.3674
19.0833	1.366
19.1	1.3646
19.1167	1.3649
19.1333	1.3645
19.15	1.3629
19.1667	1.3623
19.1833	1.3615
19.2	1.3599
19.2167	1.3587
19.2333	1.359
19.25	1.3602
19.2667	1.3608
19.2833	1.3617
19.3	1.3621
19.3167	1.3614
19.3333	1.3604
19.35	1.3588
19.3667	1.3583
19.3833	1.3582
19.4	1.3578
19.4167	1.3586
19.4333	1.3596
19.45	1.3603
19.4667	1.3603
19.4833	1.36
19.5	1.3595
19.5167	1.3588
19.5333	1.359
19.55	1.3588
19.5667	1.3579
19.5833	1.3573
19.6	1.3573
19.6167	1.3576
19.6333	1.3572
19.65	1.3576
19.6667	1.3573
19.6833	1.3573
19.7	1.3577
19.7167	1.3567
19.7333	1.3556
19.75	1.356
19.7667	1.3566
19.7833	1.3568
19.8	1.357
19.8167	1.3564
19.8333	1.356
19.85	1.3563
19.8667	1.3564
19.8833	1.3565
19.9	1.3567
19.9167	1.3564
19.9333	1.355
19.95	1.354
19.9667	1.3545
19.9833	1.3549
20	1.3551
20.0167	1.3548
20.0333	1.3538
20.05	1.3534
20.0667	1.3541
20.0833	1.3549
20.1	1.3547
20.1167	1.3538
20.1333	1.3538
20.15	1.3536
20.1667	1.3544
20.1833	1.3549
20.2	1.3538
20.2167	1.3529
20.2333	1.3534
20.25	1.3531
20.2667	1.3526
20.2833	1.3528
20.3	1.3529
20.3167	1.3529
20.3333	1.3533
20.35	1.3542
20.3667	1.3535
20.3833	1.3519
20.4	1.3508
20.4167	1.3499
20.4333	1.3497
20.45	1.3499
20.4667	1.3503
20.4833	1.3515
20.5	1.3522
20.5167	1.3515
20.5333	1.3505
20.55	1.3496
20.5667	1.3499
20.5833	1.3507
20.6	1.3508
20.6167	1.3509
20.6333	1.3512
20.65	1.3509
20.6667	1.3506
20.6833	1.3514
20.7	1.3512
20.7167	1.3506
20.7333	1.3504
20.75	1.3503
20.7667	1.3499
20.7833	1.3503
20.8	1.3503
20.8167	1.3492
20.8333	1.3484
