Time	Normalized Value
4.7833	1.3263
4.8	1.3203
4.8167	1.3124
4.8333	1.3067
4.85	1.3027
4.8667	1.3008
4.8833	1.305
4.9	1.309
4.9167	1.3107
4.9333	1.3106
4.95	1.3037
4.9667	1.2974
4.9833	1.2981
5	1.3035
5.0167	1.3126
5.0333	1.3204
5.05	1.3258
5.0667	1.3267
5.0833	1.32
5.1	1.3113
5.1167	1.3041
5.1333	1.2982
5.15	1.297
5.1667	1.3009
5.1833	1.3075
5.2	1.3114
5.2167	1.3044
5.2333	1.2971
5.25	1.2998
5.2667	1.3083
5.2833	1.3132
5.3	1.3115
5.3167	1.3086
5.3333	1.3102
5.35	1.3197
5.3667	1.3291
5.3833	1.3285
5.4	1.3207
5.4167	1.3149
5.4333	1.3111
5.45	1.3057
5.4667	1.3055
5.4833	1.3117
5.5	1.3132
5.5167	1.3081
5.5333	1.3025
5.55	1.2968
5.5667	1.2905
5.5833	1.2866
5.6	1.2823
5.6167	1.2749
5.6333	1.2686
5.65	1.2697
5.6667	1.2778
5.6833	1.2864
5.7	1.2943
5.7167	1.3013
5.7333	1.3042
5.75	1.3066
5.7667	1.3123
5.7833	1.3203
5.8	1.3254
5.8167	1.3244
5.8333	1.3171
5.85	1.3031
5.8667	1.2902
5.8833	1.2885
5.9	1.2966
5.9167	1.2998
5.9333	1.3013
5.95	1.3107
5.9667	1.3189
5.9833	1.3201
6	1.3175
6.0167	1.3135
6.0333	1.3086
6.05	1.305
6.0667	1.3059
6.0833	1.3112
6.1	1.3197
6.1167	1.329
6.1333	1.3337
6.15	1.3324
6.1667	1.3311
6.1833	1.3344
6.2	1.3354
6.2167	1.3279
6.2333	1.3171
6.25	1.3087
6.2667	1.3019
6.2833	1.2958
6.3	1.2963
6.3167	1.3072
6.3333	1.3174
6.35	1.3135
6.3667	1.3015
6.3833	1.2935
6.4	1.2887
6.4167	1.2842
6.4333	1.2823
6.45	1.283
6.4667	1.2825
6.4833	1.2857
6.5	1.2948
6.5167	1.3023
6.5333	1.3053
6.55	1.307
6.5667	1.308
6.5833	1.3089
6.6	1.3123
6.6167	1.3124
6.6333	1.3058
6.65	1.2935
6.6667	1.2839
6.6833	1.2843
6.7	1.2874
6.7167	1.29
6.7333	1.2902
6.75	1.2865
6.7667	1.2869
6.7833	1.292
6.8	1.2942
6.8167	1.2964
6.8333	1.3048
6.85	1.3143
6.8667	1.3185
6.8833	1.3169
6.9	1.315
6.9167	1.3116
6.9333	1.3057
6.95	1.3033
6.9667	1.301
6.9833	1.3
7	1.304
7.0167	1.3066
7.0333	1.3028
7.05	1.3014
7.0667	1.3026
7.0833	1.2951
7.1	1.2871
7.1167	1.2901
7.1333	1.2951
7.15	1.2926
7.1667	1.2894
7.1833	1.2942
7.2	1.3055
7.2167	1.3168
7.2333	1.3224
7.25	1.3206
7.2667	1.3105
7.2833	1.2952
7.3	1.2903
7.3167	1.3022
7.3333	1.3139
7.35	1.3145
7.3667	1.311
7.3833	1.3104
7.4	1.314
7.4167	1.3171
7.4333	1.3183
7.45	1.3218
7.4667	1.3257
7.4833	1.3273
7.5	1.3248
7.5167	1.3155
7.5333	1.3035
7.55	1.2964
7.5667	1.2967
7.5833	1.2999
7.6	1.2975
7.6167	1.2946
7.6333	1.2987
7.65	1.3028
7.6667	1.3032
7.6833	1.3031
7.7	1.3081
7.7167	1.3176
7.7333	1.3232
7.75	1.3223
7.7667	1.3201
7.7833	1.3201
7.8	1.3195
7.8167	1.3145
7.8333	1.3108
7.85	1.3105
7.8667	1.3107
7.8833	1.3105
7.9	1.3097
7.9167	1.3146
7.9333	1.3186
7.95	1.3119
7.9667	1.3018
7.9833	1.2965
8	1.2981
8.0167	1.3035
8.0333	1.3101
8.05	1.314
8.0667	1.3113
8.0833	1.309
8.1	1.3096
8.1167	1.3101
8.1333	1.3124
8.15	1.318
8.1667	1.3289
8.1833	1.3355
8.2	1.3324
8.2167	1.3312
8.2333	1.3336
8.25	1.333
8.2667	1.3289
8.2833	1.3236
8.3	1.3193
8.3167	1.3153
8.3333	1.3134
8.35	1.311
8.3667	1.3081
8.3833	1.3039
8.4	1.2992
8.4167	1.3019
8.4333	1.3091
8.45	1.3171
8.4667	1.3247
8.4833	1.3311
8.5	1.3401
8.5167	1.3489
8.5333	1.3451
8.55	1.3299
8.5667	1.3197
8.5833	1.3179
8.6	1.3167
8.6167	1.3132
8.6333	1.312
8.65	1.3131
8.6667	1.3102
8.6833	1.3057
8.7	1.3072
8.7167	1.3165
8.7333	1.3255
8.75	1.3248
8.7667	1.3206
8.7833	1.3229
8.8	1.3256
8.8167	1.3216
8.8333	1.3145
8.85	1.3092
8.8667	1.3052
8.8833	1.3011
8.9	1.3005
8.9167	1.3059
8.9333	1.3127
8.95	1.3197
8.9667	1.3257
8.9833	1.3239
9	1.3161
9.0167	1.3088
9.0333	1.3028
9.05	1.2979
9.0667	1.2953
9.0833	1.2996
9.1	1.3109
9.1167	1.3233
9.1333	1.3305
9.15	1.3293
9.1667	1.3258
9.1833	1.3238
9.2	1.3213
9.2167	1.3209
9.2333	1.3271
9.25	1.3328
9.2667	1.3346
9.2833	1.3363
9.3	1.3424
9.3167	1.3509
9.3333	1.352
9.35	1.3509
9.3667	1.351
9.3833	1.3465
9.4	1.3446
9.4167	1.3481
9.4333	1.3523
9.45	1.354
9.4667	1.3589
9.4833	1.3721
9.5	1.3857
9.5167	1.3917
9.5333	1.391
9.55	1.3871
9.5667	1.3855
9.5833	1.3927
9.6	1.4054
9.6167	1.4186
9.6333	1.4236
9.65	1.4226
9.6667	1.4264
9.6833	1.4309
9.7	1.4303
9.7167	1.429
9.7333	1.4309
9.75	1.429
9.7667	1.4252
9.7833	1.4296
9.8	1.4413
9.8167	1.4517
9.8333	1.4533
9.85	1.4473
9.8667	1.4393
9.8833	1.4373
9.9	1.4399
9.9167	1.4398
9.9333	1.4421
9.95	1.4548
9.9667	1.47
9.9833	1.4775
10	1.4811
10.0167	1.4832
10.0333	1.4776
10.05	1.4677
10.0667	1.4661
10.0833	1.4739
10.1	1.48
10.1167	1.4786
10.1333	1.4784
10.15	1.4807
10.1667	1.4782
10.1833	1.474
10.2	1.4775
10.2167	1.4882
10.2333	1.5002
10.25	1.5084
10.2667	1.5089
10.2833	1.508
10.3	1.5085
10.3167	1.512
10.3333	1.5182
10.35	1.5275
10.3667	1.5429
10.3833	1.5565
10.4	1.5598
10.4167	1.5538
10.4333	1.5474
10.45	1.5435
10.4667	1.5417
10.4833	1.5483
10.5	1.56
10.5167	1.5667
10.5333	1.5715
10.55	1.5785
10.5667	1.5805
10.5833	1.5741
10.6	1.5721
10.6167	1.573
10.6333	1.5676
10.65	1.5606
10.6667	1.5619
10.6833	1.5718
10.7	1.5798
10.7167	1.5802
10.7333	1.5798
10.75	1.5833
10.7667	1.5911
10.7833	1.605
10.8	1.616
10.8167	1.6161
10.8333	1.6108
10.85	1.6077
10.8667	1.6086
10.8833	1.613
10.9	1.619
10.9167	1.6287
10.9333	1.6414
10.95	1.6484
10.9667	1.6568
10.9833	1.6689
11	1.674
11.0167	1.6713
11.0333	1.6659
11.05	1.6596
11.0667	1.6521
11.0833	1.6501
11.1	1.6608
11.1167	1.6817
11.1333	1.7008
11.15	1.7096
11.1667	1.7146
11.1833	1.7146
11.2	1.7145
11.2167	1.7253
11.2333	1.7439
11.25	1.7636
11.2667	1.7808
11.2833	1.7985
11.3	1.8112
11.3167	1.8187
11.3333	1.8299
11.35	1.8399
11.3667	1.8429
11.3833	1.8524
11.4	1.8704
11.4167	1.8815
11.4333	1.8884
11.45	1.9034
11.4667	1.9216
11.4833	1.9344
11.5	1.9465
11.5167	1.9646
11.5333	1.991
11.55	2.0198
11.5667	2.0444
11.5833	2.068
11.6	2.0936
11.6167	2.1201
11.6333	2.1459
11.65	2.1729
11.6667	2.2033
11.6833	2.2358
11.7	2.2647
11.7167	2.2913
11.7333	2.3184
11.75	2.3558
11.7667	2.413
11.7833	2.4801
11.8	2.5472
11.8167	2.6058
11.8333	2.6562
11.85	2.7054
11.8667	2.7527
11.8833	2.8047
11.9	2.8669
11.9167	2.9228
11.9333	2.9776
11.95	3.0467
11.9667	3.1204
11.9833	3.196
12	3.2652
12.0167	3.328
12.0333	3.4087
12.05	3.5094
12.0667	3.6187
12.0833	3.7267
12.1	3.8303
12.1167	3.9242
12.1333	4.0068
12.15	4.0931
12.1667	4.1928
12.1833	4.3
12.2	4.4008
12.2167	4.4969
12.2333	4.5995
12.25	4.7078
12.2667	4.8213
12.2833	4.951
12.3	5.1021
12.3167	5.2554
12.3333	5.4003
12.35	5.5246
12.3667	5.6235
12.3833	5.733
12.4	5.8604
12.4167	5.9895
12.4333	6.1216
12.45	6.2488
12.4667	6.3774
12.4833	6.5217
12.5	6.6745
12.5167	6.8263
12.5333	6.9791
12.55	7.1134
12.5667	7.2357
12.5833	7.3799
12.6	7.5357
12.6167	7.696
12.6333	7.8532
12.65	7.996
12.6667	8.1443
12.6833	8.3078
12.7	8.4626
12.7167	8.606
12.7333	8.7524
12.75	8.9083
12.7667	9.0825
12.7833	9.2601
12.8	9.4296
12.8167	9.5904
12.8333	9.7441
12.85	9.9119
12.8667	10.1138
12.8833	10.3276
12.9	10.5207
12.9167	10.6802
12.9333	10.8324
12.95	11.0076
12.9667	11.1844
12.9833	11.3754
13	11.6001
13.0167	11.7896
13.0333	11.8962
13.05	11.9748
13.0667	12.0818
13.0833	12.2152
13.1	12.359
13.1167	12.5285
13.1333	12.7203
13.15	12.9042
13.1667	13.061
13.1833	13.1832
13.2	13.2965
13.2167	13.408
13.2333	13.5194
13.25	13.6332
13.2667	13.7406
13.2833	13.8333
13.3	13.9214
13.3167	14.0115
13.3333	14.1067
13.35	14.2089
13.3667	14.2725
13.3833	14.2916
13.4	14.3188
13.4167	14.3717
13.4333	14.4455
13.45	14.5156
13.4667	14.5665
13.4833	14.6134
13.5	14.6349
13.5167	14.6246
13.5333	14.6036
13.55	14.5792
13.5667	14.5697
13.5833	14.5738
13.6	14.5647
13.6167	14.5237
13.6333	14.4539
13.65	14.3757
13.6667	14.2975
13.6833	14.2301
13.7	14.1897
13.7167	14.1521
13.7333	14.0828
13.75	14.0118
13.7667	13.9569
13.7833	13.8793
13.8	13.7769
13.8167	13.6945
13.8333	13.627
13.85	13.5339
13.8667	13.4315
13.8833	13.3236
13.9	13.1905
13.9167	13.0451
13.9333	12.8903
13.95	12.7152
13.9667	12.5195
13.9833	12.3203
14	12.1421
14.0167	12.0122
14.0333	11.9058
14.05	11.7641
14.0667	11.6092
14.0833	11.4816
14.1	11.3604
14.1167	11.2383
14.1333	11.1074
14.15	10.9587
14.1667	10.8122
14.1833	10.6756
14.2	10.5333
14.2167	10.3434
14.2333	10.121
14.25	9.9373
14.2667	9.797
14.2833	9.6764
14.3	9.5577
14.3167	9.4232
14.3333	9.2711
14.35	9.1165
14.3667	8.9681
14.3833	8.8021
14.4	8.6318
14.4167	8.4963
14.4333	8.3871
14.45	8.2928
14.4667	8.1943
14.4833	8.078
14.5	7.9456
14.5167	7.7955
14.5333	7.6436
14.55	7.4977
14.5667	7.3647
14.5833	7.2532
14.6	7.1555
14.6167	7.0633
14.6333	6.9865
14.65	6.9165
14.6667	6.8124
14.6833	6.6812
14.7	6.5666
14.7167	6.4855
14.7333	6.4137
14.75	6.3211
14.7667	6.2072
14.7833	6.0846
14.8	5.9653
14.8167	5.8633
14.8333	5.7688
14.85	5.6816
14.8667	5.6078
14.8833	5.535
14.9	5.453
14.9167	5.3801
14.9333	5.3315
14.95	5.2896
14.9667	5.2452
14.9833	5.1807
15	5.0933
15.0167	4.9967
15.0333	4.8963
15.05	4.8206
15.0667	4.7587
15.0833	4.6932
15.1	4.6388
15.1167	4.5889
15.1333	4.5507
15.15	4.5246
15.1667	4.498
15.1833	4.4688
15.2	4.4197
15.2167	4.3527
15.2333	4.2899
15.25	4.2428
15.2667	4.2148
15.2833	4.1926
15.3	4.1707
15.3167	4.1597
15.3333	4.1622
15.35	4.1667
15.3667	4.155
15.3833	4.1264
15.4	4.1086
15.4167	4.0989
15.4333	4.0784
15.45	4.0576
15.4667	4.0418
15.4833	4.0336
15.5	4.0335
15.5167	4.0336
15.5333	4.0289
15.55	4.0224
15.5667	4.0272
15.5833	4.0327
15.6	4.0311
15.6167	4.0255
15.6333	4.0256
15.65	4.0373
15.6667	4.0463
15.6833	4.0518
15.7	4.0524
15.7167	4.0457
15.7333	4.0476
15.75	4.0557
15.7667	4.0535
15.7833	4.0595
15.8	4.0696
15.8167	4.0679
15.8333	4.0586
15.85	4.0535
15.8667	4.0542
15.8833	4.046
15.9	4.0295
15.9167	4.016
15.9333	4.0181
15.95	4.0291
15.9667	4.0341
15.9833	4.0277
16	4.0263
16.0167	4.041
16.0333	4.0507
16.05	4.0492
16.0667	4.0578
16.0833	4.0772
16.1	4.0927
16.1167	4.1006
16.1333	4.0999
16.15	4.0867
16.1667	4.068
16.1833	4.0548
16.2	4.0582
16.2167	4.0758
16.2333	4.0981
16.25	4.1292
16.2667	4.1658
16.2833	4.2007
16.3	4.233
16.3167	4.2549
16.3333	4.2651
16.35	4.282
16.3667	4.3115
16.3833	4.3429
16.4	4.3624
16.4167	4.3645
16.4333	4.3522
16.45	4.336
16.4667	4.328
16.4833	4.3285
16.5	4.3283
16.5167	4.3255
16.5333	4.3312
16.55	4.3491
16.5667	4.3576
16.5833	4.3492
16.6	4.3404
16.6167	4.3286
16.6333	4.3102
16.65	4.3009
16.6667	4.3022
16.6833	4.3063
16.7	4.3055
16.7167	4.2925
16.7333	4.2858
16.75	4.2913
16.7667	4.2864
16.7833	4.2722
16.8	4.2589
16.8167	4.2465
16.8333	4.2409
16.85	4.2454
16.8667	4.2665
16.8833	4.3131
16.9	4.3988
16.9167	4.5402
16.9333	4.7537
16.95	5.0824
16.9667	5.5728
16.9833	6.2527
17	7.1376
17.0167	8.2729
17.0333	9.7014
17.05	11.3959
17.0667	13.297
17.0833	15.3529
17.1	17.5308
17.1167	19.7294
17.1333	21.786
17.15	23.5616
17.1667	25.0291
17.1833	26.1669
17.2	26.9356
17.2167	27.3039
17.2333	27.2727
17.25	26.9062
17.2667	26.2469
17.2833	25.3708
17.3	24.3186
17.3167	23.0728
17.3333	21.7712
17.35	20.5274
17.3667	19.3192
17.3833	18.1569
17.4	17.0715
17.4167	16.0846
17.4333	15.1978
17.45	14.4369
17.4667	13.8363
17.4833	13.3916
17.5	13.0959
17.5167	12.9781
17.5333	13.0281
17.55	13.211
17.5667	13.5247
17.5833	13.9301
17.6	14.3292
17.6167	14.6434
17.6333	14.8197
17.65	14.8318
17.6667	14.668
17.6833	14.3391
17.7	13.8778
17.7167	13.2935
17.7333	12.5954
17.75	11.8027
17.7667	10.9356
17.7833	10.0317
17.8	9.1501
17.8167	8.3245
17.8333	7.5544
17.85	6.8388
17.8667	6.1847
17.8833	5.6125
17.9	5.1164
17.9167	4.6775
17.9333	4.2861
17.95	3.9425
17.9667	3.6462
17.9833	3.3866
18	3.1655
18.0167	2.9812
18.0333	2.8174
18.05	2.6805
18.0667	2.5647
18.0833	2.4564
18.1	2.3604
18.1167	2.2818
18.1333	2.2243
18.15	2.1748
18.1667	2.1204
18.1833	2.0636
18.2	2.0098
18.2167	1.9691
18.2333	1.9487
18.25	1.9382
18.2667	1.9325
18.2833	1.9347
18.3	1.9382
18.3167	1.9425
18.3333	1.9526
18.35	1.9604
18.3667	1.9561
18.3833	1.9478
18.4	1.9475
18.4167	1.9574
18.4333	1.965
18.45	1.9662
18.4667	1.9709
18.4833	1.9822
18.5	1.994
18.5167	2.0009
18.5333	2.0105
18.55	2.0369
18.5667	2.068
18.5833	2.087
18.6	2.1077
18.6167	2.1277
18.6333	2.1193
18.65	2.0853
18.6667	2.0434
18.6833	1.9908
18.7	1.9276
18.7167	1.8605
18.7333	1.8002
18.75	1.7494
18.7667	1.6968
18.7833	1.6444
18.8	1.6004
18.8167	1.5656
18.8333	1.5365
18.85	1.5101
18.8667	1.4822
18.8833	1.4476
18.9	1.4076
18.9167	1.3706
18.9333	1.349
18.95	1.3389
18.9667	1.3323
18.9833	1.3321
19	1.3345
19.0167	1.3302
19.0333	1.3231
19.05	1.3237
19.0667	1.3355
19.0833	1.3464
19.1	1.3517
19.1167	1.3608
19.1333	1.3695
19.15	1.3719
19.1667	1.3687
19.1833	1.3643
19.2	1.3556
19.2167	1.3403
19.2333	1.3221
19.25	1.3057
19.2667	1.2991
19.2833	1.301
19.3	1.3019
19.3167	1.2952
19.3333	1.2841
19.35	1.2729
19.3667	1.2609
19.3833	1.2458
19.4	1.2321
19.4167	1.2291
19.4333	1.23
19.45	1.2255
19.4667	1.2194
19.4833	1.2141
19.5	1.2107
19.5167	1.2091
19.5333	1.2076
19.55	1.209
19.5667	1.2103
19.5833	1.2074
19.6	1.2077
19.6167	1.2149
19.6333	1.2277
19.65	1.2384
19.6667	1.2449
19.6833	1.2542
19.7	1.2637
19.7167	1.2682
19.7333	1.2684
19.75	1.2699
19.7667	1.2739
19.7833	1.2778
19.8	1.2829
19.8167	1.2866
19.8333	1.2881
19.85	1.2974
19.8667	1.3119
19.8833	1.3221
19.9	1.3317
19.9167	1.3385
19.9333	1.3425
19.95	1.3472
19.9667	1.3437
19.9833	1.3346
20	1.3315
20.0167	1.3302
20.0333	1.333
20.05	1.342
20.0667	1.3495
20.0833	1.3575
20.1	1.364
20.1167	1.3697
20.1333	1.3738
20.15	1.3735
20.1667	1.369
20.1833	1.3644
20.2	1.3659
20.2167	1.3668
20.2333	1.3664
20.25	1.3665
20.2667	1.3634
20.2833	1.3571
20.3	1.3565
20.3167	1.3603
20.3333	1.3643
20.35	1.3713
20.3667	1.3753
20.3833	1.3713
20.4	1.3572
20.4167	1.3447
20.4333	1.3405
20.45	1.3365
20.4667	1.3349
20.4833	1.3358
20.5	1.3336
20.5167	1.3353
20.5333	1.3378
20.55	1.3368
20.5667	1.3354
20.5833	1.3353
20.6	1.3393
20.6167	1.3472
20.6333	1.3553
20.65	1.359
20.6667	1.3601
20.6833	1.361
20.7	1.3608
20.7167	1.3596
20.7333	1.3601
20.75	1.3573
20.7667	1.3458
20.7833	1.3339
20.8	1.3318
20.8167	1.3376
20.8333	1.3442
20.85	1.3493
20.8667	1.3535
20.8833	1.3569
20.9	1.3555
20.9167	1.3497
20.9333	1.3447
20.95	1.3372
20.9667	1.328
20.9833	1.3239
21	1.3226
21.0167	1.3216
21.0333	1.3235
21.05	1.3312
21.0667	1.3416
21.0833	1.3509
21.1	1.3539
21.1167	1.3489
21.1333	1.3458
21.15	1.3431
21.1667	1.3373
21.1833	1.3363
21.2	1.3427
21.2167	1.3468
21.2333	1.3433
21.25	1.3351
21.2667	1.328
21.2833	1.3293
21.3	1.336
21.3167	1.3386
21.3333	1.3333
21.35	1.323
21.3667	1.3162
21.3833	1.3186
21.4	1.3219
21.4167	1.3192
21.4333	1.3161
21.45	1.3188
21.4667	1.3253
21.4833	1.3298
21.5	1.3338
21.5167	1.3382
21.5333	1.3368
21.55	1.3298
21.5667	1.3258
21.5833	1.3242
21.6	1.3204
21.6167	1.319
21.6333	1.3216
21.65	1.327
21.6667	1.3319
21.6833	1.3305
21.7	1.3267
21.7167	1.3272
21.7333	1.3325
21.75	1.3409
21.7667	1.3456
21.7833	1.3477
21.8	1.3538
21.8167	1.3625
21.8333	1.3712
21.85	1.3769
21.8667	1.3784
21.8833	1.3755
21.9	1.3708
21.9167	1.3684
21.9333	1.3682
21.95	1.3685
21.9667	1.3685
21.9833	1.3722
22	1.3755
22.0167	1.3682
22.0333	1.3554
22.05	1.3476
22.0667	1.3438
22.0833	1.3389
22.1	1.3319
22.1167	1.3271
22.1333	1.3321
22.15	1.3361
22.1667	1.3342
22.1833	1.3333
22.2	1.3278
22.2167	1.3213
22.2333	1.3199
22.25	1.3199
22.2667	1.3209
22.2833	1.3264
22.3	1.3336
22.3167	1.3349
22.3333	1.3369
22.35	1.3449
22.3667	1.3481
22.3833	1.342
22.4	1.335
22.4167	1.3354
22.4333	1.3385
22.45	1.3376
22.4667	1.3402
22.4833	1.3522
22.5	1.3608
22.5167	1.3596
22.5333	1.3535
22.55	1.3419
22.5667	1.3315
22.5833	1.328
22.6	1.3265
22.6167	1.3237
22.6333	1.3221
22.65	1.3276
22.6667	1.3333
22.6833	1.3299
22.7	1.3256
22.7167	1.3295
22.7333	1.335
22.75	1.3276
22.7667	1.3131
22.7833	1.3012
22.8	1.2929
22.8167	1.2892
22.8333	1.2907
22.85	1.3007
22.8667	1.3156
22.8833	1.3263
22.9	1.3263
22.9167	1.3215
22.9333	1.3204
22.95	1.3244
22.9667	1.3283
22.9833	1.3252
23	1.3213
23.0167	1.3223
23.0333	1.3235
23.05	1.3204
23.0667	1.3179
23.0833	1.3193
23.1	1.3248
23.1167	1.3276
23.1333	1.3243
23.15	1.3197
23.1667	1.3181
23.1833	1.3206
23.2	1.3253
23.2167	1.3298
23.2333	1.3332
23.25	1.3338
23.2667	1.33
23.2833	1.3263
23.3	1.3251
23.3167	1.3254
23.3333	1.3337
23.35	1.3469
23.3667	1.3535
23.3833	1.3516
23.4	1.3437
23.4167	1.3369
23.4333	1.3334
23.45	1.328
23.4667	1.3219
23.4833	1.3195
