Time	Normalized Value
3.35	2.941
3.3667	2.942
3.3833	2.9463
3.4	2.9598
3.4167	2.9825
3.4333	2.9896
3.45	2.9954
3.4667	3.0176
3.4833	3.0328
3.5	3.0454
3.5167	3.0629
3.5333	3.0963
3.55	3.1356
3.5667	3.1697
3.5833	3.2077
3.6	3.2323
3.6167	3.2396
3.6333	3.2666
3.65	3.3071
3.6667	3.3482
3.6833	3.3911
3.7	3.4307
3.71667683696659	3.51414362925719
3.73346835283225	3.61632360985601
3.75	3.7193
3.7667	3.8238
3.78342311253262	3.98417154001176
3.80063441629492	4.05774112604291
3.81658635636731	4.1537903078058
3.83337787223298	4.22122909500102
3.85142875178857	4.30501667909206
3.86654111606767	4.3622374682274
3.8879502987964	4.42354545658669
3.89886478410908	4.42763265581064
3.91649587576803	4.47872264611005
3.9332873916337	4.48689704455796
3.94588102853295	4.44602505231843
3.96770999915832	4.43171985503459
3.98324215133406	4.39902226124297
4.00003366719973	4.3274962748238
4.01136794040906	4.27436268491241
4.03653312010773	4.21589881448443
4.04740341722077	4.20285622333029
4.06675784866594	4.14742521092519
4.0833	4.1012
4.1	4.1003
4.1167	4.0723
4.1333	4.0072
4.15	3.9616
4.1667	3.9306
4.1833	3.8928
4.2	3.8571
4.2167	3.8379
4.2333	3.8405
4.25	3.8326
4.2667	3.7885
4.2833	3.7534
4.3	3.7466
4.3167	3.7498
4.3333	3.7606
4.35	3.7652
4.3667	3.7501
4.3833	3.7116
4.4	3.6851
4.4167	3.6883
4.4333	3.7109
4.45	3.7072
4.4667	3.6672
4.4833	3.6433
4.5	3.627
4.5167	3.6212
4.5333	3.6166
4.55	3.6178
4.5667	3.6576
4.5833	3.7043
4.6	3.7498
4.6167	3.8398
4.6333	3.9622
4.65	4.1065
4.6667	4.2512
4.6833	4.4012
4.7	4.6446
4.7167	4.87
4.7333	5.0134
4.75	5.151
4.7667	5.2677
4.7833	5.4579
4.8	5.6903
4.8167	5.9273
4.8333	6.1673
4.85	6.3411
4.8667	6.6378
4.8833	6.928
4.9	7.053
4.9167	7.1937
4.9333	7.3019
4.95	7.301
4.9667	7.2553
4.9833	7.1776
5	7.0291
5.0167	6.8663
5.0333	6.7462
5.05	6.5478
5.0667	6.2415
5.0833	5.9506
5.1	5.6938
5.1167	5.4231
5.1333	5.1251
5.15	4.84
5.1667	4.5932
5.1833	4.3644
5.2	4.1665
5.2167	4.0024
5.2333	3.8569
5.25	3.7235
5.2667	3.5981
5.2833	3.4904
5.3	3.3924
5.3167	3.3197
5.3333	3.2774
5.35	3.2532
5.3667	3.2524
5.3833	3.3013
5.4	3.405
5.4167	3.6068
5.4333	3.9845
5.45	4.5504
5.4667	5.4382
5.4833	6.748
5.5	8.5058
5.5167	10.7707
5.5333	13.3828
5.55	16.0768
5.5667	18.6732
5.5833	20.8794
5.6	22.5476
5.6167	23.502
5.6333	23.3637
5.65	22.6493
5.6667	21.6466
5.6833	20.2442
5.7	18.7236
5.7167	17.0999
5.7333	15.4889
5.75	14.0098
5.7667	12.6652
5.7833	11.4469
5.8	10.2909
5.8167	9.4082
5.8333	8.7863
5.85	8.1292
5.8667	7.4785
5.8833	6.8979
5.9	6.3316
5.9167	5.7724
5.9333	5.2779
5.95	4.8629
5.9667	4.5001
5.9833	4.1726
6	3.9127
6.0167	3.7107
6.0333	3.5372
6.05	3.403
6.0667	3.2986
6.0833	3.2046
6.1	3.1328
6.1167	3.0846
6.1333	3.0418
6.15	3.0059
6.1667	2.9714
6.1833	2.9397
6.2	2.9182
6.2167	2.9019
6.2333	2.8856
6.25	2.8691
6.2667	2.8515
6.2833	2.8391
6.3	2.8332
6.3167	2.8309
6.3333	2.8375
6.35	2.8635
6.3667	2.8949
6.3833	2.8942
6.4	2.8664
6.4167	2.8506
6.4333	2.8564
6.45	2.8586
6.4667	2.8521
6.4833	2.8538
6.5	2.8606
6.5167	2.8565
6.5333	2.8502
6.55	2.849
6.5667	2.8509
6.5833	2.8503
6.6	2.8442
6.6167	2.8411
6.6333	2.8387
6.65	2.8376
6.6667	2.8361
6.6833	2.835
6.7	2.8452
6.7167	2.8615
6.7333	2.8808
6.75	2.9113
6.7667	2.9479
6.7833	2.9787
6.8	3.0111
6.8167	3.0442
6.8333	3.066
6.85	3.0859
6.8667	3.1077
6.8833	3.1344
6.9	3.1536
6.9167	3.1746
6.9333	3.2189
6.95	3.2881
6.9667	3.3852
6.9833	3.5094
7	3.6427
7.0167	3.7586
7.0333	3.8459
7.05	3.9434
7.0667	4.061
7.0833	4.1742
7.1	4.359
7.1167	4.6375
7.1333	4.9259
7.15	5.2745
7.1667	5.7059
7.1833	6.2113
7.2	6.7326
7.2167	7.297
7.2333	8.0615
7.25	8.9689
7.2667	9.9427
7.2833	11.208
7.3	12.8982
7.3167	14.8689
7.3333	17.0395
7.35	19.2105
7.3667	21.1641
7.3833	22.7004
7.4	23.5361
7.4167	23.8956
7.4333	23.8382
7.45	23.082
7.4667	21.6556
7.4833	19.7969
7.5	17.9654
7.5167	16.2287
7.5333	14.5379
7.55	12.9552
7.5667	11.5422
7.5833	10.3262
7.6	9.2456
7.6167	8.3104
7.6333	7.5145
7.65	6.8288
7.6667	6.2364
7.6833	5.745
7.7	5.311
7.7167	4.9079
7.7333	4.6213
7.75	4.3954
7.7667	4.151
7.7833	3.9341
7.8	3.7645
7.8167	3.6288
7.8333	3.4951
7.85	3.3914
7.8667	3.3245
7.8833	3.275
7.9	3.2306
7.9167	3.195
7.9333	3.1908
7.95	3.2495
7.9667	3.3148
7.9833	3.3123
8	3.2625
8.0167	3.2052
8.0333	3.159
8.05	3.1286
8.0667	3.1089
8.0833	3.1014
8.1	3.1252
8.1167	3.1656
8.1333	3.216
8.15	3.3148
8.1667	3.4853
8.1833	3.7492
8.2	4.1468
8.2167	4.6777
8.2333	5.3376
8.25	6.0997
8.2667	6.779
8.2833	7.2763
8.3	7.6737
8.3167	8.0259
8.3333	8.3038
8.35	8.6957
8.3667	9.3404
8.3833	10.2825
8.4	12.0742
8.4167	14.8441
8.4333	18.3903
8.45	22.6098
8.4667	27.0824
8.4833	31.4246
8.5	35.2165
8.5167	38.4141
8.5333	40.809
8.55	41.5157
8.5667	40.4096
8.5833	38.2817
8.6	35.827
8.6167	33.0111
8.6333	29.8392
8.65	26.6112
8.6667	23.5685
8.6833	20.9341
8.7	18.6012
8.7167	16.4727
8.7333	14.7205
8.75	13.2918
8.7667	11.9159
8.7833	10.6753
8.8	9.6153
8.8167	8.688
8.8333	7.8831
8.85	7.1523
8.8667	6.5665
8.8833	6.1077
8.9	5.7346
8.9167	5.3917
8.9333	5.033
8.95	4.7485
8.9667	4.5291
8.9833	4.3314
9	4.1458
9.0167	3.9721
9.0333	3.8263
9.05	3.7048
9.0667	3.6036
9.0833	3.5198
9.1	3.4552
9.1167	3.4022
9.1333	3.3752
9.15	3.3697
9.1667	3.3529
9.1833	3.3171
9.2	3.2897
9.2167	3.2802
9.2333	3.2723
9.25	3.2539
9.2667	3.2183
9.2833	3.1905
9.3	3.1793
9.3167	3.1702
9.3333	3.1546
9.35	3.1439
9.3667	3.1414
9.3833	3.1348
9.4	3.1488
9.4167	3.1965
9.4333	3.2691
9.45	3.3854
9.4667	3.5824
9.4833	3.8659
9.5	4.3183
9.5167	5.0573
9.5333	6.172
9.55	7.9984
9.5667	10.8243
9.5833	14.629
9.6	19.4032
9.6167	25.1426
9.6333	31.8389
9.65	38.2607
9.6667	44.006
9.6833	49.6232
9.7	54.7185
9.7167	58.97
9.7333	62.2501
9.75	64.7149
9.7667	66.3848
9.7833	66.54
9.8	65.6278
9.8167	64.0296
9.8333	61.6056
9.85	58.9445
9.8667	56.0453
9.8833	53.2713
9.9	50.5688
9.9167	47.7888
9.9333	44.8923
9.95	42.295
9.9667	40.5137
9.9833	39.0456
10	37.6754
10.0167	35.8097
10.0333	33.1488
10.05	30.5538
10.0667	28.464
10.0833	26.6012
10.1	24.8432
10.1167	23.2842
10.1333	21.8468
10.15	20.422
10.1667	19.0446
10.1833	17.6653
10.2	16.315
10.2167	15.0955
10.2333	14.1248
10.25	13.423
10.2667	12.652
10.2833	11.8682
10.3	11.1698
10.3167	10.5826
10.3333	10.0519
10.35	9.5446
10.3667	9.1318
10.3833	8.7175
10.4	8.3599
10.4167	8.1865
10.4333	8.1543
10.45	8.3442
10.4667	9.0426
10.4833	10.4649
10.5	12.4682
10.5167	14.8512
10.5333	17.539
10.55	20.0773
10.5667	22.3713
10.5833	24.4963
10.6	25.9495
10.6167	26.4687
10.6333	26.3101
10.65	25.7234
10.6667	24.8923
10.6833	23.6749
10.7	22.051
10.7167	20.447
10.7333	18.8828
10.75	17.2509
10.7667	15.745
10.7833	14.4023
10.8	13.2201
10.8167	12.2415
10.8333	11.3411
10.85	10.5222
10.8667	9.8706
10.8833	9.2951
10.9	8.7167
10.9167	8.2063
10.9333	7.748
10.95	7.2415
10.9667	6.7816
10.9833	6.4358
11	6.0899
11.0167	5.7382
11.0333	5.429
11.05	5.1719
11.0667	4.9503
11.0833	4.7506
11.1	4.6007
11.1167	4.4756
11.1333	4.3492
11.15	4.2249
11.1667	4.1575
11.1833	4.1254
11.2	4.0723
11.2167	4.0215
11.2333	3.9901
11.25	3.9728
11.2667	3.9486
11.2833	3.9167
11.3	3.8821
11.3167	3.8497
11.3333	3.8098
11.35	3.7651
11.3667	3.7319
11.3833	3.6965
11.4	3.6545
11.4167	3.6091
11.4333	3.5574
11.45	3.5047
11.4667	3.4507
11.4833	3.4121
11.5	3.3942
11.5167	3.3711
11.5333	3.3457
11.55	3.3309
11.5667	3.33
11.5833	3.3383
11.6	3.3469
11.6167	3.3614
11.6333	3.3881
11.65	3.4064
11.6667	3.3983
11.6833	3.4006
11.7	3.4242
11.7167	3.4399
11.7333	3.4589
11.75	3.4867
11.7667	3.519
11.7833	3.5806
11.8	3.6319
11.8167	3.6379
11.8333	3.6355
11.85	3.6466
11.8667	3.6681
11.8833	3.6948
11.9	3.7201
11.9167	3.7453
11.9333	3.7716
11.95	3.7887
11.9667	3.7937
11.9833	3.821
12	3.8494
12.0167	3.8395
12.0333	3.8043
12.05	3.7581
12.0667	3.7359
12.0833	3.724
12.1	3.6991
12.1167	3.6771
12.1333	3.6624
12.15	3.6469
12.1667	3.628
12.1833	3.6267
12.2	3.6388
12.2167	3.6476
12.2333	3.6765
12.25	3.7418
12.2667	3.7975
12.2833	3.8407
12.3	3.9412
12.3167	4.0728
12.3333	4.1912
12.35	4.3198
12.3667	4.4585
12.3833	4.616
12.4	4.7395
12.4167	4.7896
12.4333	4.8475
12.45	4.9294
12.4667	5.0001
12.4833	5.0554
12.5	5.1156
12.5167	5.1717
12.5333	5.2274
12.55	5.3034
12.5667	5.3928
12.5833	5.4753
12.6	5.5643
12.6167	5.7043
12.6333	5.9272
12.65	6.241
12.6667	6.6591
12.6833	7.1985
12.7	7.8569
12.7167	8.7069
12.7333	9.7625
12.75	10.9242
12.7667	12.1086
12.7833	13.2591
12.8	14.3375
12.8167	15.2926
12.8333	15.9676
12.85	16.4915
12.8667	17.0545
12.8833	17.3971
12.9	17.5529
12.9167	17.7096
12.9333	17.8125
12.95	17.734
12.9667	17.5153
12.9833	17.2326
13	16.7166
13.0167	15.8855
13.0333	14.9296
13.05	13.9326
13.0667	12.7931
13.0833	11.7098
13.1	10.8097
13.1167	9.9306
13.1333	9.0148
13.15	8.22
13.1667	7.5286
13.1833	6.8844
13.2	6.3654
13.2167	5.963
13.2333	5.6318
13.25	5.3178
13.2667	5.0439
13.2833	4.8144
13.3	4.5988
13.3167	4.4152
13.3333	4.2839
13.35	4.1691
13.3667	4.0487
13.3833	3.9202
13.4	3.8021
13.4167	3.7188
13.4333	3.6517
13.45	3.5806
13.4667	3.5142
13.4833	3.4473
13.5	3.3757
13.5167	3.3154
13.5333	3.2655
13.55	3.2266
13.5667	3.1969
13.5833	3.1672
13.6	3.1462
13.6167	3.1351
13.6333	3.1215
13.65	3.1047
13.6667	3.0893
13.6833	3.0779
13.7	3.0616
13.7167	3.053
13.7333	3.055
13.75	3.0474
13.7667	3.0361
13.7833	3.0343
13.8	3.0325
13.8167	3.0249
13.8333	3.0216
13.85	3.0275
13.8667	3.0295
13.8833	3.0295
13.9	3.0383
13.9167	3.0508
13.9333	3.0593
13.95	3.0671
13.9667	3.0811
13.9833	3.0998
14	3.1157
14.0167	3.1242
14.0333	3.1347
14.05	3.1557
14.0667	3.1843
14.0833	3.2061
14.1	3.2123
14.1167	3.2235
14.1333	3.245
14.15	3.2571
14.1667	3.2743
14.1833	3.3082
14.2	3.3355
14.2167	3.3585
14.2333	3.3899
14.25	3.4116
14.2667	3.4324
14.2833	3.4594
14.3	3.4846
14.3167	3.5143
14.3333	3.5423
14.35	3.5672
14.3667	3.5917
14.3833	3.6247
14.4	3.6613
14.4167	3.6963
14.4333	3.7265
14.45	3.751
14.4667	3.7684
14.4833	3.7935
14.5	3.8278
14.5167	3.8507
14.5333	3.8814
14.55	3.9232
14.5667	3.9735
14.5833	4.009
14.6	4.0256
14.6167	4.0592
14.6333	4.0941
14.65	4.1188
14.6667	4.1583
14.6833	4.2056
14.7	4.2558
14.7167	4.2913
14.7333	4.302
14.75	4.3386
14.7667	4.3918
14.7833	4.422
14.8	4.4554
14.8167	4.5068
14.8333	4.5557
14.85	4.5986
14.8667	4.6383
14.8833	4.6888
14.9	4.7286
14.9167	4.7358
14.9333	4.7671
14.95	4.817
14.9667	4.8352
14.9833	4.8577
15	4.8867
15.0167	4.911
15.0333	4.9811
15.05	5.0383
15.0667	5.0496
15.0833	5.0688
15.1	5.0851
15.1167	5.0876
15.1333	5.0971
15.15	5.1169
15.1667	5.1362
15.1833	5.1708
15.2	5.2123
15.2167	5.2461
15.2333	5.2655
15.25	5.28
15.2667	5.2941
15.2833	5.2697
15.3	5.2584
15.3167	5.2917
15.3333	5.3159
15.35	5.3455
15.3667	5.3583
15.3833	5.3472
15.4	5.3292
15.4167	5.3233
15.4333	5.318
15.45	5.2906
15.4667	5.3026
15.4833	5.3391
15.5	5.3095
15.5167	5.2388
15.5333	5.223
15.55	5.2567
15.5667	5.2764
15.5833	5.248
15.6	5.225
15.6167	5.2288
15.6333	5.219
15.65	5.1886
15.6667	5.1565
15.6833	5.1446
15.7	5.1269
15.7167	5.1007
15.7333	5.0809
15.75	5.0489
15.7667	4.9898
15.7833	4.9455
15.8	4.9525
15.8167	4.9434
15.8333	4.9245
15.85	4.9097
15.8667	4.8783
15.8833	4.8476
15.9	4.8429
15.9167	4.8639
15.9333	4.8398
15.95	4.7643
15.9667	4.7253
15.9833	4.7179
16	4.6797
16.0167	4.6451
16.0333	4.6336
16.05	4.6047
16.0667	4.556
16.0833	4.5216
16.1	4.521
16.1167	4.5058
16.1333	4.4627
16.15	4.4386
16.1667	4.4238
16.1833	4.3799
16.2	4.3073
16.2167	4.2654
16.2333	4.2427
16.25	4.2226
16.2667	4.2078
16.2833	4.1809
16.3	4.1484
16.3167	4.1143
16.3333	4.0951
16.35	4.0927
16.3667	4.0718
16.3833	4.0526
16.4	4.0329
16.4167	3.9819
16.4333	3.9125
16.45	3.8612
16.4667	3.8498
16.4833	3.8359
16.5	3.8362
16.5167	3.95
16.5333	4.0417
16.55	3.995
16.5667	3.9091
16.5833	3.827
16.6	3.7563
16.6167	3.6896
16.6333	3.6519
16.65	3.6446
16.6667	3.6343
16.6833	3.6038
16.7	3.5676
16.7167	3.5426
16.7333	3.5328
16.75	3.5208
16.7667	3.513
16.7833	3.5424
16.8	3.5819
16.8167	3.6135
16.8333	3.6173
16.85	3.5763
16.8667	3.5221
16.8833	3.4757
16.9	3.4464
16.9167	3.422
16.9333	3.3926
16.95	3.3625
16.9667	3.3336
16.9833	3.307
17	3.2748
17.0167	3.2449
17.0333	3.2214
17.05	3.1992
17.0667	3.1838
17.0833	3.17
17.1	3.1528
17.1167	3.1384
17.1333	3.1239
17.15	3.1014
17.1667	3.0814
17.1833	3.071
17.2	3.0572
17.2167	3.0344
17.2333	3.0217
17.25	3.0203
17.2667	3.0116
17.2833	2.9979
17.3	2.993
17.3167	2.9902
17.3333	2.9757
17.35	2.9634
17.3667	2.9552
17.3833	2.9443
17.4	2.9381
17.4167	2.9268
17.4333	2.9143
17.45	2.9085
17.4667	2.9042
17.4833	2.8962
17.5	2.8928
17.5167	2.8943
17.5333	2.8887
17.55	2.8848
17.5667	2.8851
17.5833	2.8805
17.6	2.8713
17.6167	2.8613
17.6333	2.8569
17.65	2.8567
17.6667	2.8556
17.6833	2.8509
17.7	2.8432
17.7167	2.8439
17.7333	2.8455
17.75	2.8401
17.7667	2.8342
17.7833	2.8271
17.8	2.8253
17.8167	2.8285
17.8333	2.8267
17.85	2.8212
17.8667	2.8185
17.8833	2.8157
17.9	2.81
17.9167	2.807
17.9333	2.8044
17.95	2.8
17.9667	2.797
17.9833	2.7981
18	2.8005
18.0167	2.7988
18.0333	2.7915
18.05	2.7859
18.0667	2.782
18.0833	2.781
18.1	2.7899
18.1167	2.7934
18.1333	2.7826
18.15	2.7724
18.1667	2.7698
18.1833	2.7675
18.2	2.772
18.2167	2.783
18.2333	2.7865
18.25	2.7833
18.2667	2.7774
18.2833	2.771
18.3	2.7642
18.3167	2.7572
18.3333	2.7511
18.35	2.7495
18.3667	2.7529
18.3833	2.7542
18.4	2.7571
18.4167	2.7581
18.4333	2.759
18.45	2.7565
18.4667	2.7474
18.4833	2.744
18.5	2.7514
18.5167	2.7612
18.5333	2.7615
18.55	2.7568
18.5667	2.7511
18.5833	2.7502
18.6	2.7536
18.6167	2.7501
18.6333	2.7471
18.65	2.7478
18.6667	2.7424
18.6833	2.7342
18.7	2.7383
18.7167	2.7474
18.7333	2.7468
18.75	2.7436
18.7667	2.7427
18.7833	2.7419
18.8	2.738
18.8167	2.7389
18.8333	2.7435
18.85	2.7395
18.8667	2.7342
18.8833	2.7345
18.9	2.7345
18.9167	2.7306
18.9333	2.726
18.95	2.7264
18.9667	2.726
18.9833	2.7228
19	2.721
19.0167	2.7201
19.0333	2.7244
19.05	2.727
19.0667	2.7229
19.0833	2.7144
19.1	2.7109
19.1167	2.7145
19.1333	2.7157
19.15	2.7168
19.1667	2.7157
19.1833	2.7149
19.2	2.7137
19.2167	2.7096
19.2333	2.709
19.25	2.7076
19.2667	2.7113
19.2833	2.7165
19.3	2.7131
19.3167	2.7142
19.3333	2.7249
19.35	2.7259
19.3667	2.7189
19.3833	2.7174
19.4	2.7192
19.4167	2.7168
19.4333	2.7137
19.45	2.7185
19.4667	2.723
19.4833	2.7199
19.5	2.712
19.5167	2.7076
19.5333	2.7031
19.55	2.7029
19.5667	2.71
19.5833	2.7091
19.6	2.7027
19.6167	2.6986
19.6333	2.6982
19.65	2.6992
19.6667	2.6993
19.6833	2.6995
19.7	2.699
19.7167	2.6996
19.7333	2.7
19.75	2.6947
19.7667	2.6894
19.7833	2.6907
19.8	2.6922
19.8167	2.6899
19.8333	2.6892
19.85	2.6887
19.8667	2.685
19.8833	2.687
19.9	2.6903
19.9167	2.6917
19.9333	2.6934
19.95	2.695
19.9667	2.6934
19.9833	2.6882
