Time	Normalized Value
11.0167	2.2085
11.0333	2.2087
11.05	2.2088
11.0667	2.2083
11.0833	2.2083
11.1	2.2083
11.1167	2.2087
11.1333	2.2089
11.15	2.2086
11.1667	2.2081
11.1833	2.2078
11.2	2.2075
11.2167	2.2073
11.2333	2.2069
11.25	2.2068
11.2667	2.2069
11.2833	2.2076
11.3	2.2075
11.3167	2.2072
11.3333	2.2075
11.35	2.2077
11.3667	2.2075
11.3833	2.2069
11.4	2.2068
11.4167	2.2069
11.4333	2.2068
11.45	2.2065
11.4667	2.2068
11.4833	2.2071
11.5	2.207
11.5167	2.2069
11.5333	2.2072
11.55	2.2077
11.5667	2.2078
11.5833	2.2081
11.6	2.2084
11.6167	2.2086
11.6333	2.2094
11.65	2.2096
11.6667	2.2098
11.6833	2.2104
11.7	2.2111
11.7167	2.2118
11.7333	2.2127
11.75	2.2135
11.7667	2.2144
11.7833	2.2153
11.8	2.2163
11.8167	2.2174
11.8333	2.219
11.85	2.2205
11.8667	2.2217
11.8833	2.2228
11.9	2.2244
11.9167	2.2263
11.9333	2.2279
11.95	2.2297
11.9667	2.2319
11.9833	2.2342
12	2.2369
12.0167	2.24
12.0333	2.2426
12.05	2.2446
12.0667	2.2474
12.0833	2.2508
12.1	2.2537
12.1167	2.2568
12.1333	2.2601
12.15	2.2637
12.1667	2.2672
12.1833	2.2707
12.2	2.2747
12.2167	2.2789
12.2333	2.283
12.25	2.2876
12.2667	2.2926
12.2833	2.2975
12.3	2.3025
12.3167	2.3078
12.3333	2.3132
12.35	2.3188
12.3667	2.3245
12.3833	2.3306
12.4	2.3368
12.4167	2.3429
12.4333	2.3492
12.45	2.356
12.4667	2.363
12.4833	2.3705
12.5	2.3787
12.5167	2.3863
12.5333	2.3937
12.55	2.4011
12.5667	2.4089
12.5833	2.4173
12.6	2.426
12.6167	2.435
12.6333	2.4447
12.65	2.4545
12.6667	2.4647
12.6833	2.4736
12.7	2.4822
12.7167	2.4916
12.7333	2.501
12.75	2.5115
12.7667	2.5231
12.7833	2.5353
12.8	2.5478
12.8167	2.5594
12.8333	2.5698
12.85	2.5793
12.8667	2.5885
12.8833	2.5983
12.9	2.6094
12.9167	2.6219
12.9333	2.6369
12.95	2.6536
12.9667	2.6705
12.9833	2.686
13	2.6988
13.0167	2.7088
13.0333	2.7161
13.05	2.7227
13.0667	2.7303
13.0833	2.7406
13.1	2.7553
13.1167	2.7744
13.1333	2.797
13.15	2.8214
13.1667	2.8444
13.1833	2.8627
13.2	2.875
13.2167	2.8807
13.2333	2.8812
13.25	2.8798
13.2667	2.88
13.2833	2.8845
13.3	2.8965
13.3167	2.9176
13.3333	2.9467
13.35	2.9815
13.3667	3.019
13.3833	3.0536
13.4	3.0801
13.4167	3.0942
13.4333	3.095
13.45	3.086
13.4667	3.0703
13.4833	3.0531
13.5	3.0408
13.5167	3.0369
13.5333	3.0442
13.55	3.064
13.5667	3.0971
13.5833	3.1435
13.6	3.1991
13.6167	3.2579
13.6333	3.3118
13.65	3.3517
13.6667	3.37
13.6833	3.364
13.7	3.3371
13.7167	3.2969
13.7333	3.2528
13.75	3.2138
13.7667	3.186
13.7833	3.1704
13.8	3.1667
13.8167	3.1757
13.8333	3.2004
13.85	3.2425
13.8667	3.3027
13.8833	3.3815
13.9	3.4744
13.9167	3.569
13.9333	3.6488
13.95	3.698
13.9667	3.7056
13.9833	3.6714
14	3.6047
14.0167	3.5202
14.0333	3.432
14.05	3.3538
14.0667	3.2975
14.0833	3.2633
14.1	3.2454
14.1167	3.2369
14.1333	3.2337
14.15	3.2366
14.1667	3.2489
14.1833	3.2802
14.2	3.3412
14.2167	3.4394
14.2333	3.5741
14.25	3.7327
14.2667	3.8927
14.2833	4.0248
14.3	4.1003
14.3167	4.1024
14.3333	4.0302
14.35	3.9
14.3667	3.7384
14.3833	3.5752
14.4	3.4346
14.4167	3.3306
14.4333	3.2673
14.45	3.239
14.4667	3.2332
14.4833	3.2357
14.5	3.2345
14.5167	3.2231
14.5333	3.2013
14.55	3.1742
14.5667	3.1529
14.5833	3.1506
14.6	3.1812
14.6167	3.2581
14.6333	3.3901
14.65	3.5777
14.6667	3.8084
14.6833	4.0553
14.7	4.2806
14.7167	4.4434
14.7333	4.5099
14.75	4.466
14.7667	4.3197
14.7833	4.0996
14.8	3.8448
14.8167	3.5937
14.8333	3.3761
14.85	3.2087
14.8667	3.0964
14.8833	3.036
14.9	3.0189
14.9167	3.0339
14.9333	3.0668
14.95	3.1038
14.9667	3.1348
14.9833	3.1497
15	3.1423
15.0167	3.1136
15.0333	3.0696
15.05	3.0186
15.0667	2.9695
15.0833	2.9312
15.1	2.9118
15.1167	2.9189
15.1333	2.9604
15.15	3.0464
15.1667	3.1851
15.1833	3.3796
15.2	3.6263
15.2167	3.9077
15.2333	4.1926
15.25	4.4381
15.2667	4.5996
15.2833	4.6456
15.3	4.5646
15.3167	4.3704
15.3333	4.0982
15.35	3.7926
15.3667	3.493
15.3833	3.2287
15.4	3.0151
15.4167	2.8534
15.4333	2.738
15.45	2.6615
15.4667	2.6172
15.4833	2.6009
15.5	2.6103
15.5167	2.6436
15.5333	2.7002
15.55	2.7767
15.5667	2.8655
15.5833	2.9553
15.6	3.033
15.6167	3.0857
15.6333	3.1042
15.65	3.085
15.6667	3.033
15.6833	2.9591
15.7	2.8754
15.7167	2.7931
15.7333	2.72
15.75	2.6601
15.7667	2.6139
15.7833	2.5813
15.8	2.562
15.8167	2.555
15.8333	2.5613
15.85	2.5832
15.8667	2.6243
15.8833	2.6882
15.9	2.7773
15.9167	2.8962
15.9333	3.047
15.95	3.2274
15.9667	3.4288
15.9833	3.6334
16	3.8149
16.0167	3.9437
16.0333	3.9932
16.05	3.9515
16.0667	3.8245
16.0833	3.6325
16.1	3.4057
16.1167	3.1751
16.1333	2.9648
16.15	2.7873
16.1667	2.6463
16.1833	2.5401
16.2	2.4625
16.2167	2.4069
16.2333	2.3681
16.25	2.3412
16.2667	2.3227
16.2833	2.311
16.3	2.3049
16.3167	2.3025
16.3333	2.3044
16.35	2.3098
16.3667	2.3184
16.3833	2.3311
16.4	2.3477
16.4167	2.3682
16.4333	2.3937
16.45	2.4256
16.4667	2.4648
16.4833	2.5132
16.5	2.5721
16.5167	2.6417
16.5333	2.7201
16.55	2.8006
16.5667	2.8729
16.5833	2.9264
16.6	2.9512
16.6167	2.9416
16.6333	2.8982
16.65	2.8286
16.6667	2.7444
16.6833	2.6555
16.7	2.5718
16.7167	2.5004
16.7333	2.4433
16.75	2.3991
16.7667	2.3658
16.7833	2.3416
16.8	2.3251
16.8167	2.314
16.8333	2.3063
16.85	2.3014
16.8667	2.2997
16.8833	2.2997
16.9	2.3009
16.9167	2.3035
16.9333	2.3059
16.95	2.3066
16.9667	2.3048
16.9833	2.3009
17	2.2954
17.0167	2.2886
17.0333	2.281
17.05	2.2735
17.0667	2.2666
17.0833	2.2608
17.1	2.2559
17.1167	2.252
17.1333	2.2493
17.15	2.2472
17.1667	2.2459
17.1833	2.2452
17.2	2.2443
17.2167	2.2438
17.2333	2.2437
17.25	2.2437
17.2667	2.2437
17.2833	2.2436
17.3	2.2441
17.3167	2.2451
17.3333	2.2456
17.35	2.2463
17.3667	2.2475
17.3833	2.2492
17.4	2.2512
17.4167	2.2532
17.4333	2.2549
17.45	2.2563
17.4667	2.2567
17.4833	2.2566
17.5	2.2555
17.5167	2.2532
17.5333	2.2508
17.55	2.2483
17.5667	2.2459
17.5833	2.244
17.6	2.2419
17.6167	2.24
17.6333	2.2386
17.65	2.2376
17.6667	2.2374
17.6833	2.237
17.7	2.2363
17.7167	2.2362
17.7333	2.2362
17.75	2.2363
17.7667	2.2369
17.7833	2.2379
17.8	2.2389
17.8167	2.2408
17.8333	2.2441
17.85	2.248
17.8667	2.252
17.8833	2.2574
17.9	2.2633
17.9167	2.2686
17.9333	2.2732
17.95	2.2763
17.9667	2.2781
17.9833	2.2778
18	2.2747
18.0167	2.2704
18.0333	2.2653
18.05	2.2599
18.0667	2.2544
18.0833	2.2489
18.1	2.2441
18.1167	2.2404
18.1333	2.2371
18.15	2.2345
18.1667	2.2327
18.1833	2.2311
18.2	2.2298
18.2167	2.229
18.2333	2.2284
18.25	2.228
18.2667	2.2276
18.2833	2.2269
18.3	2.2268
18.3167	2.2265
18.3333	2.2257
18.35	2.2254
18.3667	2.2253
18.3833	2.2258
18.4	2.2266
18.4167	2.2273
18.4333	2.2289
18.45	2.2306
18.4667	2.2327
18.4833	2.2354
18.5	2.2388
18.5167	2.2428
18.5333	2.2472
18.55	2.2516
18.5667	2.2555
18.5833	2.258
18.6	2.2594
18.6167	2.2597
18.6333	2.2583
18.65	2.255
18.6667	2.2508
18.6833	2.2459
18.7	2.2411
18.7167	2.2364
18.7333	2.2322
18.75	2.2284
18.7667	2.2242
18.7833	2.2198
18.8	2.2148
18.8167	2.2094
18.8333	2.2032
18.85	2.1952
18.8667	2.1854
18.8833	2.1736
18.9	2.1597
18.9167	2.1448
18.9333	2.1287
18.95	2.113
18.9667	2.0985
18.9833	2.0851
19	2.0749
19.0167	2.0683
19.0333	2.0657
19.05	2.0669
19.0667	2.0719
19.0833	2.0807
19.1	2.0925
19.1167	2.1058
19.1333	2.1191
19.15	2.1322
19.1667	2.1458
19.1833	2.1586
19.2	2.1698
19.2167	2.1794
19.2333	2.1881
19.25	2.1951
19.2667	2.2
19.2833	2.2041
19.3	2.2084
19.3167	2.2122
19.3333	2.215
19.35	2.2178
19.3667	2.2208
19.3833	2.2243
19.4	2.2285
19.4167	2.2333
19.4333	2.2398
19.45	2.2477
19.4667	2.2578
19.4833	2.2718
19.5	2.2909
19.5167	2.3165
19.5333	2.3509
19.55	2.3969
19.5667	2.4578
19.5833	2.5365
19.6	2.636
19.6167	2.7591
19.6333	2.9062
19.65	3.0743
19.6667	3.2578
19.6833	3.4477
19.7	3.6318
19.7167	3.7943
19.7333	3.9184
19.75	3.9937
19.7667	4.0129
19.7833	3.9728
19.8	3.8777
19.8167	3.7377
19.8333	3.5667
19.85	3.3795
19.8667	3.1901
19.8833	3.01
19.9	2.8481
19.9167	2.7091
19.9333	2.5947
19.95	2.5035
19.9667	2.433
19.9833	2.3805
20	2.3415
20.0167	2.3128
20.0333	2.2931
20.05	2.2794
20.0667	2.2692
20.0833	2.2621
20.1	2.2572
20.1167	2.2535
20.1333	2.2505
20.15	2.248
20.1667	2.2466
20.1833	2.2465
20.2	2.2476
20.2167	2.2475
20.2333	2.2436
20.25	2.2395
20.2667	2.237
20.2833	2.2343
20.3	2.2324
20.3167	2.2307
20.3333	2.2279
20.35	2.2242
20.3667	2.2205
20.3833	2.2165
20.4	2.2118
20.4167	2.2074
20.4333	2.2035
20.45	2.2004
20.4667	2.2007
20.4833	2.1978
20.5	2.1916
20.5167	2.1883
20.5333	2.1848
20.55	2.1825
20.5667	2.1843
20.5833	2.1925
20.6	2.2006
20.6167	2.201
20.6333	2.1995
20.65	2.2009
20.6667	2.2038
20.6833	2.2074
20.7	2.2119
20.7167	2.2158
20.7333	2.2195
20.75	2.2227
20.7667	2.2254
20.7833	2.2275
20.8	2.2289
20.8167	2.2303
20.8333	2.2318
20.85	2.2331
20.8667	2.2342
20.8833	2.2352
20.9	2.2357
20.9167	2.2357
20.9333	2.2356
20.95	2.2356
20.9667	2.2358
20.9833	2.2357
21	2.2358
21.0167	2.2363
21.0333	2.2369
21.05	2.2378
21.0667	2.238
21.0833	2.2385
21.1	2.2386
21.1167	2.2378
21.1333	2.2376
21.15	2.2373
21.1667	2.2369
21.1833	2.2367
21.2	2.2365
21.2167	2.2362
21.2333	2.2354
21.25	2.2344
21.2667	2.2336
21.2833	2.2325
21.3	2.2312
21.3167	2.2304
21.3333	2.2335
21.35	2.2393
21.3667	2.2367
21.3833	2.2276
21.4	2.2227
21.4167	2.2203
21.4333	2.2183
21.45	2.2159
21.4667	2.2143
21.4833	2.2145
21.5	2.2156
21.5167	2.2176
21.5333	2.2192
21.55	2.22
21.5667	2.2214
21.5833	2.2238
21.6	2.2257
21.6167	2.227
21.6333	2.2289
21.65	2.2313
21.6667	2.2332
21.6833	2.2351
21.7	2.237
21.7167	2.2388
21.7333	2.2405
21.75	2.2415
21.7667	2.2421
21.7833	2.2428
21.8	2.2435
21.8167	2.244
21.8333	2.2447
21.85	2.2453
21.8667	2.2454
21.8833	2.2455
21.9	2.2457
21.9167	2.2459
21.9333	2.2466
21.95	2.2466
21.9667	2.2461
21.9833	2.2463
