Time	Amplitude
771	-0.25786
772	-0.45618
773	-0.70394
774	-0.94141
775	-1.11135
776	-1.17307
777	-1.11236
778	-0.945
779	-0.71286
780	-0.47366
781	-0.28687
782	-0.1991
783	-0.23272
784	-0.38039
785	-0.60681
786	-0.85743
787	-1.07175
788	-1.19815
789	-1.20655
790	-1.09573
791	-0.89369
792	-0.65073
793	-0.42717
794	-0.27859
795	-0.24218
796	-0.3277
797	-0.51502
798	-0.75909
799	-1.00098
800	-1.18226
801	-1.25936
802	-1.21419
803	-1.05861
804	-0.83149
805	-0.58924
806	-0.39193
807	-0.28865
808	-0.30546
809	-0.43901
810	-0.65735
811	-0.90779
812	-1.12976
813	-1.26966
814	-1.29398
815	-1.1975
816	-1.00457
817	-0.76315
818	-0.53308
819	-0.3714
820	-0.3184
821	-0.38777
822	-0.56322
823	-0.8025
824	-1.04771
825	-1.23949
826	-1.33159
827	-1.30212
828	-1.15897
829	-0.93785
830	-0.69356
831	-0.48657
832	-0.36821
833	-0.3681
834	-0.4869
835	-0.69616
836	-0.94529
837	-1.1739
838	-1.32665
839	-1.36674
840	-1.28498
841	-1.10198
842	-0.86314
843	-0.62754
844	-0.45344
845	-0.38405
846	-0.43693
847	-0.59971
848	-0.83311
849	-1.08052
850	-1.28194
851	-1.3886
852	-1.37493
853	-1.24481
854	-1.03063
855	-0.78536
856	-0.56957
857	-0.43661
858	-0.41954
859	-0.52305
860	-0.72229
861	-0.96897
862	-1.20319
863	-1.36809
864	-1.42376
865	-1.35705
866	-1.18475
867	-0.94952
868	-0.70939
869	-0.52361
870	-0.43811
871	-0.47425
872	-0.62362
873	-0.85007
874	-1.09858
875	-1.30872
876	-1.42945
877	-1.43161
878	-1.31507
879	-1.10875
880	-0.86355
881	-0.63989
882	-0.49289
883	-0.45892
884	-0.54666
885	-0.73497
886	-0.97811
887	-1.21688
888	-1.39317
889	-1.46415
890	-1.41276
891	-1.25191
892	-1.0213
893	-0.77768
894	-0.58102
895	-0.47976
896	-0.49898
897	-0.63426
898	-0.85276
899	-1.10126
900	-1.31917
901	-1.45342
902	-1.47138
903	-1.36891
904	-1.17134
905	-0.92728
906	-0.69671
907	-0.53631
908	-0.48557
909	-0.55713
910	-0.73367
911	-0.97217
912	-1.21444
913	-1.40134
914	-1.48729
915	-1.45144
916	-1.30273
917	-1.07773
918	-0.83169
919	-0.62501
920	-0.50842
921	-0.51062
922	-0.6312
923	-0.84077
924	-1.08814
925	-1.31286
926	-1.46002
927	-1.4937
928	-1.40574
929	-1.21778
930	-0.97592
931	-0.73945
932	-0.56634
933	-0.49905
934	-0.55411
935	-0.71809
936	-0.9509
937	-1.19557
938	-1.39225
939	-1.4928
940	-1.47264
941	-1.33671
942	-1.11831
943	-0.87092
944	-0.65511
945	-0.52371
946	-0.50887
947	-0.61422
948	-0.81393
949	-1.05908
950	-1.28961
951	-1.44904
952	-1.49827
953	-1.42521
954	-1.24768
955	-1.00908
956	-0.76775
957	-0.5827
958	-0.49914
959	-0.53746
960	-0.68816
961	-0.91424
962	-1.16025
963	-1.36583
964	-1.48053
965	-1.47614
966	-1.3536
967	-1.14277
968	-0.89512
969	-0.67113
970	-0.52549
971	-0.49368
972	-0.58333
973	-0.77231
974	-1.01416
975	-1.24949
976	-1.42048
977	-1.48506
978	-1.42722
979	-1.26091
980	-1.02662
981	-0.78149
982	-0.58531
983	-0.48587
984	-0.50727
985	-0.64403
986	-0.8624
987	-1.10867
988	-1.32226
989	-1.45061
990	-1.46202
991	-1.35341
992	-1.15107
993	-0.90426
994	-0.67309
995	-0.51386
996	-0.46523
997	-0.5388
998	-0.71622
999	-0.95371
1000	-1.19281
1001	-1.37462
1002	-1.45428
1003	-1.41192
1004	-1.25757
1005	-1.02864
1006	-0.7808
1007	-0.57437
1008	-0.45949
1009	-0.4639
1010	-0.58612
1011	-0.79583
1012	-1.04128
1013	-1.26195
1014	-1.4034
1015	-1.43057
1016	-1.33638
1017	-1.14345
1018	-0.89857
1019	-0.66126
1020	-0.48915
1021	-0.42393
1022	-0.4811
1023	-0.6462
1024	-0.87831
1025	-1.12014
1026	-1.31198
1027	-1.40638
1028	-1.37971
1029	-1.23802
1030	-1.01546
1031	-0.76603
1032	-0.55027
1033	-0.42047
1034	-0.40789
1035	-0.51506
1036	-0.71521
1037	-0.95877
1038	-1.18557
1039	-1.33952
1040	-1.38235
1041	-1.30302
1042	-1.12036
1043	-0.87852
1044	-0.63612
1045	-0.45192
1046	-0.37042
1047	-0.41096
1048	-0.56302
1049	-0.78876
1050	-1.03227
1051	-1.23333
1052	-1.34207
1053	-1.33124
1054	-1.20284
1055	-0.98767
1056	-0.73777
1057	-0.51365
1058	-0.36953
1059	-0.34004
1060	-0.43171
1061	-0.62143
1062	-0.86207
1063	-1.09403
1064	-1.25982
1065	-1.31815
1066	-1.25404
1067	-1.08249
1068	-0.84478
1069	-0.59839
1070	-0.40293
1071	-0.30553
1072	-0.32931
1073	-0.4677
1074	-0.68608
1075	-0.93024
1076	-1.13965
1077	-1.26229
1078	-1.26736
1079	-1.15286
1080	-0.94606
1081	-0.69681
1082	-0.46536
1083	-0.30758
1084	-0.26133
1085	-0.33713
1086	-0.51563
1087	-0.75232
1088	-0.98844
1089	-1.16537
1090	-1.23898
1091	-1.19042
1092	-1.03076
1093	-0.79825
1094	-0.549
1095	-0.34318
1096	-0.23034
1097	-0.23727
1098	-0.36141
1099	-0.57151
1100	-0.81528
1101	-1.03216
1102	-1.16819
1103	-1.18918
1104	-1.08912
1105	-0.89163
1106	-0.64416
1107	-0.40643
1108	-0.23573
1109	-0.17297
1110	-0.2326
1111	-0.39912
1112	-0.63085
1113	-0.87013
1114	-1.05746
1115	-1.14606
1116	-1.1133
1117	-0.96627
1118	-0.74004
1119	-0.48905
1120	-0.27381
1121	-0.14607
1122	-0.13616
1123	-0.24555
1124	-0.44649
1125	-0.68883
1126	-0.91227
1127	-1.06112
1128	-1.09798
1129	-1.01284
1130	-0.82556
1131	-0.58102
1132	-0.33809
1133	-0.15526
1134	-0.0763
1135	-0.11954
1136	-0.2734
1137	-0.49918
1138	-0.74062
1139	-0.93757
1140	-1.04081
1141	-1.02404
1142	-0.89033
1143	-0.6714
1144	-0.41983
1145	-0.19616
1146	-0.05413
1147	-0.02747
1148	-0.12167
1149	-0.31261
1150	-0.55249
1151	-0.78154
1152	-0.94262
1153	-0.99523
1154	-0.92542
1155	-0.74923
1156	-0.50873
1157	-0.26172
1158	-0.06761
1159	0.02715
1160	4.39723E-4
1161	-0.14011
1162	-0.35902
1163	-0.60159
1164	-0.80734
1165	-0.92481
1166	-0.92414
1167	-0.80439
1168	-0.59379
1169	-0.34278
1170	-0.11172
1171	0.04393
1172	0.08717
1173	0.00854
1174	-0.1716
1175	-0.40803
1176	-0.64173
1177	-0.81437
1178	-0.88254
1179	-0.82843
1180	-0.66416
1181	-0.4288
1182	-0.17885
1183	0.02563
1184	0.13573
1185	0.12562
1186	-0.00106
1187	-0.21216
1188	-0.45485
1189	-0.66855
1190	-0.79978
1191	-0.81527
1192	-0.71006
1193	-0.50875
1194	-0.25947
1195	-0.02208
1196	0.14645
1197	0.20604
1198	0.14326
1199	-0.02535
1200	-0.25732
1201	-0.4947
1202	-0.67819
1203	-0.76168
1204	-0.72356
1205	-0.57197
1206	-0.34285
1207	-0.09111
1208	0.1228
1209	0.24769
1210	0.25418
1211	0.14187
1212	-0.06055
1213	-0.30234
1214	-0.52309
1215	-0.66757
1216	-0.6992
1217	-0.60904
1218	-0.41797
1219	-0.17157
1220	0.07105
1221	0.25167
1222	0.32728
1223	0.28058
1224	0.1242
1225	-0.10236
1226	-0.34242
1227	-0.536
1228	-0.6345
1229	-0.61258
1230	-0.4744
1231	-0.25258
1232	-2.18779E-4
1233	0.22212
1234	0.36121
1235	0.38421
1236	0.28671
1237	0.0938
1238	-0.14607
1239	-0.37296
1240	-0.5301
1241	-0.57779
1242	-0.50314
1243	-0.3232
1244	-0.08081
1245	0.1659
1246	0.35777
1247	0.44902
1248	0.41855
1249	0.27503
1250	0.05483
1251	-0.18692
1252	-0.3898
1253	-0.50292
1254	-0.49736
1255	-0.37326
1256	-0.15977
