Time	Amplitude
0.140	4.136
0.141	4.146
0.142	4.156
0.143	4.165
0.144	4.175
0.145	4.184
0.146	4.194
0.147	4.204
0.148	4.212
0.149	4.221
0.150	4.229
0.151	4.237
0.152	4.245
0.153	4.254
0.154	4.262
0.155	4.269
0.156	4.276
0.157	4.284
0.158	4.291
0.159	4.298
0.160	4.305
0.161	4.312
0.162	4.319
0.163	4.325
0.164	4.331
0.165	4.337
0.166	4.344
0.167	4.350
0.168	4.356
0.169	4.362
0.170	5.000
0.171	7.500
0.172	6.300
0.173	4.384
0.174	4.390
0.175	4.395
0.176	4.400
0.177	4.405
0.178	4.410
0.179	4.415
0.180	4.421
0.181	4.426
0.182	4.431
0.183	4.435
0.184	4.440
0.185	4.445
0.186	4.449
0.187	4.454
0.188	4.459
0.189	4.464
0.190	4.468
0.191	4.472
0.192	4.477
0.193	4.481
0.194	4.486
0.195	4.490
0.196	4.495
0.197	4.499
0.198	4.503
0.199	4.507
0.200	4.512
0.201	4.516
0.202	4.520
0.203	4.525
0.204	4.529
0.205	4.533
0.206	4.537
0.207	4.541
0.208	4.545
0.209	4.549
0.210	4.553
0.211	4.557
0.212	4.561
0.213	4.565
0.214	4.569
0.215	4.573
0.216	4.577
0.217	4.581
0.218	4.585
0.219	4.589
0.220	4.592
0.221	4.596
0.222	4.600
0.223	4.604
0.224	4.607
0.225	4.611
0.226	4.614
0.227	4.618
0.228	4.621
0.229	4.625
0.230	4.628
0.231	4.632
0.232	4.635
0.233	4.638
0.234	4.641
0.235	4.644
0.236	4.648
0.237	4.651
0.238	4.653
0.239	4.656
0.240	4.659
0.241	4.662
0.242	4.664
0.243	4.667
0.244	4.670
0.245	4.672
0.246	4.674
0.247	4.676
0.248	4.678
0.249	4.681
0.250	4.683
0.251	4.684
0.252	4.686
0.253	4.688
0.254	4.689
0.255	4.691
0.256	4.692
0.257	4.694
0.258	4.694
0.259	4.695
0.260	4.696
0.261	4.697
0.262	4.697
0.263	4.698
0.264	4.699
0.265	4.699
0.266	4.699
0.267	4.699
0.268	4.699
0.269	4.698
0.270	4.698
0.271	4.698
0.272	4.697
0.273	4.696
0.274	4.695
0.275	4.694
0.276	4.693
0.277	4.692
0.278	4.691
0.279	4.689
0.280	4.687
0.281	4.685
0.282	4.682
0.283	4.680
0.284	4.678
0.285	4.676
0.286	4.673
0.287	4.670
0.288	4.667
0.289	4.664
0.290	4.661
0.291	4.658
0.292	4.654
0.293	4.650
0.294	4.646
0.295	4.642
0.296	4.638
0.297	4.634
0.298	4.630
0.299	4.626
0.300	4.621
0.301	4.616
0.302	4.611
0.303	4.606
0.304	4.601
0.305	4.596
0.306	4.590
0.307	4.585
0.308	4.579
0.309	4.573
0.310	4.567
0.311	4.561
0.312	4.555
0.313	4.549
0.314	4.542
0.315	4.535
0.316	4.529
0.317	4.522
0.318	4.515
0.319	4.509
0.320	4.501
0.321	4.494
0.322	4.487
0.323	4.479
0.324	4.472
0.325	4.465
0.326	4.457
0.327	4.449
0.328	4.441
0.329	4.433
0.330	4.425
0.331	4.417
0.332	4.409
0.333	4.401
0.334	4.393
0.335	4.384
0.336	4.376
0.337	4.367
0.338	4.359
0.339	4.351
0.340	4.342
0.341	4.333
0.342	4.324
0.343	4.316
0.344	4.307
0.345	4.298
0.346	4.289
0.347	4.280
0.348	4.271
0.349	4.262
0.350	4.253
0.351	4.244
0.352	4.235
0.353	4.226
0.354	4.217
0.355	4.208
0.356	4.199
0.357	4.190
0.358	4.180
0.359	4.171
0.360	4.162
0.361	4.153
0.362	4.144
0.363	4.135
0.364	4.126
0.365	4.116
0.366	4.107
0.367	4.098
0.368	4.089
0.369	4.080
0.370	4.071
0.371	4.062
0.372	4.053
0.373	4.044
0.374	4.035
0.375	4.026
0.376	4.017
0.377	4.008
0.378	3.999
0.379	3.990
0.380	3.981
0.381	3.972
0.382	3.963
0.383	3.954
0.384	3.946
0.385	3.937
0.386	3.928
0.387	3.919
0.388	3.911
0.389	3.902
0.390	3.894
0.391	3.885
0.392	3.876
0.393	3.868
0.394	3.859
0.395	3.851
0.396	3.843
0.397	3.834
0.398	3.826
0.399	3.818
0.400	3.809
0.401	3.801
0.402	3.793
0.403	3.785
0.404	3.777
0.405	3.769
0.406	3.761
0.407	6.500
0.408	3.744
0.409	3.736
0.410	3.729
0.411	3.721
0.412	3.713
0.413	3.705
0.414	3.697
0.415	3.689
0.416	3.681
0.417	3.674
0.418	3.666
0.419	3.658
0.420	3.650
0.421	3.643
0.422	3.635
0.423	3.627
0.424	3.620
0.425	3.612
0.426	3.605
0.427	3.597
0.428	3.590
0.429	3.582
0.430	3.574
0.431	3.567
0.432	3.559
0.433	3.552
0.434	3.544
0.435	3.537
0.436	3.529
0.437	3.522
0.438	3.514
0.439	3.507
0.440	3.500
0.441	3.492
0.442	3.485
0.443	3.477
0.444	3.470
0.445	3.462
0.446	3.455
0.447	3.447
0.448	3.440
0.449	3.432
0.450	3.425
0.451	3.417
0.452	3.410
0.453	3.402
0.454	3.395
0.455	3.387
0.456	3.380
0.457	3.372
0.458	3.364
0.459	3.357
0.460	3.349
0.461	3.341
0.462	3.334
0.463	3.326
0.464	3.318
0.465	3.311
0.466	3.303
0.467	3.295
0.468	3.287
0.469	3.280
0.470	3.272
0.471	3.264
0.472	3.256
0.473	3.248
0.474	3.240
0.475	3.232
0.476	3.224
0.477	3.217
0.478	3.208
0.479	3.200
0.480	3.192
0.481	3.184
0.482	3.176
0.483	3.168
0.484	3.160
0.485	3.152
0.486	3.144
0.487	3.135
0.488	3.127
0.489	3.119
0.490	3.111
0.491	3.102
0.492	3.094
0.493	3.086
0.494	3.077
0.495	3.069
0.496	3.060
0.497	3.052
0.498	3.044
0.499	3.035
0.500	3.026
0.501	3.018
0.502	3.009
0.503	3.001
0.504	2.992
0.505	2.984
0.506	2.975
0.507	2.966
0.508	2.957
0.509	2.949
0.510	2.940
0.511	2.931
0.512	2.922
0.513	2.914
0.514	2.905
0.515	2.896
0.516	2.887
0.517	2.878
0.518	2.869
0.519	2.861
0.520	2.852
0.521	2.843
0.522	2.834
0.523	2.825
0.524	2.816
0.525	2.807
0.526	2.798
0.527	2.789
0.528	2.780
0.529	2.771
0.530	2.762
0.531	2.753
0.532	2.744
0.533	2.734
0.534	2.725
0.535	2.716
0.536	2.707
0.537	2.698
0.538	2.689
0.539	2.680
0.540	2.671
0.541	2.661
0.542	2.652
0.543	2.643
0.544	2.634
0.545	2.625
0.546	2.615
0.547	2.606
0.548	2.597
0.549	2.588
0.550	2.579
0.551	2.569
0.552	2.560
0.553	2.551
0.554	2.542
0.555	2.533
0.556	2.523
0.557	2.514
0.558	2.505
0.559	2.496
0.560	2.486
0.561	2.477
0.562	2.468
0.563	2.459
0.564	2.449
0.565	2.440
0.566	2.431
0.567	2.422
0.568	2.412
0.569	2.403
0.570	2.394
0.571	2.385
0.572	2.375
0.573	2.366
0.574	2.357
0.575	2.348
0.576	2.339
0.577	2.329
0.578	2.320
0.579	2.311
0.580	2.302
0.581	2.292
0.582	2.283
0.583	2.274
0.584	2.265
0.585	2.256
0.586	2.246
0.587	2.237
0.588	2.228
0.589	2.219
0.590	2.210
0.591	2.201
0.592	2.192
0.593	2.182
0.594	2.173
0.595	2.164
0.596	2.155
0.597	2.146
0.598	2.137
0.599	2.128
0.600	2.119
0.601	4.500
0.602	4.500
0.603	2.091
0.604	2.082
0.605	2.073
0.606	2.064
0.607	2.055
0.608	2.046
0.609	2.037
0.610	2.028
0.611	2.020
0.612	2.011
0.613	2.002
0.614	1.993
0.615	1.984
0.616	1.975
0.617	1.966
0.618	1.957
0.619	1.949
0.620	1.940
0.621	1.931
0.622	1.922
0.623	1.913
0.624	1.905
0.625	1.896
0.626	1.887
0.627	1.879
0.628	1.870
0.629	1.861
0.630	2.200
0.631	2.300
0.632	2.500
0.633	1.827
0.634	1.819
0.635	1.810
0.636	1.802
0.637	1.794
0.638	1.785
0.639	1.777
0.640	1.768
0.641	1.760
0.642	1.752
0.643	1.744
0.644	1.736
0.645	1.727
0.646	1.719
0.647	1.711
0.648	1.703
0.649	1.695
0.650	1.687
0.651	1.679
0.652	1.671
0.653	1.663
0.654	1.655
0.655	1.647
0.656	1.640
0.657	1.632
0.658	1.624
0.659	1.617
0.660	1.609
0.661	1.602
0.662	1.594
0.663	1.586
0.664	1.579
0.665	1.572
0.666	1.564
0.667	1.557
0.668	1.550
0.669	1.542
0.670	1.535
0.671	1.528
0.672	1.521
0.673	1.514
0.674	1.507
0.675	1.500
0.676	1.493
0.677	1.486
0.678	1.479
0.679	1.472
0.680	1.466
0.681	1.459
0.682	1.452
0.683	1.445
0.684	1.439
0.685	1.432
0.686	1.426
0.687	1.419
0.688	1.413
0.689	1.407
0.690	1.400
0.691	1.394
0.692	1.388
0.693	1.382
0.694	1.375
0.695	1.369
0.696	1.363
0.697	1.357
0.698	1.351
0.699	1.345
0.700	1.339
0.701	1.334
0.702	1.328
0.703	1.322
0.704	1.316
0.705	1.311
0.706	1.305
0.707	1.299
0.708	1.294
0.709	1.288
0.710	1.283
0.711	1.277
0.712	1.272
0.713	1.267
0.714	1.261
0.715	1.256
0.716	1.250
0.717	1.245
0.718	1.240
0.719	1.235
0.720	1.230
0.721	1.225
0.722	1.220
0.723	1.214
0.724	1.209
0.725	1.204
0.726	1.200
0.727	1.195
0.728	1.190
0.729	1.185
0.730	1.180
0.731	4.200
0.732	4.100
0.733	1.166
0.734	1.161
0.735	1.156
0.736	1.151
0.737	1.147
0.738	1.142
0.739	1.137
0.740	1.133
0.741	1.128
0.742	1.124
0.743	1.119
0.744	1.115
0.745	1.110
0.746	1.106
0.747	1.101
0.748	1.097
0.749	1.092
0.750	1.088
0.751	1.083
0.752	1.079
0.753	1.074
0.754	1.070
0.755	1.066
0.756	1.061
0.757	1.057
0.758	1.053
0.759	1.048
0.760	1.044
0.761	1.040
0.762	1.035
0.763	1.031
0.764	1.027
0.765	1.023
0.766	1.018
0.767	1.014
0.768	1.010
0.769	1.006
0.770	1.001
0.771	0.997
0.772	0.993
0.773	0.989
0.774	0.985
0.775	0.981
0.776	0.976
0.777	0.972
0.778	0.968
0.779	0.964
0.780	0.960
0.781	0.956
0.782	0.952
0.783	0.948
0.784	0.943
0.785	0.939
0.786	0.935
0.787	0.931
0.788	0.927
0.789	0.923
0.790	0.919
0.791	0.915
0.792	0.911
0.793	0.907
0.794	0.903
0.795	0.899
0.796	0.895
0.797	0.891
0.798	0.887
0.799	0.883
0.800	0.880
0.801	0.876
0.802	0.872
0.803	0.868
0.804	0.864
0.805	0.860
0.806	0.856
0.807	0.853
0.808	0.849
0.809	0.845
0.810	0.841
0.811	0.838
0.812	0.834
0.813	0.830
0.814	0.826
0.815	0.823
0.816	0.819
0.817	0.816
0.818	0.812
0.819	0.808
0.820	0.805
0.821	0.801
0.822	0.798
0.823	0.794
0.824	0.791
0.825	0.787
0.826	0.784
0.827	0.780
0.828	0.777
0.829	0.774
0.830	0.770
0.831	0.767
0.832	0.764
0.833	0.761
0.834	0.757
0.835	0.754
0.836	0.751
0.837	0.748
0.838	3.100
0.839	0.742
0.840	0.738
0.841	0.735
0.842	0.732
0.843	0.729
0.844	0.726
0.845	0.723
0.846	0.720
0.847	0.718
0.848	0.715
0.849	0.712
0.850	0.709
0.851	0.706
0.852	0.703
0.853	0.701
0.854	0.698
0.855	0.695
0.856	0.693
0.857	0.690
0.858	0.687
0.859	0.685
0.860	0.682
0.861	0.680
0.862	0.677
0.863	2.600
0.864	0.672
0.865	0.670
0.866	0.667
0.867	0.665
0.868	0.662
0.869	0.660
0.870	0.658
0.871	0.655
0.872	0.653
0.873	0.651
0.874	0.648
0.875	0.646
0.876	0.644
0.877	0.642
0.878	0.639
0.879	0.637
0.880	0.635
0.881	0.633
0.882	0.631
0.883	0.628
0.884	0.626
0.885	0.624
0.886	0.622
0.887	0.620
0.888	0.618
0.889	0.616
0.890	0.614
0.891	0.612
0.892	0.609
0.893	0.607
0.894	0.605
0.895	0.603
0.896	0.601
0.897	0.599
0.898	0.597
0.899	0.595
0.900	0.593
0.901	0.591
0.902	0.589
0.903	0.587
0.904	0.585
0.905	0.583
0.906	0.581
0.907	0.579
0.908	0.577
0.909	0.575
0.910	0.573
0.911	0.570
0.912	0.568
0.913	0.566
0.914	0.564
0.915	0.562
0.916	0.560
0.917	0.558
0.918	0.556
0.919	0.554
0.920	0.552
0.921	0.550
0.922	0.548
0.923	0.545
0.924	0.543
0.925	0.541
0.926	0.539
0.927	0.537
0.928	0.535
0.929	0.532
0.930	0.530
0.931	0.528
0.932	0.526
0.933	0.524
0.934	0.521
0.935	0.519
0.936	0.517
0.937	0.515
0.938	0.513
0.939	0.510
0.940	0.508
0.941	0.506
0.942	0.504
0.943	0.501
0.944	0.499
0.945	0.497
0.946	0.495
0.947	0.492
0.948	0.490
0.949	0.488
0.950	0.485
0.951	0.483
0.952	0.481
0.953	0.479
0.954	0.476
0.955	0.474
0.956	0.472
0.957	0.470
0.958	0.467
0.959	0.465
0.960	0.463
0.961	0.461
0.962	0.458
0.963	0.456
0.964	0.454
0.965	0.452
0.966	0.450
0.967	0.448
0.968	0.445
0.969	0.443
0.970	0.441
0.971	0.439
0.972	0.437
0.973	0.435
0.974	0.433
0.975	0.431
0.976	0.429
0.977	0.427
0.978	0.425
0.979	0.423
0.980	0.421
0.981	0.419
0.982	0.417
0.983	0.416
0.984	0.414
0.985	0.412
0.986	0.410
0.987	0.409
0.988	0.407
0.989	0.405
0.990	0.404
0.991	0.402
0.992	0.400
0.993	0.399
0.994	0.398
0.995	0.396
0.996	0.395
0.997	0.394
0.998	0.392
0.999	0.391
1.000	0.390
1.001	0.389
1.002	0.388
1.003	0.386
1.004	0.385
1.005	0.384
1.006	0.383
1.007	0.382
1.008	0.382
1.009	0.381
