Time	Amplitude
1.77	9.3885E-1
1.78	9.3113E-1
1.79	9.2291E-1
1.80	9.1421E-1
1.81	9.0501E-1
1.82	8.9531E-1
1.83	8.8511E-1
1.84	8.7441E-1
1.85	8.6320E-1
1.86	8.5148E-1
1.87	8.3926E-1
1.88	8.2653E-1
1.89	8.1329E-1
1.90	7.9954E-1
1.91	7.8528E-1
1.92	7.7051E-1
1.93	7.5524E-1
1.94	7.3947E-1
1.95	7.2319E-1
1.96	7.0641E-1
1.97	6.8914E-1
1.98	6.7138E-1
1.99	6.5313E-1
2.00	6.3439E-1
2.01	6.1518E-1
2.02	5.9550E-1
2.03	5.7536E-1
2.04	5.5475E-1
2.05	5.3370E-1
2.06	5.1221E-1
2.07	4.9028E-1
2.08	4.6793E-1
2.09	4.4517E-1
2.10	4.2200E-1
2.11	3.9844E-1
2.12	3.7451E-1
2.13	3.5020E-1
2.14	3.2554E-1
2.15	3.0054E-1
2.16	2.7522E-1
2.17	2.4958E-1
2.18	2.2365E-1
2.19	1.9744E-1
2.20	1.7096E-1
2.21	1.4424E-1
2.22	1.1729E-1
2.23	9.0137E-2
2.24	6.2791E-2
2.25	3.5274E-2
2.26	7.6085E-3
2.27	-2.0186E-2
2.28	-4.8087E-2
2.29	-7.6073E-2
2.30	-1.0412E-1
2.31	-1.3221E-1
2.32	-1.6031E-1
2.33	-1.8841E-1
2.34	-2.1647E-1
2.35	-2.4447E-1
2.36	-2.7239E-1
2.37	-3.0019E-1
2.38	-3.2786E-1
2.39	-3.5537E-1
2.40	-3.8268E-1
2.41	-4.0978E-1
2.42	-4.3663E-1
2.43	-4.6321E-1
2.44	-4.8948E-1
2.45	-5.1542E-1
2.46	-5.4100E-1
2.47	-5.6619E-1
2.48	-5.9096E-1
2.49	-6.1528E-1
2.50	-6.3912E-1
2.51	-6.6246E-1
2.52	-6.8526E-1
2.53	-7.0750E-1
2.54	-7.2914E-1
2.55	-7.5015E-1
2.56	-7.7051E-1
2.57	-7.9019E-1
2.58	-8.0916E-1
2.59	-8.2739E-1
2.60	-8.4485E-1
2.61	-8.6152E-1
2.62	-8.7737E-1
2.63	-8.9237E-1
2.64	-9.0649E-1
2.65	-9.1972E-1
2.66	-9.3202E-1
2.67	-9.4337E-1
2.68	-9.5375E-1
2.69	-9.6314E-1
2.70	-9.7150E-1
2.71	-9.7884E-1
2.72	-9.8511E-1
2.73	-9.9031E-1
2.74	-9.9441E-1
2.75	-9.9740E-1
2.76	-9.9927E-1
2.77	-9.9999E-1
2.78	-9.9956E-1
2.79	-9.9796E-1
2.80	-9.9518E-1
2.81	-9.9122E-1
2.82	-9.8606E-1
2.83	-9.7971E-1
2.84	-9.7214E-1
2.85	-9.6337E-1
2.86	-9.5338E-1
2.87	-9.4218E-1
2.88	-9.2978E-1
2.89	-9.1616E-1
2.90	-9.0135E-1
2.91	-8.8534E-1
2.92	-8.6814E-1
2.93	-8.4977E-1
2.94	-8.3024E-1
2.95	-8.0956E-1
2.96	-7.8774E-1
2.97	-7.6481E-1
2.98	-7.4079E-1
2.99	-7.1569E-1
3.00	-6.8954E-1
3.01	-6.6237E-1
3.02	-6.3420E-1
3.03	-6.0507E-1
3.04	-5.7501E-1
3.05	-5.4404E-1
3.06	-5.1221E-1
3.07	-4.7955E-1
3.08	-4.4610E-1
3.09	-4.1191E-1
3.10	-3.7701E-1
3.11	-3.4145E-1
3.12	-3.0528E-1
3.13	-2.6855E-1
3.14	-2.3130E-1
3.15	-1.9359E-1
3.16	-1.5546E-1
3.17	-1.1699E-1
3.18	-7.8214E-2
3.19	-3.9199E-2
3.20	-2.4492E-16
3.21	3.9321E-2
3.22	7.8704E-2
3.23	1.1809E-1
3.24	1.5740E-1
3.25	1.9659E-1
3.26	2.3559E-1
3.27	2.7433E-1
3.28	3.1275E-1
3.29	3.5078E-1
3.30	3.8835E-1
3.31	4.2539E-1
3.32	4.6185E-1
3.33	4.9764E-1
3.34	5.3271E-1
3.35	5.6700E-1
3.36	6.0042E-1
3.37	6.3292E-1
3.38	6.6444E-1
3.39	6.9490E-1
3.40	7.2425E-1
3.41	7.5242E-1
3.42	7.7936E-1
3.43	8.0499E-1
3.44	8.2928E-1
3.45	8.5216E-1
3.46	8.7357E-1
3.47	8.9347E-1
3.48	9.1181E-1
3.49	9.2853E-1
3.50	9.4359E-1
3.51	9.5696E-1
3.52	9.6858E-1
3.53	9.7843E-1
3.54	9.8647E-1
3.55	9.9267E-1
3.56	9.9699E-1
3.57	9.9943E-1
3.58	9.9995E-1
3.59	9.9854E-1
3.60	9.9518E-1
3.61	9.8988E-1
3.62	9.8261E-1
3.63	9.7338E-1
3.64	9.6219E-1
3.65	9.4905E-1
3.66	9.3396E-1
3.67	9.1695E-1
3.68	8.9803E-1
3.69	8.7722E-1
3.70	8.5456E-1
3.71	8.3007E-1
3.72	8.0379E-1
3.73	7.7577E-1
3.74	7.4604E-1
3.75	7.1466E-1
3.76	6.8168E-1
3.77	6.4716E-1
3.78	6.1116E-1
3.79	5.7375E-1
3.80	5.3500E-1
3.81	4.9498E-1
3.82	4.5377E-1
3.83	4.1146E-1
3.84	3.6812E-1
3.85	3.2386E-1
3.86	2.7876E-1
3.87	2.3291E-1
3.88	1.8642E-1
3.89	1.3938E-1
3.90	9.1909E-2
3.91	4.4103E-2
3.92	-3.9270E-3
3.93	-5.2070E-2
3.94	-1.0022E-1
3.95	-1.4825E-1
3.96	-1.9605E-1
3.97	-2.4352E-1
3.98	-2.9052E-1
3.99	-3.3695E-1
4.00	-3.8268E-1
4.01	-4.2761E-1
4.02	-4.7161E-1
4.03	-5.1458E-1
4.04	-5.5639E-1
4.05	-5.9693E-1
4.06	-6.3610E-1
4.07	-6.7378E-1
4.08	-7.0988E-1
4.09	-7.4428E-1
4.10	-7.7689E-1
4.11	-8.0761E-1
4.12	-8.3635E-1
4.13	-8.6301E-1
4.14	-8.8753E-1
4.15	-9.0981E-1
4.16	-9.2978E-1
4.17	-9.4737E-1
4.18	-9.6252E-1
4.19	-9.7518E-1
4.20	-9.8528E-1
4.21	-9.9278E-1
4.22	-9.9766E-1
4.23	-9.9986E-1
4.24	-9.9938E-1
4.25	-9.9618E-1
4.26	-9.9026E-1
4.27	-9.8163E-1
4.28	-9.7027E-1
4.29	-9.5621E-1
4.30	-9.3946E-1
4.31	-9.2005E-1
4.32	-8.9803E-1
4.33	-8.7342E-1
4.34	-8.4629E-1
4.35	-8.1670E-1
4.36	-7.8471E-1
4.37	-7.5040E-1
4.38	-7.1384E-1
4.39	-6.7514E-1
4.40	-6.3439E-1
4.41	-5.9170E-1
4.42	-5.4718E-1
4.43	-5.0094E-1
4.44	-4.5312E-1
4.45	-4.0384E-1
4.46	-3.5325E-1
4.47	-3.0148E-1
4.48	-2.4869E-1
4.49	-1.9503E-1
4.50	-1.4066E-1
4.51	-8.5736E-2
4.52	-3.0429E-2
4.53	2.5093E-2
4.54	8.0661E-2
4.55	1.3610E-1
4.56	1.9124E-1
4.57	2.4590E-1
4.58	2.9990E-1
4.59	3.5307E-1
4.60	4.0524E-1
4.61	4.5623E-1
4.62	5.0587E-1
4.63	5.5399E-1
4.64	6.0042E-1
4.65	6.4500E-1
4.66	6.8758E-1
4.67	7.2800E-1
4.68	7.6611E-1
4.69	8.0178E-1
4.70	8.3486E-1
4.71	8.6524E-1
4.72	8.9278E-1
4.73	9.1739E-1
4.74	9.3895E-1
4.75	9.5738E-1
4.76	9.7260E-1
4.77	9.8452E-1
4.78	9.9310E-1
4.79	9.9827E-1
4.80	1.0000E0
4.81	9.9826E-1
4.82	9.9304E-1
4.83	9.8433E-1
4.84	9.7214E-1
4.85	9.5649E-1
4.86	9.3742E-1
4.87	9.1498E-1
4.88	8.8922E-1
4.89	8.6021E-1
4.90	8.2805E-1
4.91	7.9282E-1
4.92	7.5464E-1
4.93	7.1363E-1
4.94	6.6992E-1
4.95	6.2366E-1
4.96	5.7501E-1
4.97	5.2412E-1
4.98	4.7118E-1
4.99	4.1637E-1
5.00	3.5990E-1
5.01	3.0195E-1
5.02	2.4274E-1
5.03	1.8250E-1
5.04	1.2144E-1
5.05	5.9790E-2
5.06	-2.2089E-3
5.07	-6.4321E-2
5.08	-1.2631E-1
5.09	-1.8792E-1
5.10	-2.4893E-1
5.11	-3.0908E-1
5.12	-3.6812E-1
5.13	-4.2583E-1
5.14	-4.8197E-1
5.15	-5.3629E-1
5.16	-5.8858E-1
5.17	-6.3861E-1
5.18	-6.8616E-1
5.19	-7.3102E-1
5.20	-7.7301E-1
5.21	-8.1193E-1
5.22	-8.4760E-1
5.23	-8.7986E-1
5.24	-9.0855E-1
5.25	-9.3354E-1
5.26	-9.5470E-1
5.27	-9.7192E-1
5.28	-9.8511E-1
5.29	-9.9418E-1
5.30	-9.9908E-1
5.31	-9.9975E-1
5.32	-9.9619E-1
5.33	-9.8836E-1
5.34	-9.7629E-1
5.35	-9.6000E-1
5.36	-9.3954E-1
5.37	-9.1498E-1
5.38	-8.8639E-1
5.39	-8.5389E-1
5.40	-8.1758E-1
5.41	-7.7762E-1
5.42	-7.3416E-1
5.43	-6.8736E-1
5.44	-6.3742E-1
5.45	-5.8455E-1
5.46	-5.2897E-1
5.47	-4.7091E-1
5.48	-4.1062E-1
5.49	-3.4836E-1
5.50	-2.8441E-1
5.51	-2.1904E-1
5.52	-1.5255E-1
5.53	-8.5247E-2
5.54	-1.7425E-2
5.55	5.0600E-2
5.56	1.1851E-1
5.57	1.8599E-1
5.58	2.5273E-1
5.59	3.1840E-1
5.60	3.8268E-1
5.61	4.4528E-1
5.62	5.0587E-1
5.63	5.6416E-1
5.64	6.1986E-1
5.65	6.7269E-1
5.66	7.2238E-1
5.67	7.6867E-1
5.68	8.1132E-1
5.69	8.5010E-1
5.70	8.8480E-1
5.71	9.1523E-1
5.72	9.4121E-1
5.73	9.6260E-1
5.74	9.7927E-1
5.75	9.9111E-1
5.76	9.9803E-1
5.77	9.9997E-1
5.78	9.9690E-1
5.79	9.8880E-1
5.80	9.7570E-1
5.81	9.5763E-1
5.82	9.3466E-1
5.83	9.0688E-1
5.84	8.7441E-1
5.85	8.3739E-1
5.86	7.9599E-1
5.87	7.5040E-1
5.88	7.0083E-1
5.89	6.4753E-1
5.90	5.9076E-1
5.91	5.3079E-1
5.92	4.6793E-1
5.93	4.0249E-1
5.94	3.3481E-1
5.95	2.6523E-1
5.96	1.9413E-1
5.97	1.2186E-1
5.98	4.8823E-2
5.99	-2.4603E-2
6.00	-9.8017E-2
6.01	-1.7102E-1
6.02	-2.4322E-1
6.03	-3.1421E-1
6.04	-3.8359E-1
6.05	-4.5098E-1
6.06	-5.1600E-1
6.07	-5.7826E-1
6.08	-6.3742E-1
6.09	-6.9313E-1
6.10	-7.4506E-1
6.11	-7.9289E-1
6.12	-8.3635E-1
6.13	-8.7515E-1
6.14	-9.0907E-1
6.15	-9.3787E-1
6.16	-9.6138E-1
6.17	-9.7943E-1
6.18	-9.9190E-1
6.19	-9.9868E-1
6.20	-9.9970E-1
6.21	-9.9493E-1
6.22	-9.8438E-1
6.23	-9.6808E-1
6.24	-9.4609E-1
6.25	-9.1851E-1
6.26	-8.8548E-1
6.27	-8.4718E-1
6.28	-8.0379E-1
6.29	-7.5556E-1
6.30	-7.0275E-1
6.31	-6.4566E-1
6.32	-5.8460E-1
6.33	-5.1993E-1
6.34	-4.5202E-1
6.35	-3.8127E-1
6.36	-3.0808E-1
6.37	-2.3291E-1
6.38	-1.5619E-1
6.39	-7.8398E-2
6.40	-9.7969E-16
6.41	7.8520E-2
6.42	1.5668E-1
6.43	2.3398E-1
6.44	3.0995E-1
6.45	3.8410E-1
6.46	4.5596E-1
6.47	5.2506E-1
6.48	5.9096E-1
6.49	6.5322E-1
6.50	7.1143E-1
6.51	7.6521E-1
6.52	8.1418E-1
6.53	8.5801E-1
6.54	8.9640E-1
6.55	9.2907E-1
6.56	9.5579E-1
6.57	9.7636E-1
6.58	9.9060E-1
6.59	9.9841E-1
6.60	9.9970E-1
6.61	9.9443E-1
6.62	9.8261E-1
6.63	9.6428E-1
6.64	9.3954E-1
6.65	9.0853E-1
6.66	8.7141E-1
6.67	8.2842E-1
6.68	7.7982E-1
6.69	7.2590E-1
6.70	6.6700E-1
6.71	6.0351E-1
6.72	5.3583E-1
6.73	4.6440E-1
6.74	3.8970E-1
6.75	3.1222E-1
6.76	2.3249E-1
6.77	1.5104E-1
6.78	6.8423E-2
6.79	-1.4787E-2
6.80	-9.8017E-2
6.81	-1.8069E-1
6.82	-2.6222E-1
6.83	-3.4203E-1
6.84	-4.1955E-1
6.85	-4.9423E-1
6.86	-5.6553E-1
6.87	-6.3292E-1
6.88	-6.9591E-1
6.89	-7.5403E-1
6.90	-8.0685E-1
6.91	-8.5395E-1
6.92	-8.9498E-1
6.93	-9.2962E-1
6.94	-9.5758E-1
6.95	-9.7863E-1
6.96	-9.9260E-1
6.97	-9.9934E-1
6.98	-9.9878E-1
6.99	-9.9089E-1
7.00	-9.7570E-1
7.01	-9.5329E-1
7.02	-9.2379E-1
7.03	-8.8739E-1
7.04	-8.4433E-1
7.05	-7.9491E-1
7.06	-7.3947E-1
7.07	-6.7840E-1
7.08	-6.1213E-1
7.09	-5.4115E-1
7.10	-4.6598E-1
7.11	-3.8716E-1
7.12	-3.0528E-1
7.13	-2.2096E-1
7.14	-1.3482E-1
7.15	-4.7535E-2
7.16	4.0241E-2
7.17	1.2783E-1
7.18	2.1455E-1
7.19	2.9972E-1
7.20	3.8268E-1
7.21	4.6277E-1
7.22	5.3935E-1
7.23	6.1179E-1
7.24	6.7952E-1
7.25	7.4198E-1
7.26	7.9865E-1
7.27	8.4906E-1
7.28	8.9278E-1
7.29	9.2944E-1
7.30	9.5870E-1
7.31	9.8032E-1
7.32	9.9407E-1
7.33	9.9982E-1
7.34	9.9749E-1
7.35	9.8706E-1
7.36	9.6858E-1
7.37	9.4218E-1
7.38	9.0804E-1
7.39	8.6640E-1
7.40	8.1758E-1
7.41	7.6196E-1
7.42	6.9996E-1
7.43	6.3207E-1
7.44	5.5883E-1
7.45	4.8084E-1
7.46	3.9872E-1
7.47	3.1316E-1
7.48	2.2484E-1
7.49	1.3452E-1
7.50	4.2938E-2
7.51	-4.9129E-2
7.52	-1.4090E-1
7.53	-2.3160E-1
7.54	-3.2043E-1
7.55	-4.0664E-1
7.56	-4.8948E-1
7.57	-5.6821E-1
7.58	-6.4214E-1
7.59	-7.1061E-1
7.60	-7.7301E-1
7.61	-8.2877E-1
7.62	-8.7737E-1
7.63	-9.1836E-1
7.64	-9.5136E-1
7.65	-9.7604E-1
7.66	-9.9215E-1
7.67	-9.9951E-1
7.68	-9.9803E-1
7.69	-9.8768E-1
7.70	-9.6852E-1
7.71	-9.4069E-1
7.72	-9.0441E-1
7.73	-8.5996E-1
7.74	-8.0772E-1
7.75	-7.4812E-1
7.76	-6.8168E-1
7.77	-6.0897E-1
7.78	-5.3064E-1
7.79	-4.4736E-1
7.80	-3.5990E-1
7.81	-2.6902E-1
7.82	-1.7555E-1
7.83	-8.0355E-2
7.84	1.5707E-2
7.85	1.1175E-1
7.86	2.0687E-1
7.87	3.0019E-1
7.88	3.9083E-1
7.89	4.7793E-1
7.90	5.6066E-1
7.91	6.3823E-1
7.92	7.0988E-1
7.93	7.7491E-1
7.94	8.3269E-1
7.95	8.8264E-1
7.96	9.2425E-1
7.97	9.5710E-1
7.98	9.8083E-1
7.99	9.9519E-1
8.00	1.0000E0
8.01	9.9518E-1
8.02	9.8074E-1
8.03	9.5678E-1
8.04	9.2350E-1
8.05	8.8120E-1
8.06	8.3024E-1
8.07	7.7110E-1
8.08	7.0432E-1
8.09	6.3054E-1
8.10	5.5046E-1
8.11	4.6484E-1
8.12	3.7451E-1
8.13	2.8035E-1
8.14	1.8328E-1
8.15	8.4269E-2
8.16	-1.5707E-2
8.17	-1.1565E-1
8.18	-2.1455E-1
8.19	-3.1141E-1
8.20	-4.0524E-1
8.21	-4.9509E-1
8.22	-5.8001E-1
8.23	-6.5915E-1
8.24	-7.3165E-1
8.25	-7.9676E-1
8.26	-8.5379E-1
8.27	-9.0212E-1
8.28	-9.4121E-1
8.29	-9.7064E-1
8.30	-9.9006E-1
8.31	-9.9923E-1
8.32	-9.9803E-1
8.33	-9.8642E-1
8.34	-9.6449E-1
8.35	-9.3244E-1
8.36	-8.9056E-1
8.37	-8.3926E-1
8.38	-7.7905E-1
8.39	-7.1053E-1
8.40	-6.3439E-1
8.41	-5.5143E-1
8.42	-4.6250E-1
8.43	-3.6852E-1
8.44	-2.7050E-1
8.45	-1.6945E-1
8.46	-6.6464E-2
8.47	3.7359E-2
8.48	1.4090E-1
8.49	2.4304E-1
8.50	3.4266E-1
8.51	4.3867E-1
8.52	5.3001E-1
8.53	6.1567E-1
8.54	6.9468E-1
8.55	7.6615E-1
8.56	8.2928E-1
8.57	8.8333E-1
8.58	9.2768E-1
8.59	9.6180E-1
8.60	9.8528E-1
8.61	9.9781E-1
8.62	9.9922E-1
8.63	9.8945E-1
8.64	9.6858E-1
8.65	9.3680E-1
8.66	8.9443E-1
8.67	8.4192E-1
8.68	7.7982E-1
8.69	7.0880E-1
8.70	6.2964E-1
8.71	5.4321E-1
8.72	4.5049E-1
8.73	3.5250E-1
8.74	2.5035E-1
8.75	1.4521E-1
8.76	3.8279E-2
8.77	-6.9219E-2
8.78	-1.7604E-1
8.79	-2.8093E-1
8.80	-3.8268E-1
8.81	-4.8009E-1
8.82	-5.7199E-1
8.83	-6.5730E-1
8.84	-7.3499E-1
8.85	-8.0412E-1
8.86	-8.6385E-1
8.87	-9.1344E-1
8.88	-9.5226E-1
8.89	-9.7983E-1
8.90	-9.9577E-1
8.91	-9.9985E-1
8.92	-9.9199E-1
8.93	-9.7224E-1
8.94	-9.4080E-1
8.95	-8.9800E-1
8.96	-8.4433E-1
8.97	-7.8039E-1
8.98	-7.0693E-1
8.99	-6.2481E-1
9.00	-5.3500E-1
9.01	-4.3856E-1
9.02	-3.3666E-1
9.03	-2.3052E-1
9.04	-1.2144E-1
9.05	-1.0738E-2
9.06	1.0022E-1
9.07	2.1005E-1
9.08	3.1741E-1
9.09	4.2094E-1
9.10	5.1936E-1
9.11	6.1140E-1
9.12	6.9591E-1
9.13	7.7180E-1
9.14	8.3809E-1
9.15	8.9391E-1
9.16	9.3853E-1
9.17	9.7134E-1
9.18	9.9190E-1
9.19	9.9989E-1
9.20	9.9518E-1
9.21	9.7779E-1
9.22	9.4790E-1
9.23	9.0584E-1
9.24	8.5213E-1
9.25	7.8740E-1
9.26	7.1247E-1
9.27	6.2825E-1
9.28	5.3583E-1
9.29	4.3635E-1
9.30	3.3111E-1
9.31	2.2144E-1
9.32	1.0876E-1
9.33	-5.4609E-3
9.34	-1.1973E-1
9.35	-2.3255E-1
9.36	-3.4243E-1
9.37	-4.4791E-1
9.38	-5.4759E-1
9.39	-6.4011E-1
9.40	-7.2425E-1
9.41	-7.9884E-1
9.42	-8.6286E-1
9.43	-9.1542E-1
9.44	-9.5579E-1
9.45	-9.8339E-1
9.46	-9.9779E-1
9.47	-9.9877E-1
9.48	-9.8627E-1
9.49	-9.6041E-1
9.50	-9.2151E-1
9.51	-8.7006E-1
9.52	-8.0670E-1
9.53	-7.3228E-1
9.54	-6.4777E-1
9.55	-5.5429E-1
9.56	-4.5312E-1
9.57	-3.4560E-1
9.58	-2.3321E-1
9.59	-1.1748E-1
9.60	-2.2043E-15
9.61	1.1760E-1
9.62	2.3368E-1
9.63	3.4664E-1
9.64	4.5487E-1
9.65	5.5685E-1
9.66	6.5113E-1
9.67	7.3636E-1
9.68	8.1132E-1
9.69	8.7491E-1
9.70	9.2621E-1
9.71	9.6444E-1
9.72	9.8903E-1
9.73	9.9958E-1
9.74	9.9590E-1
9.75	9.7800E-1
9.76	9.4609E-1
9.77	9.0058E-1
9.78	8.4208E-1
9.79	7.7141E-1
9.80	6.8954E-1
9.81	5.9762E-1
9.82	4.9695E-1
9.83	3.8897E-1
9.84	2.7522E-1
9.85	1.5734E-1
9.86	3.7052E-2
9.87	-8.3902E-2
9.88	-2.0375E-1
9.89	-3.2072E-1
9.90	-4.3309E-1
9.91	-5.3919E-1
9.92	-6.3742E-1
9.93	-7.2632E-1
9.94	-8.0452E-1
9.95	-8.7084E-1
9.96	-9.2425E-1
9.97	-9.6392E-1
9.98	-9.8921E-1
9.99	-9.9970E-1
10.00	-9.9518E-1
10.01	-9.7569E-1
10.02	-9.4146E-1
10.03	-8.9298E-1
10.04	-8.3092E-1
10.05	-7.5621E-1
10.06	-6.6992E-1
10.07	-5.7335E-1
10.08	-4.6793E-1
10.09	-3.5525E-1
10.10	-2.3702E-1
10.11	-1.1504E-1
10.12	8.8356E-3
10.13	1.3270E-1
10.14	2.5463E-1
10.15	3.7274E-1
10.16	4.8519E-1
10.17	5.9021E-1
10.18	6.8616E-1
10.19	7.7149E-1
10.20	8.4485E-1
10.21	9.0506E-1
10.22	9.5113E-1
10.23	9.8230E-1
10.24	9.9803E-1
10.25	9.9802E-1
10.26	9.8224E-1
10.27	9.5089E-1
10.28	9.0441E-1
10.29	8.4350E-1
10.30	7.6910E-1
10.31	6.8235E-1
10.32	5.8460E-1
10.33	4.7739E-1
10.34	3.6241E-1
10.35	2.4149E-1
10.36	1.1656E-1
10.37	-1.0370E-2
10.38	-1.3726E-1
10.39	-2.6204E-1
10.40	-3.8268E-1
10.41	-4.9722E-1
10.42	-6.0375E-1
10.43	-7.0053E-1
10.44	-7.8592E-1
10.45	-8.5852E-1
10.46	-9.1707E-1
10.47	-9.6058E-1
10.48	-9.8830E-1
10.49	-9.9970E-1
10.50	-9.9456E-1
10.51	-9.7293E-1
10.52	-9.3510E-1
10.53	-8.8166E-1
10.54	-8.1347E-1
10.55	-7.3161E-1
10.56	-6.3742E-1
10.57	-5.3246E-1
10.58	-4.1844E-1
10.59	-2.9726E-1
10.60	-1.7096E-1
10.61	-4.1651E-2
10.62	8.8487E-2
10.63	2.1724E-1
10.64	3.4243E-1
10.65	4.6190E-1
10.66	5.7360E-1
10.67	6.7560E-1
10.68	7.6611E-1
10.69	8.4357E-1
10.70	9.0660E-1
10.71	9.5406E-1
10.72	9.8511E-1
10.73	9.9915E-1
10.74	9.9590E-1
10.75	9.7536E-1
10.76	9.3785E-1
10.77	8.8397E-1
10.78	8.1461E-1
10.79	7.3094E-1
10.80	6.3439E-1
10.81	5.2663E-1
10.82	4.0950E-1
10.83	2.8505E-1
10.84	1.5546E-1
10.85	2.3008E-2
10.86	-1.0998E-1
10.87	-2.4113E-1
10.88	-3.6812E-1
10.89	-4.8867E-1
10.90	-6.0062E-1
10.91	-7.0192E-1
10.92	-7.9076E-1
10.93	-8.6548E-1
10.94	-9.2472E-1
10.95	-9.6737E-1
10.96	-9.9260E-1
10.97	-9.9992E-1
10.98	-9.8914E-1
10.99	-9.6041E-1
11.00	-9.1421E-1
11.01	-8.5132E-1
11.02	-7.7285E-1
11.03	-6.8020E-1
11.04	-5.7501E-1
11.05	-4.5918E-1
11.06	-3.3481E-1
11.07	-2.0417E-1
11.08	-6.9648E-2
11.09	6.6281E-2
11.10	2.0110E-1
11.11	3.3232E-1
11.12	4.5749E-1
11.13	5.7425E-1
11.14	6.8042E-1
11.15	7.7398E-1
11.16	8.5315E-1
11.17	9.1641E-1
11.18	9.6252E-1
11.19	9.9058E-1
11.20	1.0000E0
11.21	9.9056E-1
11.22	9.6239E-1
11.23	9.1597E-1
11.24	8.5213E-1
