t	L1	L2
13.025	0.0663875500165369	8.712
13.05	0.0664641596895183	8.695
13.075	0.066946459149498	8.7
13.1	0.066645256884061	8.6895
13.125	0.0668037938341642	8.6785
13.15	0.0661626082587837	8.6985
13.175	0.065905481680646	8.712
13.2	0.0659405199670963	8.7115
13.225	0.0659596127893488	8.706
13.25	0.0660708660547118	8.7195
13.275	0.0658580613658423	8.6995
13.3	0.0657968722367606	8.697
13.325	0.0660440532818393	8.7165
13.35	0.0659347375129037	8.721
13.375	0.0660256795822801	8.7285
13.4	0.0654520125393602	8.7015
13.425	0.065640761343924	8.723
13.45	0.0659703023254117	8.712
13.475	0.065516309128684	8.718
13.5	0.0652949959570817	8.698
13.525	0.0655387932479205	8.738
13.55	0.0654693206452843	8.7135
13.575	0.0653514410539028	8.725
13.6	0.0653743417200577	8.721
13.625	0.0652461288260041	8.716
13.65	0.0652046383006111	8.7335
13.675	0.0653201385218952	8.726
13.7	0.0649277627492866	8.7325
13.725	0.0649626442585988	8.7305
13.75	0.0652409974229476	8.7595
13.775	0.0648330906855625	8.749
13.8	0.0643821654785467	8.725
13.825	0.0648125443308283	8.753
13.85	0.0650701714085449	8.736
13.875	0.0646955854878631	8.7465
13.9	0.0646185145494217	8.7375
13.925	0.0651092271295323	8.7655
13.95	0.0647515052930045	8.758
13.975	0.0646750770654311	8.741
14	0.0640312921087194	8.746
14.025	0.0644255541533799	8.758
14.05	0.0646524561335198	8.741
14.075	0.0639498342407572	8.7545
14.1	0.0642690381943529	8.735
14.125	0.0640479042140459	8.762
14.15	0.0639675117766758	8.78
14.175	0.0643143457782101	8.751
14.2	0.0640397559930721	8.7745
14.225	0.0640950922091451	8.7775
14.25	0.0638154880114262	8.7595
14.275	0.0638982391602777	8.7605
14.3	0.0638244252129217	8.7565
14.325	0.0636697203341257	8.763
14.35	0.0638935824852688	8.7735
14.375	0.0639284426134079	8.7715
14.4	0.0632715965430489	8.7665
14.425	0.0636473671381895	8.769
14.45	0.063639536734633	8.7795
14.475	0.0637724282209527	8.789
14.5	0.0632946888221598	8.7885
14.525	0.0635306414509405	8.763
14.55	0.0631235279507859	8.774
14.575	0.0636355090958803	8.7735
14.6	0.0634827997261255	8.78
14.625	0.06358431739568	8.789
14.65	0.0631778985890671	8.7825
14.675	0.0631338122345809	8.78
14.7	0.0629385434879645	8.7915
14.725	0.0631596585971699	8.7975
14.75	0.0631917508482002	8.7705
14.775	0.063413197321764	8.7845
14.8	0.0628510237580388	8.765
14.825	0.0627484721241377	8.803
14.85	0.0628082438572542	8.803
14.875	0.0626303377024011	8.7915
14.9	0.062582319982584	8.795
14.925	0.0627398651392455	8.795
14.95	0.0631354043808187	8.8125
14.975	0.0625797473042549	8.785
15	0.0625431629760116	8.804
15.025	0.0628094339860139	8.8025
15.05	0.0631245050962127	8.7815
15.075	0.0626775643215753	8.7925
15.1	0.0624253672543204	8.799
15.125	0.0622922370638296	8.814
15.15	0.062521415847912	8.7925
15.175	0.0624047943624469	8.7965
15.2	0.0622829120212985	8.806
15.225	0.0626260379773121	8.8175
15.25	0.0622828197708792	8.801
15.275	0.062366769816341	8.8075
15.3	0.0618886978343385	8.8135
15.325	0.0621296838247049	8.8145
15.35	0.0621654023907087	8.7895
15.375	0.062093149766002	8.816
15.4	0.0619777897604871	8.8045
15.425	0.0620841861926715	8.8145
15.45	0.0617474731598606	8.7975
15.475	0.0620325144975413	8.813
15.5	0.0624906605360628	8.814
15.525	0.0615759643167783	8.828
15.55	0.0617316680784574	8.809
15.575	0.0623631762301859	8.825
15.6	0.0617731904864282	8.807
15.625	0.0619508990561449	8.8275
15.65	0.061669273940019	8.816
15.675	0.0620364222817369	8.8295
15.7	0.0615118025841351	8.831
15.725	0.061598116601023	8.8185
15.75	0.0616034714992768	8.818
15.775	0.0614846231020154	8.8265
15.8	0.0613983272398848	8.8265
15.825	0.0611607992104513	8.837
15.85	0.0619774435078658	8.828
15.875	0.0612212322011771	8.829
15.9	0.0614381103396732	8.8395
15.925	0.0614064554122772	8.834
15.95	0.0611749151853221	8.8425
15.975	0.0611597049997857	8.8505
16	0.0615013645279857	8.8355
16.025	0.0612971902059511	8.821
16.05	0.0612390730711991	8.844
16.075	0.0614189041680813	8.8445
16.1	0.0609718177909669	8.842
16.125	0.0610545698625625	8.8425
16.15	0.0612185109068275	8.832
16.175	0.0609987752381046	8.8325
16.2	0.0611196863664691	8.8555
16.225	0.0610244867274018	8.8405
16.25	0.0609834457898409	8.8275
16.275	0.0608884546507216	8.825
16.3	0.06137194495384	8.8375
16.325	0.060704186187096	8.84
16.35	0.0611122046013585	8.849
16.375	0.0606284318590607	8.845
16.4	0.0608798942233367	8.848
16.425	0.0607098341795904	8.862
16.45	0.0608641969219308	8.8575
16.475	0.0608673060287961	8.831
16.5	0.0608326742737137	8.8345
16.525	0.0601278684901148	8.845
16.55	0.060563698760474	8.829
16.575	0.0602752994973407	8.849
16.6	0.0606140213351825	8.859
16.625	0.060850133833039	8.8575
16.65	0.0603620146636638	8.8615
16.675	0.0603496631269896	8.854
16.7	0.0606833487987306	8.8525
16.725	0.0601468547735788	8.855
16.75	0.0601942344219145	8.8605
16.775	0.0604795411194907	8.8665
16.8	0.0602946660852252	8.848
16.825	0.0604774464892642	8.8535
16.85	0.0601684222096944	8.8485
16.875	0.0602000250216882	8.8585
16.9	0.0606425245434062	8.861
16.925	0.0603986228305483	8.8515
16.95	0.0603385895114463	8.871
16.975	0.0602408023275621	8.854
17	0.0597485038902018	8.8675
17.025	0.0599319638426372	8.868
17.05	0.0599749653465504	8.8585
17.075	0.0600721023792904	8.852
17.1	0.0601152662203192	8.858
17.125	0.0596882400457662	8.8655
17.15	0.0596504827121722	8.875
17.175	0.0596722638915855	8.86
17.2	0.0600454748823332	8.864
17.225	0.0600025475279021	8.8745
17.25	0.0597002380006834	8.8755
17.275	0.0596790862613951	8.874
17.3	0.0599174701130978	8.879
17.325	0.0596856592552118	8.8745
17.35	0.0599890585267233	8.8735
17.375	0.0601087484466887	8.87
17.4	0.0596663500790628	8.882
17.425	0.0596186196272576	8.876
17.45	0.0597277187043772	8.879
17.475	0.0595233764953446	8.868
17.5	0.0597569438109206	8.873
17.525	0.0597203120065885	8.8735
17.55	0.0598729400095464	8.881
17.575	0.05932834080516	8.89
17.6	0.0592216490044963	8.877
17.625	0.0592663776010471	8.8775
17.65	0.0597273909436687	8.8885
17.675	0.0596209047365492	8.875
17.7	0.0593739454986357	8.8855
17.725	0.059245972185223	8.8915
17.75	0.0593234707825174	8.8865
17.775	0.0593469813346308	8.8905
17.8	0.0591651519976045	8.867
17.825	0.05916717147181	8.8735
17.85	0.0591638500829992	8.8865
17.875	0.0591011332957878	8.8905
17.9	0.0591141557676789	8.8855
17.925	0.0593110251328165	8.882
17.95	0.0590376868668212	8.8855
17.975	0.0593968432056793	8.885
18	0.059426331524092	8.8915
18.025	0.0593802054165278	8.881
18.05	0.0591395455080042	8.8935
18.075	0.0590935405351408	8.896
18.1	0.0589665143731577	8.898
18.125	0.0589044125223347	8.8905
18.15	0.0591612885944691	8.891
18.175	0.0590128178263629	8.883
18.2	0.0590644051879029	8.8775
18.225	0.0587592934901422	8.8785
18.25	0.0588974823041921	8.8925
18.275	0.0588519441774123	8.883
18.3	0.0588875435523029	8.8915
18.325	0.0588745502799926	8.9015
18.35	0.0588670179985908	8.89
18.375	0.058691973322351	8.904
18.4	0.0587710374632677	8.897
18.425	0.0585636694742941	8.904
18.45	0.0587725716547225	8.8955
18.475	0.0588085544150246	8.89
18.5	0.0586337795200703	8.902
18.525	0.0585347330620764	8.894
18.55	0.0585006038389606	8.9025
18.575	0.0589638238948583	8.892
18.6	0.0587027712228022	8.897
18.625	0.058485013007941	8.908
18.65	0.0588348731950846	8.904
18.675	0.0587793784346268	8.898
18.7	0.0584428526771167	8.8885
18.725	0.05843070095702	8.912
18.75	0.0585104904737778	8.903
18.775	0.0584984370782706	8.8925
18.8	0.0586648106782016	8.8845
18.825	0.0582744757786154	8.8955
18.85	0.0583868914818762	8.8845
18.875	0.0587263817579168	8.9055
18.9	0.0582875408496223	8.898
18.925	0.0585676657052415	8.892
18.95	0.0585721613837714	8.908
18.975	0.0582199464603418	8.898
19	0.0582731827559242	8.906
19.025	0.0581859239859602	8.8955
19.05	0.0580554671116924	8.909
19.075	0.0582385685563607	8.904
19.1	0.0583568496105875	8.9125
19.125	0.0583994991350608	8.907
19.15	0.0581773276145687	8.9025
19.175	0.0582903347255472	8.908
19.2	0.0579493309576829	8.9065
19.225	0.0582948565328126	8.914
19.25	0.0583323165400397	8.9095
19.275	0.0581319809357148	8.9035
19.3	0.0577533088677423	8.906
19.325	0.0581314351620476	8.9055
19.35	0.0581150081603968	8.9025
19.375	0.0581364599906491	8.9155
19.4	0.0580390335937655	8.8975
19.425	0.0582119178589261	8.922
19.45	0.0580064638397286	8.916
19.475	0.0577902388082249	8.908
19.5	0.0580010803089575	8.919
19.525	0.0578552042670503	8.922
19.55	0.0580066644476512	8.9005
19.575	0.057709514618077	8.911
19.6	0.0579367274667155	8.9215
19.625	0.0578450594678738	8.9215
19.65	0.0577264022331127	8.9325
19.675	0.0580023771058252	8.9165
19.7	0.0580621729990578	8.9165
19.725	0.0578355193684676	8.9165
19.75	0.0580089024285219	8.9175
19.775	0.0579552948822125	8.9235
19.8	0.0580260478129318	8.926
19.825	0.0579617014952677	8.923
19.85	0.0576703637733664	8.918
19.875	0.0579628451960525	8.907
19.9	0.0578283346924893	8.9135
19.925	0.0578614265991902	8.9215
19.95	0.0576513098491937	8.9095
19.975	0.0579060922963719	8.93
20	0.0575176655802814	8.917
20.025	0.0578373808018238	8.915
20.05	0.0574490214962044	8.9195
20.075	0.0578174522815661	8.9265
20.1	0.0577913215616783	8.929
20.125	0.0578679263907871	8.9135
20.15	0.0575824016627907	8.929
20.175	0.0574969093004145	8.9255
20.2	0.0575736112281703	8.9275
20.225	0.0576287234263966	8.927
20.25	0.0578027862015153	8.932
20.275	0.0572795831049369	8.9235
20.3	0.0573564112033176	8.9255
20.325	0.0573629999974649	8.937
20.35	0.0575804303412432	8.9285
20.375	0.057376269576696	8.929
20.4	0.0574802472097085	8.933
20.425	0.0576329035586435	8.9225
20.45	0.0576126167813554	8.94
20.475	0.0577058731454481	8.929
20.5	0.057447807568803	8.928
20.525	0.0573681495655121	8.93
20.55	0.0574668989215418	8.927
20.575	0.0574143256947203	8.9255
20.6	0.0575942134579687	8.9225
20.625	0.0572281836236137	8.93
20.65	0.0575919116595912	8.942
20.675	0.0572151270894347	8.923
20.7	0.0572762080868584	8.9355
20.725	0.0571265058000696	8.9275
20.75	0.0572957497571621	8.9275
20.775	0.0571515073255651	8.92
20.8	0.0573370215498689	8.929
20.825	0.057122562503165	8.9365
20.85	0.057081102962711	8.942
20.875	0.0572721021937027	8.927
20.9	0.0570847491925067	8.9305
20.925	0.0571622870109736	8.9345
20.95	0.0574074181618325	8.9375
20.975	0.0572850073213832	8.937
21	0.0572599191673227	8.9395
21.025	0.0571051264868436	8.9365
21.05	0.0571827912577037	8.934
21.075	0.057211832215784	8.9475
21.1	0.0571436005307534	8.93
21.125	0.0570375554817343	8.925
21.15	0.057374777970806	8.928
21.175	0.0570904029554268	8.9415
21.2	0.0570384843132892	8.9355
21.225	0.0571649678152823	8.9355
21.25	0.0569185019362935	8.946
21.275	0.0571261135308738	8.9435
21.3	0.0569823970224173	8.9455
21.325	0.0568170819707196	8.9375
21.35	0.0569112492881837	8.9415
21.375	0.0570432771857573	8.9385
21.4	0.0568888411729226	8.939
21.425	0.0569560491928225	8.9395
21.45	0.0569584145952243	8.936
21.475	0.0569067480284024	8.947
21.5	0.0568388871688585	8.941
21.525	0.056738615640232	8.9425
21.55	0.0567843116619395	8.933
21.575	0.0568408399410575	8.9365
21.6	0.0570109030236653	8.947
21.625	0.0566674737272685	8.931
21.65	0.0569456870326819	8.9345
21.675	0.0570725698137511	8.9415
21.7	0.0566481219184247	8.949
21.725	0.0568669377903675	8.945
21.75	0.0566965848473302	8.9485
21.775	0.0567911169946551	8.949
21.8	0.0565775611117536	8.9505
21.825	0.0567694305656121	8.941
21.85	0.0565505089945671	8.9415
21.875	0.0562991746326218	8.949
21.9	0.0564694813905186	8.9585
21.925	0.056845212909786	8.9465
21.95	0.0565993420221892	8.9495
21.975	0.0565480848037771	8.945
22	0.0566860357100089	8.943
22.025	0.0567969783865579	8.947
22.05	0.0566430748584924	8.947
22.075	0.0567648655302683	8.943
22.1	0.0566812691857218	8.951
22.125	0.0567868802853586	8.953
22.15	0.0566006176149956	8.9495
22.175	0.0563981567181859	8.9405
22.2	0.0564389569232382	8.944
22.225	0.0567662613432099	8.9435
22.25	0.0564179076867101	8.9505
22.275	0.0566425444741095	8.9445
22.3	0.0563644959023975	8.95
22.325	0.0564215996830131	8.947
22.35	0.0566354773121083	8.9435
22.375	0.0564385610975684	8.953
22.4	0.0566200401049503	8.9515
22.425	0.0564231574547738	8.952
22.45	0.0563938589711632	8.948
22.475	0.05658079318184	8.9485
22.5	0.056546122128928	8.9475
22.525	0.0563006565040811	8.948
22.55	0.0566443961890175	8.951
22.575	0.0565178816068643	8.952
22.6	0.056499491019449	8.9505
22.625	0.0565459810678325	8.9475
22.65	0.0564357300155472	8.9435
22.675	0.0562930620729138	8.957
22.7	0.056426085234874	8.9505
22.725	0.0563266912809832	8.9615
22.75	0.0565408260456754	8.9485
22.775	0.0561820029317702	8.95
22.8	0.0560015731807369	8.9595
22.825	0.0563616988456619	8.947
22.85	0.0564840014398906	8.947
22.875	0.0563090213964816	8.9565
22.9	0.0561772991492815	8.953
22.925	0.0560455913491354	8.953
22.95	0.0561787627557729	8.955
22.975	0.0559930294810456	8.95
23	0.0561802833132457	8.952
23.025	0.0562864700954786	8.953
23.05	0.0564088870229549	8.9515
23.075	0.0561096961564977	8.957
23.1	0.0562321406387539	8.9505
23.125	0.056349193342837	8.949
23.15	0.056158151466916	8.962
23.175	0.0563184743720486	8.9475
23.2	0.0562301619605532	8.96
23.225	0.0563040249462745	8.9495
23.25	0.0561995226924158	8.9565
23.275	0.0562788172655878	8.9545
23.3	0.0562338004628306	8.953
23.325	0.0562374451629593	8.9635
23.35	0.0562411026238568	8.9635
23.375	0.0561366646446306	8.954
23.4	0.0563133203223644	8.9495
23.425	0.0559980965926535	8.96
23.45	0.0562828852566274	8.953
23.475	0.0561028213593226	8.9555
23.5	0.0560849318383264	8.954
23.525	0.0560670544426916	8.959
23.55	0.0561627025977955	8.9545
23.575	0.0561556599999306	8.9525
23.6	0.0561432238595424	8.9595
23.625	0.0559956643606847	8.9605
23.65	0.0559886570934469	8.9655
23.675	0.0561924722431387	8.953
23.7	0.0558827854010961	8.9535
23.725	0.0559568937808936	8.9595
23.75	0.0558688513534738	8.9615
23.775	0.055802441820117	8.959
23.8	0.0559630705043276	8.959
23.825	0.0557291157031816	8.9655
23.85	0.0558465232819164	8.963
23.875	0.0558558337009539	8.9605
23.9	0.0560381279618416	8.9645
23.925	0.0556312438234647	8.957
23.95	0.0561000460723124	8.956
23.975	0.0559688589549053	8.951
24	0.0560268715831975	8.9565
24.025	0.056014624421058	8.964
24.05	0.0557861714464295	8.9645
24.075	0.0560928639351075	8.9595
24.1	0.0558860531634392	8.965
24.125	0.0557765498677786	8.9675
24.15	0.0560130026228614	8.9555
24.175	0.0560386545985569	8.9635
24.2	0.0558102624787838	8.962
24.225	0.0558089072723164	8.9675
24.25	0.0558075618803489	8.961
24.275	0.0557737937991934	8.9615
24.3	0.0559562516067634	8.957
24.325	0.0557170973950016	8.9675
24.35	0.0558401148779848	8.965
24.375	0.0556982769594874	8.956
24.4	0.0556105024897346	8.958
24.425	0.05566327788702	8.965
24.45	0.0556782247052699	8.97
24.475	0.0556337212556608	8.96
24.5	0.0556432809849946	8.9625
24.525	0.0556042011243433	8.9735
24.55	0.055711076202559	8.9655
24.575	0.0555260683165408	8.9665
24.6	0.0556275557798798	8.964
24.625	0.0561506736633959	8.9625
24.65	0.0556359624437836	8.9665
24.675	0.0560780166522565	8.9625
24.7	0.0556227821718416	8.965
24.725	0.0558540427238622	8.9625
24.75	0.0554528793273943	8.9655
24.775	0.0555111838127763	8.97
24.8	0.0555965236864708	8.971
24.825	0.0557845745634938	8.9655
24.85	0.0556320931403843	8.968
24.875	0.0554309712492551	8.962
24.9	0.0558352628848168	8.9645
24.925	0.055580103123293	8.9655
24.95	0.0558006270413367	8.9715
24.975	0.0556049426889997	8.966
25	0.0557606175762162	8.966
25.025	0.0558622462403668	8.964
25.05	0.0557584772733033	8.9635
25.075	0.0557087700781014	8.9715
25.1	0.0555833948690585	8.9705
25.125	0.0554255948338524	8.9705
25.15	0.0555272618092139	8.9785
25.175	0.0556721795241675	8.964
25.2	0.0555846722486768	8.9645
25.225	0.0555620372260741	8.9685
25.25	0.0555664365649492	8.9725
25.275	0.0554032756175253	8.967
25.3	0.0554185002769531	8.9735
25.325	0.0554769753556863	8.966
25.35	0.0556111332341278	8.967
25.375	0.0555615144011671	8.967
25.4	0.0554200106974209	8.9665
25.425	0.0555758112611763	8.971
25.45	0.0554937809067664	8.9705
25.475	0.0555198655299731	8.958
25.5	0.05562703805397	8.962
25.525	0.0552315146455366	8.9665
25.55	0.0554630249853253	8.9575
25.575	0.0555107582138049	8.9675
25.6	0.055461200769096	8.964
25.625	0.055335974224806	8.9635
25.65	0.0553621055602969	8.972
25.675	0.0553450001336559	8.974
25.7	0.0554251984384492	8.9665
25.725	0.0553810788064225	8.967
25.75	0.0553477763264175	8.97
25.775	0.0553090747362608	8.968
25.8	0.0552379469633027	8.974
25.825	0.05544250107036	8.968
25.85	0.055322737012471	8.9685
25.875	0.0553867628531087	8.97
25.9	0.0553643082776923	8.9715
25.925	0.0554661840530442	8.9685
25.95	0.0552653631084686	8.965
25.975	0.0552213048600736	8.9785
26	0.0554421173729311	8.971
26.025	0.0552845573610745	8.964
26.05	0.0553702464037123	8.973
26.075	0.0552991844587398	8.967
26.1	0.0553524525654393	8.9695
26.125	0.0553624831147481	8.976
26.15	0.0555671139033106	8.9675
26.175	0.0553771557010433	8.9715
26.2	0.0554466625214032	8.9665
26.225	0.055121580270034	8.972
26.25	0.0552127197177371	8.9695
26.275	0.0551903510950641	8.9745
26.3	0.055178798686909	8.9685
26.325	0.0552591435352093	8.9675
26.35	0.0552367910065109	8.9665
26.375	0.0552793086298041	8.9705
26.4	0.0552839936640892	8.971
26.425	0.0553211163416178	8.963
26.45	0.0551528387868091	8.9765
26.475	0.0551251069081405	8.9775
26.5	0.0552325152630101	8.9805
26.525	0.055188577328005	8.974
26.55	0.0550041038772777	8.9675
26.575	0.0550790948744362	8.9745
26.6	0.0552243610941633	8.979
26.625	0.055245307905999	8.973
26.65	0.055287881220284	8.968
26.675	0.0552980269476178	8.9695
26.7	0.0551838531610183	8.98
26.725	0.0549994138797043	8.9715
