Version: 	2.1
No. of points:	700
Sample:		YBCO milled
Measured on:	12/15/2004
Time:		03:00:39 PM
Run Type:	Trial Run 2

Time	Delta Temperature	Magnetic Field	Position
2.05	27.70	140.30	101.00
2.06	27.60	140.40	101.10
2.07	27.70	140.50	101.20
2.08	27.60	140.50	100.50
2.09	27.50	140.60	101.10
2.10	27.50	140.70	101.20
2.11	27.50	140.70	100.80
2.12	27.50	140.80	100.80
2.13	27.50	140.90	101.00
2.14	27.50	140.90	100.80
2.15	27.30	141.00	101.10
2.16	27.00	141.00	101.10
2.17	27.20	141.10	101.10
2.18	27.30	141.20	100.70
2.19	27.10	141.20	101.00
2.20	26.90	141.30	101.50
2.21	26.80	141.40	101.60
2.22	26.90	141.40	101.20
2.23	26.80	141.50	101.30
2.24	26.80	141.50	101.60
2.25	26.70	141.60	101.80
2.26	26.80	141.60	101.00
2.27	26.60	141.70	101.10
2.28	26.50	141.80	102.00
2.29	26.60	141.80	101.60
2.30	26.40	141.90	101.60
2.31	26.40	141.90	101.80
2.32	26.60	142.00	101.70
2.33	26.20	142.00	101.70
2.34	26.40	142.10	102.10
2.35	26.20	142.20	102.20
2.36	26.30	142.20	101.80
2.37	26.20	142.30	101.80
2.38	26.00	142.30	102.10
2.39	26.10	142.40	101.80
2.40	26.10	142.40	102.80
2.41	26.00	142.50	102.10
2.42	26.00	142.50	102.30
2.43	25.90	142.60	102.80
2.44	25.80	142.60	102.90
2.45	25.80	142.70	102.80
2.46	25.70	142.70	102.70
2.47	25.90	142.80	103.00
2.48	25.60	142.80	103.00
2.49	25.60	142.90	102.80
2.50	25.40	142.90	103.10
2.51	25.40	143.00	103.80
2.52	25.50	143.00	103.40
2.53	25.50	143.10	103.70
2.54	25.40	143.10	103.70
2.55	25.30	143.20	103.80
2.56	25.40	143.20	104.20
2.57	25.10	143.30	104.00
2.58	25.40	143.30	104.10
2.59	25.10	143.40	105.00
2.60	25.30	143.40	104.50
2.61	25.20	143.40	104.90
2.62	24.90	143.50	104.90
2.63	25.10	143.50	105.70
2.64	25.00	143.60	106.10
2.65	25.00	143.60	105.60
2.66	24.80	143.70	106.60
2.67	25.00	143.70	106.60
2.68	24.90	143.80	106.30
2.69	24.70	143.80	106.80
2.70	24.60	143.80	107.40
2.71	24.80	143.90	106.90
2.72	24.70	143.90	107.90
2.73	24.70	144.00	107.50
2.74	24.30	144.00	108.00
2.75	24.50	144.10	108.60
2.76	24.50	144.10	108.30
2.77	24.40	144.10	109.20
2.78	24.10	144.20	109.40
2.79	24.10	144.20	109.40
2.80	24.00	144.30	110.20
2.81	24.30	144.30	110.20
2.82	24.30	144.30	110.70
2.83	24.10	144.40	111.10
2.84	24.00	144.40	111.40
2.85	23.90	144.50	112.20
2.86	23.80	144.50	112.60
2.87	23.80	144.50	112.60
2.88	23.90	144.60	113.30
2.89	23.70	144.60	113.40
2.90	23.70	144.60	113.90
2.91	23.70	144.70	114.50
2.92	23.80	144.70	114.50
2.93	23.90	144.80	115.00
2.94	23.50	144.80	116.40
2.95	23.60	144.80	116.90
2.96	23.60	144.90	116.60
2.97	23.70	144.90	117.60
2.98	23.50	144.90	118.30
2.99	23.40	145.00	118.50
3.00	23.20	145.00	118.90
3.01	23.30	145.00	119.40
3.02	23.10	145.10	120.50
3.03	23.20	145.10	120.60
3.04	23.30	145.10	121.50
3.05	23.20	145.20	122.20
3.06	23.30	145.20	123.10
3.07	23.00	145.20	123.60
3.08	23.00	145.30	123.80
3.09	22.90	145.30	124.50
3.10	22.80	145.30	125.30
3.11	22.90	145.40	126.50
3.12	23.10	145.40	126.40
3.13	22.70	145.40	127.80
3.14	22.90	145.50	128.50
3.15	22.80	145.50	129.50
3.16	22.60	145.50	129.80
3.17	22.70	145.60	130.20
3.18	22.70	145.60	131.20
3.19	22.50	145.60	132.40
3.20	22.70	145.60	132.60
3.21	22.40	145.70	133.30
3.22	22.40	145.70	134.80
3.23	22.40	145.70	135.00
3.24	22.30	145.80	136.70
3.25	22.50	145.80	137.10
3.26	22.10	145.80	138.30
3.27	22.30	145.90	139.20
3.28	22.30	145.90	140.20
3.29	22.00	145.90	140.80
3.30	22.20	145.90	141.30
3.31	22.10	146.00	143.00
3.32	22.10	146.00	143.00
3.33	22.10	146.00	144.20
3.34	21.90	146.00	145.70
3.35	21.80	146.10	145.90
3.36	22.10	146.10	147.60
3.37	21.80	146.10	148.20
3.38	21.70	146.20	148.70
3.39	21.60	146.20	150.30
3.40	21.70	146.20	150.60
3.41	21.90	146.20	152.30
3.42	21.70	146.30	152.70
3.43	21.60	146.30	154.00
3.44	21.70	146.30	155.50
3.45	21.40	146.30	156.30
3.46	21.50	146.40	156.90
3.47	21.70	146.40	158.10
3.48	21.60	146.40	159.50
3.49	21.50	146.40	159.90
3.50	21.50	146.50	161.50
3.51	21.50	146.50	161.70
3.52	21.40	146.50	163.60
3.53	21.20	146.50	164.40
3.54	21.30	146.60	165.70
3.55	21.30	146.60	166.50
3.56	21.20	146.60	167.20
3.57	21.00	146.60	168.20
3.58	21.00	146.70	169.00
3.59	20.90	146.70	170.70
3.60	20.80	146.70	170.80
3.61	20.90	146.70	172.00
3.62	20.90	146.70	173.50
3.63	20.80	146.80	173.90
3.64	20.90	146.80	175.40
3.65	20.70	146.80	175.50
3.66	20.80	146.80	177.20
3.67	20.80	146.90	178.10
3.68	20.50	146.90	178.40
3.69	20.70	146.90	179.30
3.70	20.60	146.90	180.30
3.71	20.40	146.90	181.40
3.72	20.40	147.00	182.40
3.73	20.40	147.00	183.20
3.74	20.30	147.00	184.30
3.75	20.60	147.00	185.30
3.76	20.50	147.00	186.10
3.77	20.40	147.10	186.10
3.78	20.40	147.10	187.70
3.79	20.30	147.10	187.80
3.80	20.20	147.10	189.10
3.81	20.30	147.10	189.80
3.82	20.10	147.20	189.80
3.83	20.20	147.20	191.30
3.84	20.30	147.20	191.60
3.85	19.90	147.20	192.50
3.86	20.10	147.20	193.00
3.87	19.80	147.30	193.10
3.88	20.10	147.30	193.50
3.89	19.70	147.30	194.10
3.90	19.70	147.30	194.80
3.91	20.00	147.30	195.90
3.92	19.80	147.40	195.90
3.93	19.70	147.40	196.60
3.94	19.80	147.40	196.90
3.95	19.70	147.40	197.40
3.96	19.80	147.40	197.40
3.97	19.70	147.40	197.90
3.98	19.60	147.50	198.30
3.99	19.50	147.50	199.30
4.00	19.50	147.50	199.30
4.01	19.50	147.50	199.60
4.02	19.40	147.50	199.90
4.03	19.40	147.60	200.30
4.04	19.30	147.60	199.80
4.05	19.50	147.60	199.90
4.06	19.40	147.60	199.90
4.07	19.40	147.60	200.80
4.08	19.20	147.60	200.10
4.09	19.20	147.70	200.50
4.10	19.40	147.70	200.60
4.11	19.30	147.70	200.30
4.12	19.30	147.70	200.70
4.13	19.20	147.70	200.60
4.14	19.20	147.70	200.60
4.15	19.10	147.70	200.50
4.16	19.10	147.80	200.50
4.17	19.10	147.80	199.90
4.18	18.90	147.80	199.50
4.19	18.80	147.80	199.70
4.20	19.00	147.80	199.40
4.21	18.80	147.80	198.70
4.22	18.70	147.90	198.90
4.23	18.60	147.90	198.40
4.24	18.80	147.90	197.70
4.25	18.60	147.90	197.10
4.26	18.80	147.90	197.00
4.27	18.50	147.90	196.60
4.28	18.80	147.90	195.90
4.29	18.70	148.00	195.50
4.30	18.30	148.00	194.90
4.31	18.50	148.00	194.60
4.32	18.30	148.00	193.60
4.33	18.40	148.00	193.40
4.34	18.50	148.00	192.40
4.35	18.50	148.00	192.30
4.36	18.40	148.10	191.50
4.37	18.20	148.10	190.70
4.38	18.10	148.10	190.40
4.39	18.10	148.10	189.20
4.40	18.30	148.10	188.70
4.41	18.00	148.10	188.20
4.42	18.10	148.10	187.70
4.43	18.10	148.10	186.00
4.44	17.90	148.20	185.30
4.45	18.00	148.20	184.80
4.46	17.80	148.20	183.70
4.47	17.80	148.20	183.20
4.48	17.90	148.20	182.50
4.49	17.80	148.20	181.60
4.50	17.70	148.20	180.30
4.51	17.60	148.20	179.30
4.52	17.70	148.30	179.10
4.53	17.90	148.30	177.40
4.54	17.60	148.30	177.10
4.55	17.80	148.30	175.60
4.56	17.60	148.30	175.40
4.57	17.80	148.30	174.00
4.58	17.60	148.30	173.00
4.59	17.40	148.30	172.20
4.60	17.50	148.40	171.20
4.61	17.40	148.40	170.20
4.62	17.40	148.40	168.70
4.63	17.40	148.40	168.30
4.64	17.50	148.40	167.60
4.65	17.50	148.40	165.90
4.66	17.20	148.40	165.30
4.67	17.40	148.40	163.80
4.68	17.10	148.40	163.70
4.69	17.20	148.50	162.10
4.70	17.40	148.50	161.60
4.71	17.20	148.50	159.80
4.72	17.30	148.50	158.80
4.73	17.00	148.50	158.10
4.74	17.00	148.50	157.20
4.75	17.20	148.50	155.60
4.76	16.90	148.50	155.30
4.77	16.90	148.50	154.00
4.78	17.00	148.50	153.60
4.79	16.80	148.60	151.90
4.80	16.90	148.60	151.10
4.81	16.80	148.60	149.70
4.82	16.70	148.60	149.50
4.83	16.90	148.60	148.50
4.84	16.90	148.60	147.60
4.85	16.60	148.60	146.10
4.86	16.80	148.60	145.60
4.87	16.90	148.60	144.50
4.88	16.50	148.60	143.20
4.89	16.60	148.70	142.50
4.90	16.70	148.70	141.70
4.91	16.60	148.70	140.20
4.92	16.50	148.70	140.20
4.93	16.40	148.70	138.50
4.94	16.60	148.70	138.00
4.95	16.50	148.70	137.20
4.96	16.50	148.70	136.50
4.97	16.40	148.70	135.40
4.98	16.20	148.70	134.30
4.99	16.50	148.70	133.80
5.00	16.50	148.80	132.90
5.01	16.40	148.80	131.70
5.02	16.30	148.80	131.30
5.03	16.10	148.80	130.70
5.04	16.10	148.80	129.60
5.05	16.30	148.80	128.90
5.06	16.20	148.80	128.70
5.07	15.90	148.80	127.50
5.08	16.20	148.80	126.70
5.09	15.90	148.80	125.60
5.10	16.10	148.80	125.70
5.11	16.10	148.80	124.40
5.12	15.90	148.80	124.50
5.13	15.80	148.90	122.90
5.14	15.70	148.90	123.20
5.15	15.70	148.90	122.20
5.16	15.70	148.90	122.00
5.17	15.70	148.90	121.30
5.18	15.80	148.90	120.50
5.19	15.90	148.90	119.70
5.20	15.60	148.90	119.50
5.21	15.60	148.90	118.10
5.22	15.70	148.90	117.70
5.23	15.50	148.90	118.00
5.24	15.80	148.90	116.80
5.25	15.60	148.90	116.40
5.26	15.60	149.00	115.80
5.27	15.50	149.00	115.20
5.28	15.60	149.00	115.10
5.29	15.50	149.00	114.70
5.30	15.30	149.00	114.10
5.31	15.30	149.00	113.30
5.32	15.40	149.00	112.90
5.33	15.40	149.00	112.40
5.34	15.50	149.00	112.10
5.35	15.30	149.00	111.70
5.36	15.40	149.00	111.20
5.37	15.10	149.00	110.70
5.38	15.10	149.00	110.90
5.39	15.10	149.00	110.40
5.40	15.00	149.10	110.40
5.41	15.20	149.10	109.90
5.42	15.00	149.10	109.80
5.43	15.20	149.10	108.70
5.44	14.90	149.10	108.70
5.45	15.10	149.10	108.00
5.46	14.90	149.10	108.50
5.47	15.20	149.10	107.90
5.48	14.90	149.10	107.80
5.49	15.10	149.10	107.50
5.50	15.10	149.10	107.50
5.51	14.80	149.10	107.00
5.52	14.70	149.10	106.60
5.53	14.60	149.10	106.20
5.54	14.70	149.10	105.90
5.55	14.90	149.10	105.50
5.56	14.70	149.20	105.50
5.57	14.50	149.20	105.40
5.58	14.60	149.20	104.90
5.59	14.70	149.20	105.10
5.60	14.70	149.20	104.90
5.61	14.80	149.20	105.10
5.62	14.60	149.20	104.90
5.63	14.50	149.20	104.20
5.64	14.70	149.20	104.30
5.65	14.60	149.20	104.20
5.66	14.60	149.20	103.50
5.67	14.30	149.20	103.40
5.68	14.40	149.20	103.30
5.69	14.50	149.20	103.60
5.70	14.40	149.20	103.50
5.71	14.50	149.20	103.20
5.72	14.50	149.20	102.80
5.73	14.40	149.20	103.40
5.74	14.20	149.30	102.40
5.75	14.10	149.30	103.20
5.76	14.10	149.30	102.30
5.77	14.20	149.30	102.80
5.78	14.30	149.30	102.50
5.79	14.30	149.30	102.80
5.80	14.20	149.30	102.40
5.81	14.20	149.30	102.30
5.82	14.30	149.30	102.50
5.83	13.90	149.30	101.80
5.84	14.10	149.30	102.40
5.85	13.90	149.30	101.60
5.86	14.00	149.30	101.50
5.87	13.90	149.30	102.00
5.88	14.10	149.30	102.00
5.89	13.90	149.30	101.30
5.90	13.80	149.30	101.20
5.91	13.70	149.30	101.60
5.92	14.00	149.30	101.60
5.93	13.90	149.30	101.30
5.94	13.60	149.30	101.80
5.95	13.70	149.40	101.30
5.96	13.70	149.40	101.30
5.97	13.70	149.40	101.50
5.98	13.80	149.40	101.70
5.99	13.50	149.40	101.10
6.00	13.60	149.40	100.90
6.01	13.80	149.40	101.10
6.02	13.60	149.40	101.10
6.03	13.40	149.40	101.00
6.04	13.40	149.40	100.70
6.05	13.70	149.40	100.60
6.06	13.30	149.40	100.90
6.07	13.50	149.40	100.70
6.08	13.40	149.40	100.90
6.09	13.30	149.40	100.70
6.10	13.30	149.40	100.90
6.11	13.50	149.40	100.70
6.12	13.20	149.40	101.10
6.13	13.20	149.40	100.70
6.14	13.50	149.40	100.50
6.15	13.30	149.40	100.40
6.16	13.40	149.40	100.70
6.17	13.30	149.40	101.10
6.18	13.10	149.40	101.10
6.19	13.00	149.50	100.80
6.20	13.00	149.50	100.30
6.21	13.10	149.50	100.90
6.22	13.20	149.50	100.20
6.23	13.20	149.50	101.20
6.24	13.20	149.50	100.80
6.25	13.00	149.50	100.90
6.26	12.90	149.50	100.60
6.27	13.20	149.50	100.40
6.28	13.20	149.50	101.00
6.29	12.90	149.50	100.90
6.30	12.90	149.50	100.60
6.31	13.10	149.50	100.90
6.32	12.70	149.50	100.30
6.33	12.70	149.50	100.20
6.34	13.00	149.50	101.00
6.35	12.70	149.50	100.90
6.36	13.00	149.50	100.40
6.37	12.60	149.50	100.80
6.38	12.90	149.50	100.30
6.39	12.70	149.50	100.80
6.40	12.70	149.50	100.70
6.41	12.70	149.50	100.50
6.42	12.80	149.50	100.50
6.43	12.60	149.50	101.00
6.44	12.70	149.50	100.20
6.45	12.60	149.50	100.60
6.46	12.40	149.50	101.00
6.47	12.50	149.50	101.00
6.48	12.50	149.60	100.10
6.49	12.40	149.60	100.10
6.50	12.60	149.60	100.50
6.51	12.40	149.60	100.70
6.52	12.40	149.60	100.80
6.53	12.60	149.60	100.10
6.54	12.60	149.60	100.40
6.55	12.40	149.60	100.90
6.56	12.50	149.60	100.70
6.57	12.50	149.60	100.20
6.58	12.20	149.60	100.60
6.59	12.40	149.60	100.20
6.60	12.20	149.60	100.20
6.61	12.10	149.60	100.70
6.62	12.20	149.60	100.90
6.63	12.30	149.60	100.20
6.64	12.10	149.60	100.00
6.65	12.10	149.60	100.40
6.66	12.30	149.60	100.80
6.67	12.30	149.60	100.90
6.68	11.90	149.60	100.00
6.69	11.90	149.60	100.50
6.70	11.90	149.60	100.60
6.71	12.00	149.60	100.00
6.72	12.10	149.60	100.90
6.73	12.00	149.60	100.90
6.74	11.80	149.60	101.00
6.75	12.00	149.60	100.30
6.76	12.00	149.60	100.10
6.77	11.70	149.60	100.90
6.78	11.90	149.60	100.90
6.79	11.80	149.60	100.30
6.80	11.80	149.60	100.20
6.81	12.00	149.60	100.40
6.82	11.60	149.60	100.60
6.83	11.70	149.60	100.30
6.84	11.90	149.70	100.50
6.85	11.90	149.70	100.00
6.86	11.60	149.70	100.60
6.87	11.70	149.70	100.70
6.88	11.80	149.70	100.90
6.89	11.50	149.70	100.50
6.90	11.80	149.70	100.70
6.91	11.70	149.70	100.50
6.92	11.60	149.70	100.40
6.93	11.60	149.70	100.80
6.94	11.40	149.70	100.90
6.95	11.70	149.70	100.30
6.96	11.50	149.70	100.20
6.97	11.40	149.70	100.60
6.98	11.40	149.70	100.20
6.99	11.60	149.70	100.20
7.00	11.50	149.70	100.70
