125:23:56:06.00	4.3488
125:23:56:06.25	4.7479
125:23:56:06.50	3.7835
125:23:56:06.75	4.0833
125:23:56:07.00	4.4536
125:23:56:07.25	4.3365
125:23:56:07.50	4.6054
125:23:56:07.75	4.0267
125:23:56:08.00	3.7657
125:23:56:08.25	4.7068
125:23:56:08.50	4.6990
125:23:56:08.75	3.7745
125:23:56:09.00	3.8228
125:23:56:09.25	3.9679
125:23:56:09.50	3.8735
125:23:56:09.75	4.3853
125:23:56:10.00	3.9782
125:23:56:10.25	3.8197
125:23:56:10.50	4.3060
125:23:56:10.75	4.0031
125:23:56:11.00	4.2074
125:23:56:11.25	4.6935
125:23:56:11.50	4.0168
125:23:56:11.75	4.4783
125:23:56:12.00	4.0585
125:23:56:12.25	4.1315
125:23:56:12.50	3.9780
125:23:56:12.75	4.6538
125:23:56:13.00	4.0442
125:23:56:13.25	4.4570
125:23:56:13.50	4.5051
125:23:56:13.75	4.5363
125:23:56:14.00	4.3967
125:23:56:14.25	4.4825
125:23:56:14.50	4.0088
125:23:56:14.75	4.6191
125:23:56:15.00	4.5434
125:23:56:15.25	4.2579
125:23:56:15.50	4.1293
125:23:56:15.75	4.2448
125:23:56:16.00	4.3222
125:23:56:16.25	4.1547
125:23:56:16.50	4.1974
125:23:56:16.75	4.0471
125:23:56:17.00	4.4771
125:23:56:17.25	4.6486
125:23:56:17.50	3.7495
125:23:56:17.75	3.7676
125:23:56:18.00	4.2052
125:23:56:18.25	4.5901
125:23:56:18.50	4.6128
125:23:56:18.75	3.7353
125:23:56:19.00	4.5108
125:23:56:19.25	4.1780
125:23:56:19.50	4.7100
125:23:56:19.75	4.6876
125:23:56:20.00	4.0543
125:23:56:20.25	3.7713
125:23:56:20.50	4.4665
125:23:56:20.75	3.8397
125:23:56:21.00	3.8958
125:23:56:21.25	4.4101
125:23:56:21.50	4.0606
125:23:56:21.75	4.1138
125:23:56:22.00	4.2699
125:23:56:22.25	4.3025
125:23:56:22.50	4.6396
125:23:56:22.75	4.4341
125:23:56:23.00	4.5786
125:23:56:23.25	4.5702
125:23:56:23.50	3.9445
125:23:56:23.75	4.4653
125:23:56:24.00	4.7214
125:23:56:24.25	3.7850
125:23:56:24.50	4.2533
125:23:56:24.75	3.8568
125:23:56:25.00	4.5482
125:23:56:25.25	4.5424
125:23:56:25.50	4.0040
125:23:56:25.75	3.8756
125:23:56:26.00	4.5251
125:23:56:26.25	4.6740
125:23:56:26.50	3.7552
125:23:56:26.75	3.9571
125:23:56:27.00	4.5783
125:23:56:27.25	4.1678
125:23:56:27.50	4.6437
125:23:56:27.75	4.0472
125:23:56:28.00	3.9006
125:23:56:28.25	4.4059
125:23:56:28.50	4.4701
125:23:56:28.75	4.0397
125:23:56:29.00	4.1748
125:23:56:29.25	4.6651
125:23:56:29.50	4.2968
125:23:56:29.75	4.0634
125:23:56:30.00	4.3781
125:23:56:30.25	4.0368
125:23:56:30.50	3.9868
125:23:56:30.75	3.9644
125:23:56:31.00	4.4308
125:23:56:31.25	4.3119
125:23:56:31.50	4.4698
125:23:56:31.75	3.9572
125:23:56:32.00	4.4201
125:23:56:32.25	4.7325
125:23:56:32.50	4.0676
125:23:56:32.75	4.1438
125:23:56:33.00	4.5604
125:23:56:33.25	4.2209
125:23:56:33.50	4.5441
125:23:56:33.75	4.0589
125:23:56:34.00	4.6363
125:23:56:34.25	4.1432
125:23:56:34.50	4.0261
125:23:56:34.75	4.8327
125:23:56:35.00	3.8890
125:23:56:35.25	4.3362
125:23:56:35.50	3.8989
125:23:56:35.75	4.6496
125:23:56:36.00	4.1784
125:23:56:36.25	4.7476
125:23:56:36.50	4.0632
125:23:56:36.75	4.0912
125:23:56:37.00	3.8831
125:23:56:37.25	4.1668
125:23:56:37.50	4.1927
125:23:56:37.75	4.0402
125:23:56:38.00	4.2497
125:23:56:38.25	4.3882
125:23:56:38.50	4.6547
125:23:56:38.75	4.8727
125:23:56:39.00	3.9903
125:23:56:39.25	4.4948
125:23:56:39.50	3.9210
125:23:56:39.75	4.5363
125:23:56:40.00	4.4383
125:23:56:40.25	3.9560
125:23:56:40.50	4.1719
125:23:56:40.75	4.4586
125:23:56:41.00	3.9934
125:23:56:41.25	4.6314
125:23:56:41.50	4.7103
125:23:56:41.75	4.4881
125:23:56:42.00	4.7317
125:23:56:42.25	4.3355
125:23:56:42.50	4.0936
125:23:56:42.75	4.4854
125:23:56:43.00	4.3225
125:23:56:43.25	4.1691
125:23:56:43.50	4.1722
125:23:56:43.75	4.8720
125:23:56:44.00	4.1652
125:23:56:44.25	4.1791
125:23:56:44.50	4.2932
125:23:56:44.75	4.5480
125:23:56:45.00	4.0416
125:23:56:45.25	4.7994
125:23:56:45.50	4.7642
125:23:56:45.75	4.5221
125:23:56:46.00	4.4331
125:23:56:46.25	4.9198
125:23:56:46.50	4.3691
125:23:56:46.75	4.0524
125:23:56:47.00	4.8786
125:23:56:47.25	4.8200
125:23:56:47.50	5.0352
125:23:56:47.75	4.5022
125:23:56:48.00	4.2811
125:23:56:48.25	4.3259
125:23:56:48.50	4.2988
125:23:56:48.75	4.7534
125:23:56:49.00	4.9798
125:23:56:49.25	4.2883
125:23:56:49.50	4.8445
125:23:56:49.75	4.2788
125:23:56:50.00	4.8349
125:23:56:50.25	5.0253
125:23:56:50.50	4.4992
125:23:56:50.75	4.5892
125:23:56:51.00	4.7320
125:23:56:51.25	4.7705
125:23:56:51.50	4.5568
125:23:56:51.75	4.7570
125:23:56:52.00	5.1488
125:23:56:52.25	4.3710
125:23:56:52.50	4.2392
125:23:56:52.75	5.1939
125:23:56:53.00	4.3585
125:23:56:53.25	4.5244
125:23:56:53.50	4.5838
125:23:56:53.75	5.0341
125:23:56:54.00	4.6263
125:23:56:54.25	4.9549
125:23:56:54.50	4.8075
125:23:56:54.75	4.8963
125:23:56:55.00	4.7592
125:23:56:55.25	4.4714
125:23:56:55.50	4.4197
125:23:56:55.75	4.6337
125:23:56:56.00	4.9931
125:23:56:56.25	4.9802
125:23:56:56.50	5.1804
125:23:56:56.75	5.2097
125:23:56:57.00	4.8489
125:23:56:57.25	4.6186
125:23:56:57.50	4.6071
125:23:56:57.75	4.4160
125:23:56:58.00	4.6918
125:23:56:58.25	4.5643
125:23:56:58.50	4.4739
125:23:56:58.75	5.0846
125:23:56:59.00	4.9957
125:23:56:59.25	4.6426
125:23:56:59.50	5.3885
125:23:56:59.75	5.2683
125:23:57:00.00	5.2023
125:23:57:00.25	4.4975
125:23:57:00.50	4.8640
125:23:57:00.75	5.0477
125:23:57:01.00	4.8743
125:23:57:01.25	5.2638
125:23:57:01.50	5.0510
125:23:57:01.75	5.5130
125:23:57:02.00	5.1472
125:23:57:02.25	4.7530
125:23:57:02.50	5.3908
125:23:57:02.75	5.1479
125:23:57:03.00	4.7056
125:23:57:03.25	5.2931
125:23:57:03.50	4.6830
125:23:57:03.75	4.8062
125:23:57:04.00	5.2210
125:23:57:04.25	5.5738
125:23:57:04.50	4.6463
125:23:57:04.75	5.5538
125:23:57:05.00	5.0523
125:23:57:05.25	4.9342
125:23:57:05.50	4.7603
125:23:57:05.75	5.2212
125:23:57:06.00	5.3765
125:23:57:06.25	5.4340
125:23:57:06.50	5.3479
125:23:57:06.75	5.2548
125:23:57:07.00	5.4982
125:23:57:07.25	5.0956
125:23:57:07.50	5.5456
125:23:57:07.75	4.8064
125:23:57:08.00	5.6494
125:23:57:08.25	5.3582
125:23:57:08.50	5.1655
125:23:57:08.75	5.4419
125:23:57:09.00	5.0628
125:23:57:09.25	5.6207
125:23:57:09.50	4.8275
125:23:57:09.75	5.7122
125:23:57:10.00	5.2138
125:23:57:10.25	5.3743
125:23:57:10.50	5.1494
125:23:57:10.75	5.7435
125:23:57:11.00	5.0234
125:23:57:11.25	4.8110
125:23:57:11.50	5.3048
125:23:57:11.75	5.6453
125:23:57:12.00	5.7411
125:23:57:12.25	5.2364
125:23:57:12.50	5.5101
125:23:57:12.75	4.8295
125:23:57:13.00	5.6722
125:23:57:13.25	5.1233
125:23:57:13.50	4.9979
125:23:57:13.75	5.6027
125:23:57:14.00	5.6756
125:23:57:14.25	5.0161
125:23:57:14.50	5.5376
125:23:57:14.75	5.6649
125:23:57:15.00	5.1936
125:23:57:15.25	5.8602
125:23:57:15.50	5.8507
125:23:57:15.75	5.5738
125:23:57:16.00	4.9112
125:23:57:16.25	5.8393
125:23:57:16.50	4.9657
125:23:57:16.75	5.2043
125:23:57:17.00	5.4168
125:23:57:17.25	5.7009
125:23:57:17.50	5.7764
125:23:57:17.75	5.9079
125:23:57:18.00	5.6191
125:23:57:18.25	5.0922
125:23:57:18.50	5.4014
125:23:57:18.75	5.2639
125:23:57:19.00	5.8021
125:23:57:19.25	5.1458
125:23:57:19.50	5.2962
125:23:57:19.75	5.0889
125:23:57:20.00	5.9452
125:23:57:20.25	5.4089
125:23:57:20.50	5.6279
125:23:57:20.75	5.1949
125:23:57:21.00	5.7732
125:23:57:21.25	5.9772
125:23:57:21.50	5.1948
125:23:57:21.75	5.5248
125:23:57:22.00	5.7486
125:23:57:22.25	5.4273
125:23:57:22.50	5.9179
125:23:57:22.75	6.0295
125:23:57:23.00	5.3821
125:23:57:23.25	5.4904
125:23:57:23.50	5.5959
125:23:57:23.75	5.4002
125:23:57:24.00	5.3262
125:23:57:24.25	5.9118
125:23:57:24.50	6.0023
125:23:57:24.75	5.3483
125:23:57:25.00	5.7797
125:23:57:25.25	5.3498
125:23:57:25.50	5.8027
125:23:57:25.75	5.4748
125:23:57:26.00	5.9340
125:23:57:26.25	5.6343
125:23:57:26.50	5.9929
125:23:57:26.75	5.8472
125:23:57:27.00	5.1756
125:23:57:27.25	5.5587
125:23:57:27.50	5.1819
125:23:57:27.75	5.7347
125:23:57:28.00	5.3213
125:23:57:28.25	5.2605
125:23:57:28.50	5.7425
125:23:57:28.75	6.0824
125:23:57:29.00	5.7598
125:23:57:29.25	6.1060
125:23:57:29.50	5.4075
125:23:57:29.75	6.0689
125:23:57:30.00	5.9146
125:23:57:30.25	5.7506
125:23:57:30.50	5.3698
125:23:57:30.75	5.6503
125:23:57:31.00	5.9330
125:23:57:31.25	5.4999
125:23:57:31.50	5.3469
125:23:57:31.75	6.1916
125:23:57:32.00	5.6415
125:23:57:32.25	6.1981
125:23:57:32.50	6.2895
125:23:57:32.75	6.2844
125:23:57:33.00	5.7619
125:23:57:33.25	5.8540
125:23:57:33.50	6.0645
125:23:57:33.75	5.7827
125:23:57:34.00	5.5123
125:23:57:34.25	6.1406
125:23:57:34.50	5.8630
125:23:57:34.75	6.3513
125:23:57:35.00	5.4084
125:23:57:35.25	5.6587
125:23:57:35.50	5.7529
125:23:57:35.75	6.2301
125:23:57:36.00	6.0620
125:23:57:36.25	5.7272
125:23:57:36.50	6.3133
125:23:57:36.75	5.4958
125:23:57:37.00	6.2878
125:23:57:37.25	5.8537
125:23:57:37.50	5.4620
125:23:57:37.75	5.8800
125:23:57:38.00	5.9392
125:23:57:38.25	6.1903
125:23:57:38.50	5.6582
125:23:57:38.75	5.8053
125:23:57:39.00	5.7819
125:23:57:39.25	6.0312
125:23:57:39.50	5.7358
125:23:57:39.75	6.4327
125:23:57:40.00	6.1825
125:23:57:40.25	6.3871
125:23:57:40.50	5.8480
125:23:57:40.75	6.3091
125:23:57:41.00	5.7847
125:23:57:41.25	6.2839
125:23:57:41.50	6.1477
125:23:57:41.75	5.8970
125:23:57:42.00	5.6795
125:23:57:42.25	6.2130
125:23:57:42.50	6.3812
125:23:57:42.75	5.9923
125:23:57:43.00	6.4364
125:23:57:43.25	5.6014
125:23:57:43.50	6.1553
125:23:57:43.75	6.3689
125:23:57:44.00	6.2900
125:23:57:44.25	6.5426
125:23:57:44.50	6.5756
125:23:57:44.75	6.3533
125:23:57:45.00	6.1635
125:23:57:45.25	5.9495
125:23:57:45.50	6.3789
125:23:57:45.75	6.1683
125:23:57:46.00	6.3198
125:23:57:46.25	6.1510
125:23:57:46.50	5.9597
125:23:57:46.75	6.4093
125:23:57:47.00	6.4501
125:23:57:47.25	5.9294
125:23:57:47.50	6.4786
125:23:57:47.75	6.1907
125:23:57:48.00	6.1107
125:23:57:48.25	6.3372
125:23:57:48.50	6.3654
125:23:57:48.75	6.4349
125:23:57:49.00	6.1539
125:23:57:49.25	6.6544
125:23:57:49.50	6.6921
125:23:57:49.75	6.4246
125:23:57:50.00	6.6930
125:23:57:50.25	6.6983
125:23:57:50.50	6.0438
125:23:57:50.75	6.4115
125:23:57:51.00	6.1087
125:23:57:51.25	6.5909
125:23:57:51.50	6.7549
125:23:57:51.75	5.8137
125:23:57:52.00	6.4684
125:23:57:52.25	6.3581
125:23:57:52.50	6.1790
125:23:57:52.75	5.8113
125:23:57:53.00	6.1188
125:23:57:53.25	6.1752
125:23:57:53.50	6.6266
125:23:57:53.75	6.4699
125:23:57:54.00	6.7653
125:23:57:54.25	5.8583
125:23:57:54.50	5.8602
125:23:57:54.75	6.2275
125:23:57:55.00	6.0015
125:23:57:55.25	6.1623
125:23:57:55.50	6.4328
125:23:57:55.75	5.9143
125:23:57:56.00	6.2187
125:23:57:56.25	6.6938
125:23:57:56.50	6.3606
125:23:57:56.75	6.6315
125:23:57:57.00	6.6422
125:23:57:57.25	6.6176
125:23:57:57.50	6.7885
125:23:57:57.75	6.0205
125:23:57:58.00	6.2734
125:23:57:58.25	6.0321
125:23:57:58.50	5.9122
125:23:57:58.75	6.8691
125:23:57:59.00	6.4810
125:23:57:59.25	6.7659
125:23:57:59.50	6.4681
125:23:57:59.75	6.5625
125:23:58:00.00	6.3314
125:23:58:00.25	6.5166
125:23:58:00.50	6.4248
125:23:58:00.75	6.1027
125:23:58:01.00	6.1366
125:23:58:01.25	6.8472
125:23:58:01.50	6.6426
125:23:58:01.75	6.2947
125:23:58:02.00	6.6145
125:23:58:02.25	6.6889
125:23:58:02.50	6.4835
125:23:58:02.75	6.4598
125:23:58:03.00	6.4746
125:23:58:03.25	6.6863
125:23:58:03.50	6.4394
125:23:58:03.75	6.1738
125:23:58:04.00	6.1067
125:23:58:04.25	6.1899
125:23:58:04.50	6.5527
125:23:58:04.75	6.3861
125:23:58:05.00	6.0105
125:23:58:05.25	6.1093
125:23:58:05.50	6.6307
125:23:58:05.75	6.1046
125:23:58:06.00	6.0079
125:23:58:06.25	6.5311
125:23:58:06.50	6.2760
125:23:58:06.75	6.3147
125:23:58:07.00	6.7165
125:23:58:07.25	6.1043
125:23:58:07.50	6.1628
125:23:58:07.75	6.3778
125:23:58:08.00	6.7776
125:23:58:08.25	6.5101
125:23:58:08.50	6.5400
125:23:58:08.75	6.3497
125:23:58:09.00	6.4708
125:23:58:09.25	6.7367
125:23:58:09.50	6.6647
125:23:58:09.75	6.0753
125:23:58:10.00	6.8198
125:23:58:10.25	6.3217
125:23:58:10.50	6.3391
125:23:58:10.75	6.0830
125:23:58:11.00	6.8666
125:23:58:11.25	6.5324
125:23:58:11.50	6.4591
125:23:58:11.75	6.3319
125:23:58:12.00	6.4215
125:23:58:12.25	6.6474
125:23:58:12.50	6.4746
125:23:58:12.75	6.4629
125:23:58:13.00	7.0268
125:23:58:13.25	6.6812
125:23:58:13.50	6.5667
125:23:58:13.75	6.9005
125:23:58:14.00	6.3364
125:23:58:14.25	6.9229
125:23:58:14.50	6.6273
125:23:58:14.75	6.8942
125:23:58:15.00	6.3126
125:23:58:15.25	6.7720
125:23:58:15.50	6.3733
125:23:58:15.75	6.5152
125:23:58:16.00	6.3475
125:23:58:16.25	6.2433
125:23:58:16.50	6.3577
125:23:58:16.75	6.5579
125:23:58:17.00	6.5272
125:23:58:17.25	6.7250
125:23:58:17.50	6.2604
125:23:58:17.75	7.1237
125:23:58:18.00	6.2492
125:23:58:18.25	6.3927
125:23:58:18.50	6.6365
125:23:58:18.75	6.7940
125:23:58:19.00	6.3969
125:23:58:19.25	6.5469
125:23:58:19.50	6.4934
125:23:58:19.75	6.6346
125:23:58:20.00	6.3213
125:23:58:20.25	6.4480
125:23:58:20.50	6.2981
125:23:58:20.75	6.9684
125:23:58:21.00	6.4320
125:23:58:21.25	6.9841
125:23:58:21.50	6.4346
125:23:58:21.75	6.2937
125:23:58:22.00	7.0025
125:23:58:22.25	6.9948
125:23:58:22.50	6.5191
125:23:58:22.75	6.6789
125:23:58:23.00	6.4999
125:23:58:23.25	6.6462
125:23:58:23.50	6.8202
125:23:58:23.75	6.8690
125:23:58:24.00	6.8531
125:23:58:24.25	6.8626
125:23:58:24.50	6.8645
125:23:58:24.75	6.3813
125:23:58:25.00	6.5164
125:23:58:25.25	7.1394
125:23:58:25.50	7.1363
125:23:58:25.75	7.1457
125:23:58:26.00	6.7639
125:23:58:26.25	6.8096
125:23:58:26.50	6.4396
125:23:58:26.75	6.4249
125:23:58:27.00	7.2511
125:23:58:27.25	6.3858
125:23:58:27.50	7.0816
125:23:58:27.75	7.3006
125:23:58:28.00	7.2224
125:23:58:28.25	7.2667
125:23:58:28.50	6.6294
125:23:58:28.75	6.4531
125:23:58:29.00	6.4911
125:23:58:29.25	6.4203
125:23:58:29.50	7.0927
125:23:58:29.75	7.2034
125:23:58:30.00	7.1021
125:23:58:30.25	6.4200
125:23:58:30.50	7.1622
125:23:58:30.75	6.4987
125:23:58:31.00	6.4890
125:23:58:31.25	6.8890
125:23:58:31.50	7.1104
125:23:58:31.75	7.2131
125:23:58:32.00	6.9368
125:23:58:32.25	6.5417
125:23:58:32.50	6.4081
125:23:58:32.75	6.3870
125:23:58:33.00	7.1400
125:23:58:33.25	7.1946
125:23:58:33.50	7.0798
125:23:58:33.75	6.7702
125:23:58:34.00	7.0112
125:23:58:34.25	7.3018
125:23:58:34.50	6.6074
125:23:58:34.75	6.7786
125:23:58:35.00	6.4881
125:23:58:35.25	7.0957
125:23:58:35.50	6.6502
125:23:58:35.75	6.8411
125:23:58:36.00	6.8427
125:23:58:36.25	6.5839
125:23:58:36.50	6.4530
125:23:58:36.75	6.6999
125:23:58:37.00	6.6441
125:23:58:37.25	7.1395
125:23:58:37.50	6.3943
125:23:58:37.75	6.6497
125:23:58:38.00	6.4958
125:23:58:38.25	7.3047
125:23:58:38.50	6.9804
125:23:58:38.75	6.6152
125:23:58:39.00	7.1992
125:23:58:39.25	6.5361
125:23:58:39.50	7.1857
125:23:58:39.75	6.7097
125:23:58:40.00	7.0479
125:23:58:40.25	6.9678
125:23:58:40.50	7.2049
125:23:58:40.75	6.6360
125:23:58:41.00	6.5052
125:23:58:41.25	6.4634
125:23:58:41.50	7.2904
125:23:58:41.75	6.9069
125:23:58:42.00	6.5747
125:23:58:42.25	7.0002
125:23:58:42.50	6.8800
125:23:58:42.75	6.6993
125:23:58:43.00	7.3802
125:23:58:43.25	7.2777
125:23:58:43.50	7.1457
125:23:58:43.75	7.3489
125:23:58:44.00	6.7109
125:23:58:44.25	6.6551
125:23:58:44.50	6.6445
125:23:58:44.75	7.1004
125:23:58:45.00	7.3750
125:23:58:45.25	7.1077
125:23:58:45.50	7.4550
125:23:58:45.75	6.6615
125:23:58:46.00	6.5950
125:23:58:46.25	6.7365
125:23:58:46.50	7.0613
125:23:58:46.75	7.1673
125:23:58:47.00	6.9540
125:23:58:47.25	7.0745
125:23:58:47.50	7.4718
125:23:58:47.75	7.1046
125:23:58:48.00	6.7672
125:23:58:48.25	6.6429
125:23:58:48.50	6.5459
125:23:58:48.75	7.0448
125:23:58:49.00	6.6285
125:23:58:49.25	6.7513
125:23:58:49.50	7.0108
125:23:58:49.75	6.7710
125:23:58:50.00	7.3888
125:23:58:50.25	6.5086
125:23:58:50.50	7.0702
125:23:58:50.75	6.5667
125:23:58:51.00	7.0070
125:23:58:51.25	6.6542
125:23:58:51.50	6.8804
125:23:58:51.75	7.3030
125:23:58:52.00	6.8860
125:23:58:52.25	6.7909
125:23:58:52.50	7.0963
125:23:58:52.75	6.8786
125:23:58:53.00	7.0448
125:23:58:53.25	7.0732
125:23:58:53.50	7.2471
125:23:58:53.75	6.9032
125:23:58:54.00	7.0365
125:23:58:54.25	6.7068
125:23:58:54.50	7.3652
125:23:58:54.75	6.8486
125:23:58:55.00	6.9101
125:23:58:55.25	6.7601
125:23:58:55.50	6.5897
125:23:58:55.75	7.0325
125:23:58:56.00	7.0143
125:23:58:56.25	6.6438
125:23:58:56.50	7.5603
125:23:58:56.75	7.4661
125:23:58:57.00	6.7488
125:23:58:57.25	7.2605
125:23:58:57.50	7.2633
125:23:58:57.75	7.4947
125:23:58:58.00	7.0200
125:23:58:58.25	6.7530
125:23:58:58.50	6.8440
125:23:58:58.75	7.2058
125:23:58:59.00	7.2294
125:23:58:59.25	6.8995
125:23:58:59.50	7.3434
125:23:58:59.75	7.4888
125:23:59:00.00	7.5524
125:23:59:00.25	6.8667
125:23:59:00.50	7.2325
125:23:59:00.75	7.1532
125:23:59:01.00	7.3656
125:23:59:01.25	6.7324
125:23:59:01.50	7.4029
125:23:59:01.75	7.4233
125:23:59:02.00	7.0414
125:23:59:02.25	6.8318
125:23:59:02.50	6.9818
125:23:59:02.75	7.3249
125:23:59:03.00	7.0545
125:23:59:03.25	7.5748
125:23:59:03.50	7.5443
125:23:59:03.75	6.8050
125:23:59:04.00	7.2883
125:23:59:04.25	6.9994
125:23:59:04.50	6.7835
125:23:59:04.75	7.4172
125:23:59:05.00	7.5448
125:23:59:05.25	7.1819
125:23:59:05.50	7.3355
125:23:59:05.75	7.0724
125:23:59:06.00	7.1348
125:23:59:06.25	7.2933
125:23:59:06.50	7.4471
125:23:59:06.75	7.2435
125:23:59:07.00	6.7963
125:23:59:07.25	6.7678
125:23:59:07.50	6.9318
125:23:59:07.75	7.2685
125:23:59:08.00	6.7401
125:23:59:08.25	7.5651
125:23:59:08.50	6.7930
125:23:59:08.75	7.0511
125:23:59:09.00	7.0855
