3.61	-1.71	0.88	0	3.02	6.58	13.34	20.38	28.02	31.36	37.15	38.88	38.84	35.97	32.38	28.87	26.64	22.13	19.2	16.16	14.1	13.1	9.62	7.74	6.33	5.99	3.16	3.03	4.43	1.62	1.41	1.73	2.13
3.9	1.31	-0.55	1.43	5.18	10.43	20.83	29.89	38.19	46.99	51.87	55.11	53.42	52.12	46.4	43.22	36.54	33.23	26.84	21.57	19.16	17.1	13.73	12.37	7.66	7	5.9	5.17	4.02	1.99	-0.01	0.85	0.18
4.19	-0.93	-0.28	2.49	5.91	14.85	25.96	40.98	54.46	61.61	67.57	72.66	71.35	67.04	62.33	54.98	49.02	45.13	36.64	29.28	26.94	21.27	18.89	14.41	10.92	9.31	7.17	6.57	4.19	4.21	3.42	3.04	1.45
4.48	-0.27	0.18	2	7.22	19.32	32.39	49.6	62.44	75.42	81.98	86.43	86.34	81.48	76.78	67.71	58.79	52	45.67	36.79	32.36	27.37	20.64	17.83	15.32	10.96	9.54	6.88	5.34	4.18	5.06	2.86	1.71
4.77	-0.38	-2.15	1.37	10.18	20.38	38.5	55.26	71.5	84.24	92.42	97.78	96.27	92.85	84.56	76.2	68.45	60.25	50.08	43.46	35.5	27.75	23.34	17.45	16.18	12.59	10.93	8.15	7.77	6.07	6.06	3.09	2.46
5.06	-2.72	1.53	2.75	8.55	20.31	35.79	56.34	72.1	86.65	95.93	99.85	98.52	94.19	84.99	79.08	68.29	59.77	51.1	41.96	36.19	29.24	23.57	20.97	14.96	12.81	11.02	8.1	7.91	6.36	5.14	3.39	2.76
5.35	0.13	-0.32	1.49	8.7	18.66	34.86	51.12	70.94	81.93	90.99	91.28	92.14	87.82	81.41	72.91	66.57	56.65	47.39	39.93	33.22	28.94	22.87	19.35	13.64	13.98	11.65	8.18	5.15	3.35	4.01	3.09	1.54
5.65	0.38	0.74	0.96	6.92	16.45	29.25	45.48	59.43	71.38	77.72	80.07	80.22	75.52	69.8	64	56.36	47.25	41.76	34.06	29.37	24.91	20.47	16.61	12.35	11.68	7.83	6.7	5.61	4.91	4.27	3.06	1.96
5.94	-0.2	-0.15	2.67	5.96	13.75	25.81	36.57	47.86	55.1	61.98	66.82	65.34	60.85	58.68	50.72	43.46	39.75	33.09	27.96	22.91	19.79	16.27	13.85	12.86	8.11	5.9	5.44	3.29	3.07	2.44	1.07	0.74
6.23	0.09	0.13	3.34	4.71	8.43	18.95	28.52	33.49	41.07	45.74	46.16	46.05	45.2	41.15	36.21	31.25	28.82	22.95	22.25	16.89	15.53	10.32	10.37	9.28	7.82	7.07	4.08	2.57	4.25	2.04	1.92	2.06
6.52	-0.17	-0.25	0.18	2.67	7.05	12.97	16.88	22.29	26.69	30.79	28.65	30.19	32.18	28.05	24.97	21.98	19.73	15.48	14.23	11.17	7.83	7.42	5.91	3.71	4.87	5.11	0.81	1.98	-0.49	-0.48	1.35	1.63
6.81	-1.22	1.25	-1.1	2.25	3.52	7.4	9.68	14.32	18.02	17.44	19.15	20.12	18.67	16.8	15.75	13.01	9.98	10.56	8.31	7.02	6.35	3.96	3.35	2.74	4.17	2.01	-0.61	1.16	0.69	1.2	2.85	0.4
7.1	0.37	-1.01	-0.44	3	2.29	6.77	7.18	6.81	8.41	10.18	10.79	12.02	9.98	11.08	9.03	7.05	7.28	7.33	5.64	4.27	2	1.87	2.29	0.95	1.45	0.23	-0.3	0.92	1.27	2.11	-0.02	-1.59
7.39	0.83	-0.97	2	0.09	1.36	3.52	4.53	5.35	4.98	5.18	6.24	4.46	5.04	6.15	6.81	4.67	3.18	4.71	2.52	2.9	1.22	0.18	0.64	-0.13	-0.75	-0.34	-0.73	0.34	-0.38	0.15	0.69	-0.25
7.68	-0.38	-0.78	0.32	1.41	0.34	0.52	1.87	1.01	1.69	4.46	1.98	1.86	2.63	2.61	0.78	2.78	1.07	0.53	2.15	1.46	1.77	0.56	0.63	-0.55	-0.55	0.2	1.41	-0.74	0.16	1.75	-2.56	0.5
7.97	0.56	-0.9	-1.45	-0.32	0.91	-0.35	1.99	0.4	1.82	1.39	1.07	1.66	-0.62	2.15	2	1.27	1.77	0.66	-0.26	0	1.17	2.26	0.5	0.12	0.09	-0.78	-0.15	-0.14	-0.22	1.79	0.02	-2.26
8.26	-0.86	1.32	0.13	-1.64	0.83	1.34	-0.1	0.85	1.02	0.87	-0.97	1.05	-0.34	-0.1	1.64	-1.75	0.29	0.93	0.54	-0.6	3.01	1.91	0.83	-0.22	0.41	1.73	-1.29	0.43	1.71	0.05	-2.13	-0.17
8.55	-1.23	0.42	-0.5	0.2	-0.86	-0.12	-2.09	0.25	1.14	-0.59	0.18	1.1	-0.72	1.71	-0.42	-0.43	-1.12	0.62	-0.73	0.08	-1.15	-1.14	-1.49	0.27	-1.84	0.88	-0.15	0.76	-0.49	-0.98	0.77	0.22
8.84	-2.14	2.22	-0.6	0.57	-1.44	-0.49	0.1	0.59	0.12	2.14	1.85	-0.26	-0.84	-0.59	-0.7	0.74	-1.25	0.12	-0.37	0.24	-1.53	0.64	0.85	-0.52	1.83	-0.99	-0.95	-1.12	1.35	-0.87	0.58	0.54
9.13	0.18	-0.72	-0.48	-0.55	-0.26	0.93	-2.74	2.03	-1.04	0.32	1.88	-0.8	0.15	1.36	-0.33	-0.69	0.72	1.36	0.08	-0.85	-1.15	-0.12	-0.1	-1.99	-0.93	-1.32	-0.99	-1.8	0.36	0.07	-1.31	-0.99
9.42	-1	0.97	-0.53	0.73	-1.25	-0.19	-0.28	-0.47	0.34	1.34	0.99	-1.44	-1.5	0.23	1.91	-0.1	0.33	0.62	0.28	0.4	-1.17	-1.2	-0.19	-0.12	-1.06	-0.33	0.18	-0.04	-1.4	0.32	-0.25	-0.19
9.71	-0.42	0.38	0.8	0.45	0.95	-0.33	0.08	-1.19	0.8	1.56	-0.64	0.72	-0.52	0.28	1.43	-1.9	0.07	-1.11	0.72	-1.56	-0.9	0.18	0.86	0.56	-0.69	0.95	-0.1	-1.04	0.01	0.51	0.24	-1.63
10	1.06	1.62	1.03	-0.55	0.42	-0.42	-1.56	0.41	0.38	1.28	0.44	0.62	-1.64	1.47	1.37	0.22	0.78	-0.53	-0.53	-0.85	-1.37	-0.85	0.59	-0.38	-0.87	0.42	-0.08	-1.89	0.11	-0.96	-0.64	-0.83
